pid,bb_nd_board_rank_final,bb_nd_board_rank_30d,bb_nd_board_rank_60d,bb_nd_board_change_60d,bb_nd_board_first_seen_days,bb_nd_mock_rank_final,bb_nd_crowd_mock_rank_final,bb_nd_fit_gap,bb_nd_unranked_board,bb_dx_board_rank_final,bb_dx_board_rank_30d,bb_dx_mock_pick_final,bb_dx_fit_gap,bb_dx_mock_volatility,bb_dx_board_momentum_30d,bb_dx_first_mock_lead_days,bb_dx_age_listed,bb_stepien_consensus_rank,bb_stepien_dispersion,bb_stepien_tier,bb_stepien_preseason_to_final_delta,bb_fit_gap_mean,bb_n_board_sources
P2b95cb9990,54,51,50,0.0,454.6,45,51,-9,0,,,,,,,,,,,,,-9.0,1
P429838957d,26,21,16,-4.0,339.5,33,29,7,0,,,,,,,,,,,,,7.0,1
P04b95b58e0,75,72,70,-1.0,166.3,51,,-24,0,,,,,,,,,,,,,-24.0,1
P9cddcdc1ad,47,45,44,1.0,454.6,49,35,2,0,,,,,,,,,,,,,2.0,1
P173da90181,44,39,39,2.0,454.6,,43,,0,,,,,,,,,,,,,,1
Pc2d24d5902,18,22,22,2.0,454.6,35,19,17,0,,,,,,,,,5,,2.0,0,17.0,2
P866e6f90bf,43,40,101,60.0,339.5,30,50,-13,0,,,,,,,,,,,,,-13.0,1
P2ca61183dc,70,76,75,9.0,104.4,,,,0,,,,,,,,,,,,,,1
P625909539a,101,101,101,,,,,,1,,,,,,,,,,,,,,0
P1cf3ac09b1,57,54,53,0.0,454.6,55,47,-2,0,,,,,,,,,,,,,-2.0,1
Pb3e461d4cf,40,41,40,3.0,339.5,40,41,0,0,,,,,,,,,,,,,0.0,1
Pee12c1b431,52,49,48,1.0,454.6,54,45,2,0,,,,,,,,,,,,,2.0,1
Pdc49b6ecb0,41,47,46,3.0,166.3,,49,,0,,,,,,,,,,,,,,1
P9d5ce33ec0,37,33,29,-2.0,454.6,38,33,1,0,,,,,,,,,,,,,1.0,1
P170284fab5,38,35,34,1.0,454.6,41,32,3,0,,,,,,,,,,,,,3.0,1
P641ed83c9a,59,91,90,45.0,104.4,,,,0,,,,,,,,,,,,,,1
P8884c4fd03,98,101,100,4.0,104.4,,,,0,,,,,,,,,,,,,,1
P6142a39d2b,62,58,57,-1.0,454.6,,57,,0,,,,,,,,,,,,,,1
P076dcdb147,32,27,27,1.0,339.5,29,31,-3,0,,,,,,,,,,,,,-3.0,1
P98391b949f,72,68,67,-1.0,454.6,,,,0,,,,,,,,,,,,,,1
P34a08a87d4,48,48,47,2.0,454.6,57,44,9,0,,,,,,,,,,,,,9.0,1
Pc74b3d476e,63,60,59,-1.0,454.6,52,,-11,0,,,,,,,,,,,,,-11.0,1
P80eaeaa85d,49,50,,54.0,59.7,50,,1,0,,,,,,,,,,,,,1.0,1
Pceb9387e05,58,55,54,0.0,454.6,44,52,-14,0,,,,,,,,,,,,,-14.0,1
P4cd6438cc3,50,64,63,17.0,454.6,46,,-4,0,,,,,,,,,,,,,-4.0,1
P9580c6ee97,67,,,35.0,6.8,,,,0,,,,,,,,,,,,,,1
P2cd53b2728,96,96,95,2.0,104.4,,,,0,,,,,,,,,,,,,,1
Pc09cd8c6d0,61,57,56,-1.0,339.5,58,,-3,0,,,,,,,,,,,,,-3.0,1
P63a2ab1a2a,100,99,98,1.0,104.4,,,,0,,,,,,,,,,,,,,1
Pf75af7bb1f,74,71,69,-1.0,454.6,,,,0,,,,,,,,,,,,,,1
P16e9d60aa9,92,92,91,2.0,104.4,,,,0,,,,,,,,,,,,,,1
Pa8a4b42a31,71,69,55,-12.0,339.5,,,,0,,,,,,,,,,,,,,1
Pe6009787c4,97,97,96,2.0,104.4,,,,0,,,,,,,,,,,,,,1
P8943f8c99a,,,,,454.6,,56,,,,,,,,,,,,,,,,0
P4ddb9bf638,93,93,92,2.0,454.6,,,,0,,,,,,,,,,,,,,1
P9d7519067e,85,,,17.0,6.8,,,,0,,,,,,,,,,,,,,1
P5b50a9b58b,84,82,81,1.0,454.6,,,,0,,,,,,,,,,,,,,1
Pd3cfd798be,94,94,93,2.0,339.5,,,,0,,,,,,,,,,,,,,1
P9b1073be42,91,90,89,1.0,104.4,,,,0,,,,,,,,,,,,,,1
P2dd8b69701,,,,,454.6,,,,,,,,,,,,,,,,,,0
Pa9f698b274,78,75,73,-1.0,454.6,,,,0,,,,,,,,,,,,,,1
P61afdc25a4,1,1,1,2.0,239.3,1,1,0,0,,,,,,,,,,,,,0.0,1
P64263ced9d,2,3,3,1.0,239.3,2,3,0,0,,,,,,,,,,,,,0.0,1
Pc3e0235987,4,5,5,4.0,239.3,3,2,-1,0,,,,,,,,,,,,,-1.0,1
P45a39b68c1,6,7,7,3.0,239.3,6,6,0,0,,,,,,,,,,,,,0.0,1
Pc97a1282a3,3,4,4,4.0,239.3,4,4,1,0,,,,,,,,,,,,,1.0,1
P854a3a23a2,16,33,33,19.0,184.7,12,16,-4,0,,,,,,,,,,,,,-4.0,1
P7dcdc4ccdd,5,2,2,-1.0,239.3,5,5,0,0,,,,,,,,,,,,,0.0,1
Pb2632428b5,12,35,35,22.0,239.3,9,18,-3,0,,,,,,,,,,,,,-3.0,1
P2c8aa67899,9,29,29,23.0,239.3,13,15,4,0,,,,,,,,,,,,,4.0,1
P9e82692a6d,13,8,8,0.0,239.3,14,8,1,0,,,,,,,,,,,,,1.0,1
Pa090759337,8,12,12,8.0,239.3,,10,,0,,,,,,,,,,,,,,1
P4e35bd6add,23,101,101,55.0,17.9,25,,2,0,,,,,,,,,,,,,2.0,1
P05f9ca4653,20,43,43,21.0,239.3,15,27,-5,0,,,,,,,,,,,,,-5.0,1
Pa0882490f6,7,6,6,0.0,184.7,18,,11,0,,,,,,,,,,,,,11.0,1
P0057628fa2,11,10,10,-1.0,239.3,17,9,6,0,,,,,,,,,,,,,6.0,1
Pb3cfb2c388,29,49,49,18.0,184.7,23,28,-6,0,,,,,,,,,,,,,-6.0,1
P54240b8a24,22,63,63,39.0,239.3,,55,,0,,,,,,,,,,,,,,1
Pfce02776de,27,70,70,48.0,239.3,28,31,1,0,,,,,,,,,,,,,1.0,1
P69549f38f2,15,14,14,4.0,184.7,11,13,-4,0,,,,,,,,,,,,,-4.0,1
P392363bcf2,14,20,20,8.0,239.3,10,11,-4,0,,,,,,,,,,,,,-4.0,1
P721d8fa8f9,10,9,9,-2.0,239.3,8,14,-2,0,,,,,,,,,,,,,-2.0,1
P87ada0d006,30,38,38,12.0,239.3,21,30,-9,0,,,,,,,,,,,,,-9.0,1
P4110110f37,24,13,13,-4.0,239.3,33,12,9,0,,,,,,,,,,,,,9.0,1
Pf6213e9937,21,18,18,2.0,239.3,22,20,1,0,,,,,,,,,,,,,1.0,1
P88205fde52,56,26,26,-37.0,239.3,,42,,0,,,,,,,,,,,,,,1
P61d8f8df57,101,101,101,,,,,,1,,,,,,,,,,,,,,0
Pe28113186c,101,101,101,,,,,,1,,,,,,,,,,,,,,0
P90b2305671,32,11,11,-11.0,184.7,27,24,-5,0,,,,,,,,,,,,,-5.0,1
Pe728a39ea0,57,36,36,-12.0,115.2,51,47,-6,0,,,,,,,,,,,,,-6.0,1
P213b82c86a,101,101,101,,,,,,1,,,,,,,,,,,,,,0
Pb1d56c9c96,25,62,62,22.0,239.3,31,46,6,0,,,,,,,,,,,,,6.0,1
P5480a34012,39,48,48,13.0,239.3,,,,0,,,,,,,,,,,,,,1
P30169adef4,64,80,80,26.0,239.3,,,,0,,,,,,,,,,,,,,1
P21372aaded,47,57,57,21.0,184.7,41,48,-6,0,,,,,,,,,,,,,-6.0,1
P606c98790a,17,61,61,42.0,239.3,19,,2,0,,,,,,,,,,,,,2.0,1
Pc624860c4a,34,101,101,37.0,239.3,40,,6,0,,,,,,,,,,,,,6.0,1
P9fd480084b,26,17,17,-9.0,239.3,32,17,6,0,,,,,,,,,,,,,6.0,1
P90932c4b0a,52,88,88,34.0,239.3,54,,2,0,,,,,,,,,,,,,2.0,1
P82dc635a40,33,40,40,9.0,239.3,29,22,-4,0,,,,,,,,,,,,,-4.0,1
Pac178f1473,35,101,101,1.0,8.1,36,,1,0,,,,,,,,,,,,,1.0,1
Pbfadf35dca,55,47,47,-5.0,239.3,48,56,-7,0,,,,,,,,,,,,,-7.0,1
P6680e3073f,38,21,21,-7.0,239.3,37,19,-1,0,,,,,,,,,,,,,-1.0,1
P3364db28a5,60,101,101,52.0,17.9,52,,-8,0,,,,,,,,,,,,,-8.0,1
Pb149e1d8c2,89,101,101,7.0,8.1,,,,0,,,,,,,,,,,,,,1
P152905cef4,45,46,46,-10.0,239.3,45,,0,0,,,,,,,,,,,,,0.0,1
P1e1b55c58c,40,41,41,8.0,115.2,,33,,0,,,,,,,,,,,,,,1
P30aaba02d5,44,55,55,20.0,239.3,46,40,2,0,,,,,,,,,,,,,2.0,1
P5705590403,37,19,19,-25.0,239.3,26,26,-11,0,,,,,,,,,,,,,-11.0,1
P60da7b4537,74,99,99,24.0,115.2,,,,0,,,,,,,,,,,,,,1
P0326e23b0d,31,22,22,-3.0,239.3,34,25,3,0,,,,,,,,,,,,,3.0,1
P624b2b5afe,73,86,86,28.0,115.2,,,,0,,,,,,,,,,,,,,1
Pc131e1ee6f,36,89,89,48.0,239.3,39,,3,0,,,,,,,,,,,,,3.0,1
Pd1118f9ab3,63,90,90,21.0,239.3,,,,0,,,,,,,,,,,,,,1
Pba95727095,41,101,101,66.0,17.9,42,,1,0,,,,,,,,,,,,,1.0,1
P2b13664da5,65,101,101,45.0,17.9,,,,0,,,,,,,,,,,,,,1
Pa09bdf4e64,101,101,101,,184.7,,,,1,,,,,,,,,,,,,,0
Pe225c37146,50,53,53,11.0,239.3,49,38,-1,0,,,,,,,,,,,,,-1.0,1
P85bbbd5241,68,,,19.0,17.9,,,,0,,,,,,,,,,,,,,1
P41bcb3bebd,78,,,20.0,17.9,,,,0,,,,,,,,,,,,,,1
P44ea7b86af,46,23,23,-18.0,239.3,53,29,7,0,,,,,,,,,,,,,7.0,1
Pc9a85d9349,67,45,45,-9.0,239.3,,57,,0,,,,,,,,,,,,,,1
Pc37129efde,98,98,98,23.0,239.3,,,,0,,,,,,,,,,,,,,1
Pcf11d56327,59,84,84,20.0,239.3,60,,1,0,,,,,,,,,,,,,1.0,1
Pf2b31fcc76,79,67,67,-2.0,239.3,,60,,0,,,,,,,,,,,,,,1
P71399e9935,66,75,75,21.0,239.3,59,,-7,0,,,,,,,,,,,,,-7.0,1
Pff95561f44,72,,,5.0,8.1,,,,0,,,,,,,,,,,,,,1
P130d4826ef,75,,,5.0,8.1,,,,0,,,,,,,,,,,,,,1
P3692b72eac,80,,,31.0,17.9,,,,0,,,,,,,,,,,,,,1
Pa8621489c8,84,,,18.0,17.9,,,,0,,,,,,,,,,,,,,1
P2511a36f77,43,27,27,-10.0,184.7,55,43,12,0,,,,,,,,,,,,,12.0,1
P77f7109f5b,51,,,2.0,8.1,50,,-1,0,,,,,,,,,,,,,-1.0,1
P3d136e77bf,90,73,73,12.0,115.2,,,,0,,,,,,,,,,,,,,1
Pd89d8db6f9,91,,,6.0,8.1,,,,0,,,,,,,,,,,,,,1
Pcfa1d05a1c,76,,,5.0,8.1,,,,0,,,,,,,,,,,,,,1
P72048f0a4a,81,39,39,-28.0,239.3,,54,,0,,,,,,,,,,,,,,1
P71e4e7122a,71,51,51,-29.0,239.3,,,,0,,,,,,,,,,,,,,1
Pb4df715600,94,,,5.0,239.3,,,,0,,,,,,,,,,,,,,1
Pf10c6bc653,92,66,66,-26.0,239.3,,,,0,,,,,,,,,,,,,,1
P9badd97dfe,28,30,30,4.0,239.3,30,34,2,0,,,,,,,,,,,,,2.0,1
P030ee18cdd,93,,,7.0,8.1,,,,0,,,,,,,,,,,,,,1
P9cb019ad12,85,,,15.0,17.9,,,,0,,,,,,,,,,,,,,1
Pd7fcef8bed,77,,,28.0,17.9,,,,0,,,,,,,,,,,,,,1
P8b8dcb5659,70,,,32.0,8.1,,,,0,,,,,,,,,,,,,,1
P4ff3e30134,62,,,4.0,8.1,,,,0,,,,,,,,,,,,,,1
Pff631d1742,,,,,239.3,,,,,,,,,,,,,,,,,,0
Pf0fd005549,19,24,24,6.0,184.7,20,23,1,0,,,,,,,,,,,,,1.0,1
P150b11f782,,,,,239.3,,,,,,,,,,,,,,,,,,0
P621ab8f1c3,,44,44,,184.7,47,52,,,,,,,,,,,,,,,,0
P969b4447cc,69,,,30.0,17.9,,,,0,,,,,,,,,,,,,,1
P983ac07ff1,100,,,2.0,8.1,,,,0,,,,,,,,,,,,,,1
P65cc7bdb71,86,93,93,6.0,239.3,,,,0,,,,,,,,,,,,,,1
P0843caad4a,,85,85,,239.3,,,,,,,,,,,,,,,,,,0
Pa99e47f62c,95,,,7.0,8.1,,,,0,,,,,,,,,,,,,,1
P3da5d3f3f2,58,76,76,14.0,239.3,58,,0,0,,,,,,,,,,,,,0.0,1
P832ba46d69,82,,,36.0,17.9,,,,0,,,,,,,,,,,,,,1
P71a175d36d,,,,13.0,17.9,,,,,,,,,,,,,,,,,,0
P6bb68789bc,61,,,41.0,8.1,,,,0,,,,,,,,,,,,,,1
P9adb5133bc,83,,,37.0,239.3,,,,0,,,,,,,,,,,,,,1
Pc46db0f497,96,,,5.0,239.3,,,,0,,,,,,,,,,,,,,1
Pfa7a6f2536,3,3,3,6.0,281.9,3,3,0,0,,,,,,,,,1,,1.0,0,0.0,2
Pbfdaa31fd0,4,4,4,6.0,281.9,,,,0,,,,,,,,,3,,1.0,0,,2
P12c0373e62,1,2,2,7.0,281.9,1,1,0,0,,,,,,,,,4,,1.0,0,0.0,2
P86df290cda,6,61,7,47.0,199.3,5,5,-1,0,,,,,,,,,,,,,-1.0,1
P16b88a2183,2,1,1,5.0,281.9,4,4,2,0,,,,,,,,,9,,2.0,0,2.0,2
Pce7c8a9da0,5,5,5,6.0,281.9,6,7,1,0,,,,,,,,,18,,3.0,0,1.0,2
P7d4b1d6e8f,9,15,16,13.0,132.4,8,8,-1,0,,,,,,,,,,,,,-1.0,1
Pab39ee5462,15,21,29,20.0,281.9,9,11,-6,0,,,,,,,,,16,,3.0,0,-6.0,2
Pe3c0fc5a9e,19,13,15,2.0,183.8,12,14,-7,0,,,,,,,,,,,,,-7.0,1
P919e355315,8,6,6,4.0,199.3,7,10,-1,0,,,,,,,,,,,,,-1.0,1
P4b5f95e771,22,34,46,30.0,281.9,19,19,-3,0,,,,,,,,,,,,,-3.0,1
Pa89859be17,21,25,24,9.0,89.9,20,18,-1,0,,,,,,,,,,,,,-1.0,1
P3a3a5bbbef,16,14,14,4.0,281.9,13,9,-3,0,,,,,,,,,6,,2.0,0,-3.0,2
P9d848af991,18,11,12,0.0,281.9,18,16,0,0,,,,,,,,,,,,,0.0,1
P3a5b76349f,12,19,19,13.0,281.9,10,15,-2,0,,,,,,,,,,,,,-2.0,1
Pa95793f720,7,8,8,7.0,281.9,11,6,4,0,,,,,,,,,2,,1.0,0,4.0,2
P14882ceff6,20,12,11,-3.0,183.8,15,12,-5,0,,,,,,,,,,,,,-5.0,1
P416088a2b5,30,101,101,76.0,183.8,27,30,-3,0,,,,,,,,,,,,,-3.0,1
P97df826a61,44,69,101,63.0,44.0,33,38,-11,0,,,,,,,,,,,,,-11.0,1
Pae46fa4aa5,13,10,10,3.0,199.3,14,13,1,0,,,,,,,,,,,,,1.0,1
P3b1e823247,37,48,49,18.0,281.9,36,37,-1,0,,,,,,,,,,,,,-1.0,1
Pa5128e8532,26,27,26,6.0,281.9,25,25,-1,0,,,,,,,,,17,,3.0,0,-1.0,2
P63014948f5,71,101,101,35.0,20.5,,,,0,,,,,,,,,,,,,,1
P4e8883caf8,31,16,13,-12.0,258.6,32,,1,0,,,,,,,,,,,,,1.0,1
P5cba6e4b4b,14,17,17,9.0,199.3,16,23,2,0,,,,,,,,,,,,,2.0,1
Pa6b76d042d,25,37,34,15.0,219.0,26,32,1,0,,,,,,,,,,,,,1.0,1
P1191691c20,23,23,21,4.0,281.9,23,20,0,0,,,,,,,,,10,,2.0,0,0.0,2
P8be99fecd0,39,36,37,4.0,281.9,29,,-10,0,,,,,,,,,5,,2.0,0,-10.0,2
Pa408da26a2,10,9,9,5.0,281.9,17,17,7,0,,,,,,,,,23,,3.0,0,7.0,2
Pc69570e4d2,45,64,94,55.0,281.9,46,49,1,0,,,,,,,,,12,,2.0,0,1.0,2
P76ebdc8d77,60,101,99,46.0,281.9,58,45,-2,0,,,,,,,,,,,,,-2.0,1
P70fa3dc827,36,75,101,71.0,281.9,35,29,-1,0,,,,,,,,,8,,2.0,0,-1.0,2
P9345155d6a,33,62,64,37.0,199.3,38,35,5,0,,,,,,,,,,,,,5.0,1
Pa2e8c74c1f,29,28,31,81.0,82.8,,31,,0,,,,,,,,,,,,,,1
Paac5dcb74c,11,18,18,13.0,281.9,,26,,0,,,,,,,,,,,,,,1
P20596267f7,17,20,20,9.0,281.9,21,21,4,0,,,,,,,,,7,,2.0,0,4.0,2
P8c8d5105c2,24,24,23,5.0,281.9,22,27,-2,0,,,,,,,,,14,,3.0,0,-2.0,2
Pd5316f2e65,42,31,32,-4.0,281.9,40,33,-2,0,,,,,,,,,,,,,-2.0,1
Pe22f69b7a0,32,30,27,1.0,199.3,24,24,-8,0,,,,,,,,,,,,,-8.0,1
P123f055136,54,44,50,2.0,219.0,45,43,-9,0,,,,,,,,,,,,,-9.0,1
Pc5f6ac0bb7,68,101,101,38.0,281.9,,,,0,,,,,,,,,,,,,,1
Pafb050f1ad,27,38,39,18.0,281.9,31,36,4,0,,,,,,,,,,,,,4.0,1
P76f8234113,46,42,38,-2.0,258.6,48,42,2,0,,,,,,,,,,,,,2.0,1
P6876f611cb,101,101,101,,,,,,1,,,,,,,,,,,,,,0
Pd6b4848f72,34,22,22,-6.0,281.9,37,22,3,0,,,,,,,,,13,,3.0,0,3.0,2
P7c29e11a29,101,101,101,,,,,,1,,,,,,,,,,,,,,0
P9a2935e78c,94,94,101,13.0,44.0,,,,0,,,,,,,,,,,,,,1
Paee04abbe6,96,98,101,11.0,44.0,,,,0,,,,,,,,,,,,,,1
Pa067c50f94,48,43,41,-1.0,281.9,42,47,-6,0,,,,,,,,,,,,,-6.0,1
Pd3eb42d2a8,91,74,63,-22.0,132.4,,,,0,,,,,,,,,,,,,,1
Pd4287ba490,92,93,101,15.0,44.0,,,,0,,,,,,,,,,,,,,1
Pdd8eeaed18,50,41,40,-4.0,281.9,47,50,-3,0,,,,,,,,,22,,3.0,0,-3.0,2
P9e732e040b,67,51,57,-4.0,281.9,,,,0,,,,,,,,,,,,,,1
P6521ad0003,58,58,,49.0,199.3,56,51,-2,0,,,,,,,,,,,,,-2.0,1
P8d79cd923c,65,91,,42.0,44.0,,,,0,,,,,,,,,,,,,,1
P13f00227af,,,,,132.4,,,,,,,,,,,,,,,,,,0
Paf2b091294,51,56,43,-2.0,281.9,53,44,2,0,,,,,,,,,,,,,2.0,1
P50d6953351,38,26,25,-7.0,199.3,44,40,6,0,,,,,,,,,,,,,6.0,1
Pa06f6a14b5,40,39,42,8.0,199.3,49,48,9,0,,,,,,,,,,,,,9.0,1
Pbccc770021,52,50,51,5.0,132.4,51,53,-1,0,,,,,,,,,,,,,-1.0,1
P19ae0a39ff,77,66,59,-12.0,199.3,,,,0,,,,,,,,,,,,,,1
P868c7d320b,63,68,75,18.0,183.8,,,,0,,,,,,,,,,,,,,1
Pe54f989cc8,35,53,74,45.0,72.4,39,,4,0,,,,,,,,,,,,,4.0,1
Pc25f9380ba,98,,,8.0,20.5,,,,0,,,,,,,,,,,,,,1
Pdeabbe5993,59,76,62,9.0,132.4,,,,0,,,,,,,,,,,,,,1
Pc99b219586,28,70,72,50.0,89.9,30,41,2,0,,,,,,,,,,,,,2.0,1
P22caf129cd,66,60,87,27.0,199.3,59,54,-7,0,,,,,,,,,,,,,-7.0,1
P0234a21988,83,,,23.0,20.5,,,,0,,,,,,,,,,,,,,1
P32ad967364,88,89,,19.0,44.0,,,,0,,,,,,,,,,,,,,1
P821b19c2a1,62,,,42.0,281.9,,,,0,,,,,,,,,,,,,,1
P9f0e3aa432,,,,,281.9,,,,,,,,,,,,,,,,,,0
Pfc4c07b799,49,,,57.0,20.5,,,,0,,,,,,,,,,,,,,1
P750617fadd,57,72,,50.0,44.0,,,,0,,,,,,,,,,,,,,1
Pec93c68939,64,57,81,23.0,281.9,,59,,0,,,,,,,,,,,,,,1
P96bc00aaed,41,35,36,1.0,281.9,41,52,0,0,,,,,,,,,,,,,0.0,1
P3ebbedffb1,61,83,,46.0,44.0,52,,-9,0,,,,,,,,,,,,,-9.0,1
Pe2f97b33d4,87,,100,19.0,281.9,,,,0,,,,,,,,,,,,,,1
P144ed94c77,1,1,1,3.0,302.9,1,1,0,0,,,,,,,,,,,,,0.0,1
P664a2ede66,3,2,2,2.0,302.9,2,58,-1,0,,,,,,,,,,,,,-1.0,1
P51e5ade0ce,2,3,3,4.0,302.9,3,2,1,0,,,,,,,,,,,,,1.0,1
P1999b4880f,5,6,6,4.0,302.9,4,4,-1,0,,,,,,,,,,,,,-1.0,1
P9180c4596b,8,7,7,2.0,302.9,5,5,-3,0,,,,,,,,,,,,,-3.0,1
Pa813594724,6,5,5,2.0,302.9,6,6,0,0,,,,,,,,,,,,,0.0,1
Pa4e79c2199,9,22,30,24.0,302.9,11,30,2,0,,,,,,,,,,,,,2.0,1
P7bf5b1ca03,13,13,16,6.0,302.9,7,9,-6,0,,,,,,,,,,,,,-6.0,1
Pe60cc64195,4,4,4,3.0,124.1,9,,5,0,,,,,,,,,,,,,5.0,1
Pf0ef0714b6,14,12,14,3.0,302.9,14,11,0,0,,,,,,,,,,,,,0.0,1
P0035c2f0b3,24,25,24,3.0,202.4,24,22,0,0,,,,,,,,,,,,,0.0,1
Pdcc28d7d6b,21,32,37,19.0,302.9,10,21,-11,0,,,,,,,,,,,,,-11.0,1
Pfdcf13c664,10,8,8,1.0,302.9,15,8,5,0,,,,,,,,,,,,,5.0,1
P0b253c1504,18,23,22,7.0,302.9,13,18,-5,0,,,,,,,,,,,,,-5.0,1
P6b4a74f110,12,19,19,10.0,99.4,12,24,0,0,,,,,,,,,,,,,0.0,1
P523c5eb5e6,15,15,15,3.0,302.9,17,13,2,0,,,,,,,,,,,,,2.0,1
Pf07b0c62fd,11,16,17,9.0,124.1,,,,0,,,,,,,,,,,,,,1
P3dd06c5ebd,27,39,40,16.0,302.9,23,34,-4,0,,,,,,,,,,,,,-4.0,1
P0db0d3c576,37,36,36,2.0,99.4,21,36,-16,0,,,,,,,,,,,,,-16.0,1
P1e59a7a7a1,7,9,10,6.0,302.9,8,7,1,0,,,,,,,,,,,,,1.0,1
P9a144a10c5,17,28,41,27.0,202.4,18,31,1,0,,,,,,,,,,,,,1.0,1
Pd742da0a27,32,33,29,0.0,302.9,30,23,-2,0,,,,,,,,,,,,,-2.0,1
P47a1cc70a3,16,18,18,5.0,302.9,20,15,4,0,,,,,,,,,,,,,4.0,1
