pid,draft_year,report_agent_named_in_listing,report_camp_invited,report_catchshoot_fg_pct,report_catchshoot_fga_pg,report_catchshoot_poss_pg,report_catchshoot_ppp,report_catchshoot_pps,report_cut_fg_pct,report_cut_poss_pct,report_cut_poss_pg,report_cut_ppp,report_finish_fga_pg,report_finish_poss_pg,report_finish_ppp,report_finish_pps,report_free_throw_poss_pct,report_guarded_catchshoot_ppp,report_guarded_catchshoot_pps,report_halfcourt_poss_pg,report_halfcourt_ppp,report_halfcourt_shots_fouled_pct,report_halfcourt_turnover_pct,report_isolation_fg_pct,report_isolation_poss_pct,report_isolation_poss_pg,report_isolation_poss_total,report_isolation_ppp,report_isolation_shots_fouled_pct,report_isolation_turnover_pct,report_jump_fg_pct,report_jump_fga_pg,report_jump_fga_total,report_jump_fgm_total,report_jump_poss_pct,report_jump_ppp,report_jump_pps,report_jump_shot_pct,report_listed_testing_waters,report_listed_withdrawn,report_media_invited,report_offscreen_poss_pg,report_offscreen_ppp,report_open_catchshoot_fg_pct,report_open_catchshoot_ppp,report_open_catchshoot_pps,report_overall_ppp,report_physical_only_invited,report_pickroll_finish_poss_pg,report_pickroll_finish_ppp,report_pickroll_poss_pct,report_pickroll_poss_pg,report_pickroll_ppp,report_poss_pg,report_post_fg_pct,report_post_poss_pct,report_post_poss_pg,report_post_ppp,report_post_turnover_pct,report_pullup_fg_pct,report_pullup_fga_pg,report_pullup_fga_total,report_pullup_fgm_total,report_pullup_ppp,report_pullup_pps,report_putback_poss_pct,report_putback_poss_pg,report_putback_ppp,report_rim_fg_pct,report_same_agent_listed_client_count,report_scoring_poss_pct,report_shots_fouled_pct,report_spotup_fga_pg,report_spotup_poss_pct,report_spotup_ppp,report_text_athleticism_per1k,report_text_catchshoot_per1k,report_text_creation_per1k,report_text_decisions_per1k,report_text_defense_per1k,report_text_development_per1k,report_text_efficiency_per1k,report_text_effort_per1k,report_text_finishing_per1k,report_text_injury_per1k,report_text_length_per1k,report_text_limitations_per1k,report_text_passing_per1k,report_text_pickroll_per1k,report_text_pullup_per1k,report_text_rebounding_per1k,report_text_shooting_per1k,report_text_strength_per1k,report_text_words,report_transition_fg_pct,report_transition_poss_pct,report_transition_poss_pg,report_transition_poss_total,report_transition_ppp,report_transition_turnover_pct,report_turnover_pct
P3d1eff1bca,2008,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pfcb4575061,2008,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P2fe87c73a6,2008,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P4afc5fb3f7,2008,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pdb3f441dab,2008,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P4b0ccf34e0,2008,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P2e38e474e2,2008,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pf1e6555cfc,2008,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P0157d20b94,2008,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P7e5e28e6b3,2008,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P4e0fbd7a78,2008,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pd19bde5a19,2008,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pd2241d6e4b,2008,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pffe825f9b7,2008,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P969f2b1c13,2008,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pe67238da8c,2008,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P51f87bc5f4,2008,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P4b40cf78ae,2008,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P41bc73e83b,2008,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pf14243ec5e,2008,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P9f5758481a,2008,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P6dfb5df5c6,2008,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P246009ab63,2008,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pb48635a7c4,2008,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P82dd1ca59f,2008,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pad8df3794d,2008,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P16bd14d8e6,2008,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P4b06d66b80,2008,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P94bbcbe8b9,2008,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P8482acfde2,2008,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P28594efa12,2008,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P1ca581fef0,2008,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pb047bb4747,2008,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pb00deeb55d,2008,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P2bc925c307,2008,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P79f9e777a1,2008,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P951f092ec6,2008,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pc06b79b843,2008,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P8ff779ec76,2008,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pbbe7c2361f,2008,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P57a6e7dc53,2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.526315789473685,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.526315789473685,0.0,10.526315789473685,0.0,0.0,0.0,0.0,0.0,0.0,10.526315789473685,95.0,,,,,,,
P97ae54051b,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.3557046979865772,0.0,16.778523489932887,0.0,0.0,6.7114093959731544,10.06711409395973,0.0,10.06711409395973,0.0,3.3557046979865772,0.0,0.0,0.0,0.0,3.3557046979865772,6.7114093959731544,6.7114093959731544,298.0,,,,,,,
P8fac339738,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,3.367003367003367,0.0,0.0,6.734006734006734,10.1010101010101,0.0,13.468013468013469,0.0,0.0,3.367003367003367,0.0,0.0,0.0,0.0,3.367003367003367,0.0,297.0,,,,,,,
Pc62b6f4e46,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.607843137254903,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.8235294117647,0.0,51.0,,,,,,,
P575f19a655,2011,,,,,,,,,,,,,,,1.5,,,,,,,,,,,,0.95,,,,,,,,,,,,,,,,,,,,,,,,,1.438,14.2,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,3.3783783783783785,1.6891891891891893,0.0,3.3783783783783785,6.756756756756757,0.0,5.0675675675675675,1.6891891891891893,1.6891891891891893,0.0,1.6891891891891893,1.6891891891891893,1.6891891891891893,0.0,15.202702702702704,0.0,592.0,,,,,,,
P2e890c30d2,2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,10.204081632653061,5.1020408163265305,0.0,0.0,20.408163265306122,5.1020408163265305,0.0,0.0,0.0,0.0,10.204081632653061,0.0,0.0,0.0,20.408163265306122,0.0,196.0,,,,,,,
P4a7a8900d7,2011,,,,,,,,,,,,,,,,,,,,0.896,,,,,,,0.975,,,,,,,,,,,,,,,,,,,0.901,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,8.658008658008658,4.329004329004329,0.0,0.0,12.987012987012987,0.0,8.658008658008658,0.0,0.0,4.329004329004329,8.658008658008658,0.0,0.0,0.0,8.658008658008658,0.0,231.0,,,,,,,
P3ef4d7a55a,2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.03,,,,,,,,,,,,,,,,,,0.952,,,,,,,,,,,0.0,0.0,12.048192771084338,0.0,6.024096385542169,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.024096385542169,0.0,6.024096385542169,0.0,166.0,,,,,,,
P9cc36d2c64,2011,,,,,,,,,,,,,,,,,,,,1.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.989,,,,,,,,,,,0.0,0.0,8.474576271186441,8.474576271186441,0.0,0.0,16.949152542372882,0.0,16.949152542372882,0.0,0.0,0.0,0.0,0.0,8.474576271186441,0.0,33.898305084745765,0.0,118.0,,,,,,,
Pa98bcc077b,2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.443,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.407407407407407,14.814814814814815,0.0,0.0,0.0,0.0,7.407407407407407,0.0,0.0,7.407407407407407,0.0,135.0,,,,,,,
Pc4acbf93e3,2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.802,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,7.246376811594203,7.246376811594203,0.0,0.0,7.246376811594203,0.0,14.492753623188406,0.0,0.0,7.246376811594203,0.0,0.0,0.0,0.0,7.246376811594203,0.0,138.0,,,,,,,
Pde91f9542b,2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,16.666666666666668,0.0,16.666666666666668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.666666666666668,0.0,100.0,0.0,60.0,,,,,,,
P47e2698d94,2011,,,,,,,,,,,,,,,1.14,,,,,,,,,,,,,,,,,,,,,0.728,,,,,,,,,,0.882,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.714285714285715,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.857142857142858,0.0,56.0,,,,,,,
Pd9bc466fd2,2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.924,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,18.181818181818183,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.181818181818183,0.0,0.0,0.0,0.0,55.0,,,,,,,
Pd11fd10026,2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.995,,,,,,,,,,,0.0,0.0,9.523809523809524,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.523809523809524,0.0,28.571428571428573,0.0,105.0,,,,,,,
P163aa00374,2012,,,,,,,,83.0,,,,,,,,,,,,,,,,,,31.0,0.903,,,34.0,,67.0,23.0,22.0,0.731,,,,,,,,,,,,,1.5,,,,,11.6,,13.5,1.6,0.85,,,,,,,,,,,78.0,,,,,,,2.192982456140351,0.0,2.192982456140351,0.0,0.0,0.0,8.771929824561404,0.0,13.157894736842104,0.0,2.192982456140351,0.0,0.0,2.192982456140351,0.0,0.0,2.192982456140351,2.192982456140351,456.0,,,,,,,8.6
P4e4e438f6e,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.925,,,,,,,,,,,0.578,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,15.873015873015873,0.0,15.873015873015873,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.0,,,,,,,
Pf849910cdc,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.959,,,,,,,18.3,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,35.08771929824562,0.0,0.0,0.0,17.54385964912281,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.0,,,,,,,
P400aecdd2c,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.0,,,,,0.691,,,,,,,,,,,0.923,,,,,,,14.1,42.0,,,0.805,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,5.4945054945054945,5.4945054945054945,0.0,5.4945054945054945,0.0,0.0,5.4945054945054945,0.0,0.0,0.0,0.0,16.483516483516482,0.0,182.0,,,1.9,,,,
Pbc5d4fc393,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.031,,,,,,,,,,1.086,,,,,,,14.4,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,6.944444444444445,0.0,6.944444444444445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.88888888888889,0.0,144.0,,,,,1.673,,
P83b3d780d7,2012,,,,,,,,,,,1.426,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.8,,8.3,,,,,,,,,,,,,,,,,0.0,0.0,0.0,7.6923076923076925,0.0,0.0,15.384615384615385,0.0,15.384615384615385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.6923076923076925,0.0,130.0,,,,,,,
P3f927eeca6,2012,,,,,,,,,,,,,,1.417,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.048,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.857142857142858,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.857142857142858,56.0,,,,,,,
P8d6fb61ea0,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.826,,,,,,,,,,,,,,,,,,,,,,0.851,,,,,,,,,,,,,,,,,,0.0,0.0,26.31578947368421,0.0,0.0,0.0,26.31578947368421,0.0,26.31578947368421,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.31578947368421,0.0,76.0,,,,,,,
P4bc4764e2a,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.096385542168676,0.0,0.0,12.048192771084338,0.0,12.048192771084338,0.0,0.0,24.096385542168676,0.0,83.0,,,,10.0,,,
P9fd176d178,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,18.181818181818183,0.0,0.0,36.36363636363637,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,,,,,,,
P6258e82584,2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.5,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,7.5046904315197,5.628517823639775,1.876172607879925,0.0,9.380863039399625,0.0,7.5046904315197,0.0,0.0,1.876172607879925,1.876172607879925,5.628517823639775,3.75234521575985,1.876172607879925,9.380863039399625,0.0,533.0,,,,,,,
P398088f587,2013,,,,,,,,,,,,,,,,,,,,0.683,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.225806451612903,0.0,0.0,9.67741935483871,0.0,6.451612903225806,6.451612903225806,0.0,9.67741935483871,0.0,3.225806451612903,3.225806451612903,6.451612903225806,6.451612903225806,3.225806451612903,0.0,25.806451612903224,0.0,310.0,,,,,,,
P36f801ddc1,2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,16.80672268907563,0.0,8.403361344537815,0.0,16.80672268907563,0.0,0.0,0.0,8.403361344537815,0.0,0.0,16.80672268907563,0.0,0.0,8.403361344537815,0.0,119.0,,,,,,,
P70fe638043,2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.068,,,,,,,22.8,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,5.747126436781609,11.494252873563218,0.0,0.0,11.494252873563218,0.0,5.747126436781609,0.0,5.747126436781609,0.0,0.0,11.494252873563218,0.0,0.0,17.24137931034483,0.0,174.0,,,,,,,
P622332ff90,2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.074,,,,,,,20.5,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,31.57894736842105,10.526315789473685,10.526315789473685,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.57894736842105,0.0,95.0,,,,,,,
P5d0988f1e1,2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,16.666666666666668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.666666666666668,33.333333333333336,0.0,0.0,16.666666666666668,0.0,60.0,,,,,,,
Pf209014384,2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.771929824561404,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.08771929824562,0.0,0.0,0.0,0.0,8.771929824561404,0.0,0.0,43.85964912280702,0.0,114.0,,,,,1.317,,
Pf1615243ab,2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.285714285714286,0.0,0.0,0.0,0.0,14.285714285714286,14.285714285714286,0.0,14.285714285714286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.571428571428573,0.0,70.0,,,,,1.25,,
Pebbd613418,2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,19.607843137254903,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.607843137254903,19.607843137254903,0.0,0.0,0.0,0.0,51.0,,,,,,,
Pfb1f867cde,2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.882,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.849557522123893,8.849557522123893,0.0,8.849557522123893,0.0,0.0,8.849557522123893,0.0,0.0,0.0,0.0,8.849557522123893,0.0,0.0,0.0,0.0,26.548672566371682,0.0,113.0,,,,,,,
Pcad0645e5a,2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.6,,,,,0.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,8.130081300813009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.130081300813009,0.0,0.0,32.520325203252035,0.0,123.0,,,,,,,
Pa33d5803eb,2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.835,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.575757575757576,0.0,0.0,15.151515151515152,0.0,0.0,7.575757575757576,0.0,0.0,0.0,0.0,22.727272727272727,0.0,7.575757575757576,0.0,0.0,22.727272727272727,0.0,132.0,,,,,,,
Pf825457ab4,2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,13.605442176870747,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.210884353741495,0.0,147.0,,,,,,,
P8d3cc27d9f,2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,13.698630136986301,0.0,0.0,13.698630136986301,0.0,0.0,0.0,0.0,0.0,0.0,41.0958904109589,0.0,73.0,,,,,,,
Pf7f191defd,2013,,,,,,,,,,,,,,,1.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.4630541871921183,12.31527093596059,0.0,0.0,4.926108374384237,2.4630541871921183,0.0,7.389162561576355,0.0,0.0,2.4630541871921183,0.0,4.926108374384237,2.4630541871921183,0.0,17.24137931034483,0.0,406.0,,,,,,,
