season,game_id,date,team,opp,won,is_final4,is_final
2015-16,400871282,2016-03-18,Wisconsin,Pitt,1,0,0
2015-16,400871286,2016-03-18,Michigan_State,Mid_Tennessee,0,0,0
2015-16,400871286,2016-03-18,Mid_Tennessee,Michigan_State,1,0,0
2015-16,400872082,2016-03-19,Duke,Yale,1,0,0
2015-16,400872082,2016-03-19,Yale,Duke,0,0,0
2015-16,400872129,2016-03-19,Butler,UVA,0,0,0
2015-16,400872129,2016-03-19,UVA,Butler,1,0,0
2015-16,400872131,2016-03-19,Kansas,UConn,1,0,0
2015-16,400872131,2016-03-19,UConn,Kansas,0,0,0
2015-16,400872132,2016-03-19,Iowa_State,Little_Rock,1,0,0
2015-16,400872132,2016-03-19,Little_Rock,Iowa_State,0,0,0
2015-16,400872163,2016-03-19,Miami,Wichita_State,1,0,0
2015-16,400872163,2016-03-19,Wichita_State,Miami,0,0,0
2015-16,400872165,2016-03-19,Providence,UNC,0,0,0
2015-16,400872165,2016-03-19,UNC,Providence,1,0,0
2015-16,400872166,2016-03-19,Indiana,Kentucky,1,0,0
2015-16,400872166,2016-03-19,Kentucky,Indiana,0,0,0
2015-16,400872167,2016-03-19,Gonzaga,Utah,1,0,0
2015-16,400872167,2016-03-19,Utah,Gonzaga,0,0,0
2015-16,400872214,2016-03-20,Iowa,Villanova,0,0,0
2015-16,400872214,2016-03-20,Villanova,Iowa,1,0,0
2015-16,400872218,2016-03-20,Hawai'i,Maryland,0,0,0
2015-16,400872218,2016-03-20,Maryland,Hawai'i,1,0,0
2015-16,400872223,2016-03-20,Mid_Tennessee,Syracuse,0,0,0
2015-16,400872223,2016-03-20,Syracuse,Mid_Tennessee,1,0,0
2015-16,400872224,2016-03-20,Oklahoma,VCU,1,0,0
2015-16,400872224,2016-03-20,VCU,Oklahoma,0,0,0
2015-16,400872229,2016-03-20,Northern_Iowa,Texas_A&M,0,0,0
2015-16,400872229,2016-03-20,Texas_A&M,Northern_Iowa,1,0,0
2015-16,400872251,2016-03-20,Notre_Dame,SF_Austin,1,0,0
2015-16,400872251,2016-03-20,SF_Austin,Notre_Dame,0,0,0
2015-16,400872255,2016-03-20,Oregon,Saint_Joe's,1,0,0
2015-16,400872255,2016-03-20,Saint_Joe's,Oregon,0,0,0
2015-16,400872259,2016-03-20,Wisconsin,Xavier,1,0,0
2015-16,400872259,2016-03-20,Xavier,Wisconsin,0,0,0
2015-16,400872333,2016-03-24,Kansas,Maryland,1,0,0
2015-16,400872333,2016-03-24,Maryland,Kansas,0,0,0
2015-16,400872358,2016-03-24,Miami,Villanova,0,0,0
2015-16,400872358,2016-03-24,Villanova,Miami,1,0,0
2015-16,400872390,2016-03-24,Oklahoma,Texas_A&M,1,0,0
2015-16,400872390,2016-03-24,Texas_A&M,Oklahoma,0,0,0
2015-16,400872397,2016-03-24,Duke,Oregon,0,0,0
2015-16,400872397,2016-03-24,Oregon,Duke,1,0,0
2015-16,400872330,2016-03-25,Iowa_State,UVA,0,0,0
2015-16,400872330,2016-03-25,UVA,Iowa_State,1,0,0
2015-16,400872339,2016-03-25,Indiana,UNC,0,0,0
2015-16,400872339,2016-03-25,UNC,Indiana,1,0,0
2015-16,400872391,2016-03-25,Gonzaga,Syracuse,0,0,0
2015-16,400872391,2016-03-25,Syracuse,Gonzaga,1,0,0
2015-16,400872394,2016-03-25,Notre_Dame,Wisconsin,1,0,0
2015-16,400872394,2016-03-25,Wisconsin,Notre_Dame,0,0,0
2015-16,400873025,2016-03-26,Kansas,Villanova,0,0,0
2015-16,400873025,2016-03-26,Villanova,Kansas,1,0,0
2015-16,400873026,2016-03-26,Oklahoma,Oregon,1,0,0
2015-16,400873026,2016-03-26,Oregon,Oklahoma,0,0,0
2015-16,400873156,2016-03-27,Syracuse,UVA,1,0,0
2015-16,400873156,2016-03-27,UVA,Syracuse,0,0,0
2015-16,400873157,2016-03-27,Notre_Dame,UNC,0,0,0
2015-16,400873157,2016-03-27,UNC,Notre_Dame,1,0,0
2015-16,400873196,2016-04-02,Syracuse,UNC,0,1,0
2015-16,400873196,2016-04-02,UNC,Syracuse,1,1,0
2015-16,400873214,2016-04-02,Oklahoma,Villanova,0,1,0
2015-16,400873214,2016-04-02,Villanova,Oklahoma,1,1,0
2015-16,400873651,2016-04-04,UNC,Villanova,0,1,1
2015-16,400873651,2016-04-04,Villanova,UNC,1,1,1
2016-17,400946444,2017-03-14,Kansas_State,Wake_Forest,1,0,0
2016-17,400946444,2017-03-14,Wake_Forest,Kansas_State,0,0,0
2016-17,400946453,2017-03-14,Mt_St_Mary's,New_Orleans,1,0,0
2016-17,400946453,2017-03-14,New_Orleans,Mt_St_Mary's,0,0,0
2016-17,400946443,2017-03-15,Providence,USC,0,0,0
2016-17,400946443,2017-03-15,USC,Providence,1,0,0
2016-17,400946445,2017-03-15,NC_Central,UC_Davis,0,0,0
2016-17,400946445,2017-03-15,UC_Davis,NC_Central,1,0,0
2016-17,400946417,2017-03-16,Mt_St_Mary's,Villanova,0,0,0
2016-17,400946417,2017-03-16,Villanova,Mt_St_Mary's,1,0,0
2016-17,400946418,2017-03-16,ETSU,Florida,0,0,0
2016-17,400946418,2017-03-16,Florida,ETSU,1,0,0
2016-17,400946422,2017-03-16,Purdue,Vermont,1,0,0
2016-17,400946422,2017-03-16,Vermont,Purdue,0,0,0
2016-17,400946427,2017-03-16,Virginia_Tech,Wisconsin,0,0,0
2016-17,400946427,2017-03-16,Wisconsin,Virginia_Tech,1,0,0
2016-17,400946428,2017-03-16,UNC_Wilmington,UVA,0,0,0
2016-17,400946428,2017-03-16,UVA,UNC_Wilmington,1,0,0
2016-17,400946432,2017-03-16,Iowa_State,Nevada,1,0,0
2016-17,400946432,2017-03-16,Nevada,Iowa_State,0,0,0
2016-17,400946436,2017-03-16,Mid_Tennessee,Minnesota,1,0,0
2016-17,400946436,2017-03-16,Minnesota,Mid_Tennessee,0,0,0
2016-17,400946439,2017-03-16,Northwestern,Vanderbilt,1,0,0
2016-17,400946439,2017-03-16,Vanderbilt,Northwestern,0,0,0
2016-17,400946440,2017-03-16,Notre_Dame,Princeton,1,0,0
2016-17,400946440,2017-03-16,Princeton,Notre_Dame,0,0,0
2016-17,400946441,2017-03-16,Saint_Mary's,VCU,1,0,0
2016-17,400946441,2017-03-16,VCU,Saint_Mary's,0,0,0
2016-17,400946442,2017-03-16,FGCU,Florida_State,0,0,0
2016-17,400946442,2017-03-16,Florida_State,FGCU,1,0,0
2016-17,400946449,2017-03-16,Gonzaga,South_Dakota_St,1,0,0
2016-17,400946449,2017-03-16,South_Dakota_St,Gonzaga,0,0,0
2016-17,400946450,2017-03-16,Bucknell,West_Virginia,0,0,0
2016-17,400946450,2017-03-16,West_Virginia,Bucknell,1,0,0
2016-17,400946451,2017-03-16,Arizona,North_Dakota,1,0,0
2016-17,400946451,2017-03-16,North_Dakota,Arizona,0,0,0
2016-17,400946452,2017-03-16,Maryland,Xavier,0,0,0
2016-17,400946452,2017-03-16,Xavier,Maryland,1,0,0
2016-17,400946419,2017-03-17,Duke,Troy,1,0,0
2016-17,400946419,2017-03-17,Troy,Duke,0,0,0
2016-17,400946420,2017-03-17,SMU,USC,0,0,0
2016-17,400946420,2017-03-17,USC,SMU,1,0,0
2016-17,400946421,2017-03-17,Kansas,UC_Davis,1,0,0
2016-17,400946421,2017-03-17,UC_Davis,Kansas,0,0,0
2016-17,400946423,2017-03-17,Jacksonville_St,Louisville,0,0,0
2016-17,400946423,2017-03-17,Louisville,Jacksonville_St,1,0,0
2016-17,400946424,2017-03-17,Creighton,URI,0,0,0
2016-17,400946424,2017-03-17,URI,Creighton,1,0,0
2016-17,400946425,2017-03-17,Texas_Southern,UNC,0,0,0
2016-17,400946425,2017-03-17,UNC,Texas_Southern,1,0,0
2016-17,400946429,2017-03-17,Marquette,South_Carolina,0,0,0
2016-17,400946429,2017-03-17,South_Carolina,Marquette,1,0,0
2016-17,400946430,2017-03-17,Baylor,New_Mexico_St,1,0,0
2016-17,400946430,2017-03-17,New_Mexico_St,Baylor,0,0,0
2016-17,400946431,2017-03-17,Miami,Michigan_State,0,0,0
2016-17,400946431,2017-03-17,Michigan_State,Miami,1,0,0
2016-17,400946433,2017-03-17,Michigan,Oklahoma_State,1,0,0
2016-17,400946433,2017-03-17,Oklahoma_State,Michigan,0,0,0
2016-17,400946434,2017-03-17,Iona,Oregon,0,0,0
2016-17,400946434,2017-03-17,Oregon,Iona,1,0,0
2016-17,400946435,2017-03-17,Arkansas,Seton_Hall,1,0,0
2016-17,400946435,2017-03-17,Seton_Hall,Arkansas,0,0,0
2016-17,400946437,2017-03-17,Dayton,Wichita_State,0,0,0
2016-17,400946437,2017-03-17,Wichita_State,Dayton,1,0,0
2016-17,400946438,2017-03-17,Kent_State,UCLA,0,0,0
2016-17,400946438,2017-03-17,UCLA,Kent_State,1,0,0
2016-17,400946447,2017-03-17,Kentucky,N_Kentucky,1,0,0
2016-17,400946447,2017-03-17,N_Kentucky,Kentucky,0,0,0
2016-17,400946448,2017-03-17,Cincinnati,Kansas_State,1,0,0
2016-17,400946448,2017-03-17,Kansas_State,Cincinnati,0,0,0
2016-17,400947000,2017-03-18,Florida,UVA,1,0,0
2016-17,400947000,2017-03-18,UVA,Florida,0,0,0
2016-17,400947006,2017-03-18,Notre_Dame,West_Virginia,0,0,0
2016-17,400947006,2017-03-18,West_Virginia,Notre_Dame,1,0,0
2016-17,400947025,2017-03-18,Villanova,Wisconsin,0,0,0
2016-17,400947025,2017-03-18,Wisconsin,Villanova,1,0,0
2016-17,400947026,2017-03-18,Butler,Mid_Tennessee,1,0,0
2016-17,400947026,2017-03-18,Mid_Tennessee,Butler,0,0,0
2016-17,400947027,2017-03-18,Gonzaga,Northwestern,1,0,0
2016-17,400947027,2017-03-18,Northwestern,Gonzaga,0,0,0
2016-17,400947046,2017-03-18,Florida_State,Xavier,0,0,0
2016-17,400947046,2017-03-18,Xavier,Florida_State,1,0,0
2016-17,400947047,2017-03-18,Iowa_State,Purdue,0,0,0
2016-17,400947047,2017-03-18,Purdue,Iowa_State,1,0,0
2016-17,400947049,2017-03-18,Arizona,Saint_Mary's,1,0,0
2016-17,400947049,2017-03-18,Saint_Mary's,Arizona,0,0,0
2016-17,400947182,2017-03-19,Louisville,Michigan,0,0,0
2016-17,400947182,2017-03-19,Michigan,Louisville,1,0,0
2016-17,400947183,2017-03-19,Baylor,USC,1,0,0
2016-17,400947183,2017-03-19,USC,Baylor,0,0,0
2016-17,400947185,2017-03-19,Arkansas,UNC,0,0,0
2016-17,400947185,2017-03-19,UNC,Arkansas,1,0,0
2016-17,400947206,2017-03-19,Oregon,URI,1,0,0
2016-17,400947206,2017-03-19,URI,Oregon,0,0,0
2016-17,400947223,2017-03-19,Kansas,Michigan_State,1,0,0
2016-17,400947223,2017-03-19,Michigan_State,Kansas,0,0,0
2016-17,400947225,2017-03-19,Duke,South_Carolina,0,0,0
2016-17,400947225,2017-03-19,South_Carolina,Duke,1,0,0
2016-17,400947226,2017-03-19,Cincinnati,UCLA,0,0,0
2016-17,400947226,2017-03-19,UCLA,Cincinnati,1,0,0
2016-17,400947227,2017-03-19,Kentucky,Wichita_State,1,0,0
2016-17,400947227,2017-03-19,Wichita_State,Kentucky,0,0,0
2016-17,400947270,2017-03-23,Gonzaga,West_Virginia,1,0,0
2016-17,400947270,2017-03-23,West_Virginia,Gonzaga,0,0,0
2016-17,400947273,2017-03-23,Arizona,Xavier,0,0,0
2016-17,400947273,2017-03-23,Xavier,Arizona,1,0,0
2016-17,400947321,2017-03-23,Kansas,Purdue,1,0,0
2016-17,400947321,2017-03-23,Purdue,Kansas,0,0,0
2016-17,400947325,2017-03-23,Michigan,Oregon,0,0,0
2016-17,400947325,2017-03-23,Oregon,Michigan,1,0,0
2016-17,400947266,2017-03-24,Florida,Wisconsin,1,0,0
2016-17,400947266,2017-03-24,Wisconsin,Florida,0,0,0
2016-17,400947324,2017-03-24,Butler,UNC,0,0,0
2016-17,400947324,2017-03-24,UNC,Butler,1,0,0
2016-17,400947327,2017-03-24,Baylor,South_Carolina,0,0,0
2016-17,400947327,2017-03-24,South_Carolina,Baylor,1,0,0
2016-17,400947330,2017-03-24,Kentucky,UCLA,1,0,0
2016-17,400947330,2017-03-24,UCLA,Kentucky,0,0,0
2016-17,400948650,2017-03-25,Kansas,Oregon,0,0,0
2016-17,400948650,2017-03-25,Oregon,Kansas,1,0,0
2016-17,400948652,2017-03-25,Gonzaga,Xavier,1,0,0
2016-17,400948652,2017-03-25,Xavier,Gonzaga,0,0,0
2016-17,400948726,2017-03-26,Kentucky,UNC,0,0,0
2016-17,400948726,2017-03-26,UNC,Kentucky,1,0,0
2016-17,400948729,2017-03-26,Florida,South_Carolina,0,0,0
2016-17,400948729,2017-03-26,South_Carolina,Florida,1,0,0
2016-17,400948847,2017-04-01,Gonzaga,South_Carolina,1,1,0
2016-17,400948847,2017-04-01,South_Carolina,Gonzaga,0,1,0
2016-17,400948853,2017-04-01,Oregon,UNC,0,1,0
2016-17,400948853,2017-04-01,UNC,Oregon,1,1,0
2016-17,400949246,2017-04-03,Gonzaga,UNC,0,1,1
2016-17,400949246,2017-04-03,UNC,Gonzaga,1,1,1
2017-18,401025854,2018-03-14,Arizona_State,Syracuse,0,0,0
2017-18,401025854,2018-03-14,Syracuse,Arizona_State,1,0,0
2017-18,401025855,2018-03-14,NC_Central,Texas_Southern,0,0,0
2017-18,401025855,2018-03-14,Texas_Southern,NC_Central,1,0,0
2017-18,401025814,2018-03-15,Davidson,Kentucky,0,0,0
2017-18,401025814,2018-03-15,Kentucky,Davidson,1,0,0
2017-18,401025815,2018-03-15,Loyola-Chicago,Miami,1,0,0
2017-18,401025815,2018-03-15,Miami,Loyola-Chicago,0,0,0
2017-18,401025816,2018-03-15,Radford,Villanova,0,0,0
2017-18,401025816,2018-03-15,Villanova,Radford,1,0,0
2017-18,401025818,2018-03-15,Arizona,Buffalo,0,0,0
2017-18,401025818,2018-03-15,Buffalo,Arizona,1,0,0
2017-18,401025819,2018-03-15,Florida,St_Bonaventure,1,0,0
2017-18,401025819,2018-03-15,St_Bonaventure,Florida,0,0,0
2017-18,401025823,2018-03-15,Kansas,Penn,1,0,0
2017-18,401025823,2018-03-15,Penn,Kansas,0,0,0
2017-18,401025825,2018-03-15,Oklahoma,URI,0,0,0
2017-18,401025825,2018-03-15,URI,Oklahoma,1,0,0
2017-18,401025829,2018-03-15,Houston,San_Diego_State,1,0,0
2017-18,401025829,2018-03-15,San_Diego_State,Houston,0,0,0
2017-18,401025831,2018-03-15,Tennessee,Wright_State,1,0,0
2017-18,401025831,2018-03-15,Wright_State,Tennessee,0,0,0
2017-18,401025832,2018-03-15,Alabama,Virginia_Tech,1,0,0
2017-18,401025832,2018-03-15,Virginia_Tech,Alabama,0,0,0
2017-18,401025833,2018-03-15,SF_Austin,Texas_Tech,0,0,0
2017-18,401025833,2018-03-15,Texas_Tech,SF_Austin,1,0,0
2017-18,401025834,2018-03-15,NC_State,Seton_Hall,0,0,0
2017-18,401025834,2018-03-15,Seton_Hall,NC_State,1,0,0
2017-18,401025836,2018-03-15,Duke,Iona,1,0,0
2017-18,401025836,2018-03-15,Iona,Duke,0,0,0
2017-18,401025840,2018-03-15,Gonzaga,UNCG,1,0,0
2017-18,401025840,2018-03-15,UNCG,Gonzaga,0,0,0
2017-18,401025853,2018-03-15,Ohio_State,South_Dakota_St,1,0,0
2017-18,401025853,2018-03-15,South_Dakota_St,Ohio_State,0,0,0
2017-18,401025813,2018-03-16,UMBC,UVA,1,0,0
2017-18,401025813,2018-03-16,UVA,UMBC,0,0,0
2017-18,401025817,2018-03-16,Nevada,Texas,1,0,0
2017-18,401025817,2018-03-16,Texas,Nevada,0,0,0
2017-18,401025820,2018-03-16,Cincinnati,Georgia_State,1,0,0
2017-18,401025820,2018-03-16,Georgia_State,Cincinnati,0,0,0
2017-18,401025821,2018-03-16,Murray_State,West_Virginia,0,0,0
2017-18,401025821,2018-03-16,West_Virginia,Murray_State,1,0,0
2017-18,401025822,2018-03-16,Marshall,Wichita_State,1,0,0
2017-18,401025822,2018-03-16,Wichita_State,Marshall,0,0,0
2017-18,401025824,2018-03-16,Syracuse,TCU,1,0,0
2017-18,401025824,2018-03-16,TCU,Syracuse,0,0,0
2017-18,401025826,2018-03-16,Texas_Southern,Xavier,0,0,0
2017-18,401025826,2018-03-16,Xavier,Texas_Southern,1,0,0
2017-18,401025827,2018-03-16,Arkansas,Butler,0,0,0
2017-18,401025827,2018-03-16,Butler,Arkansas,1,0,0
2017-18,401025828,2018-03-16,CSU_Fullerton,Purdue,0,0,0
2017-18,401025828,2018-03-16,Purdue,CSU_Fullerton,1,0,0
2017-18,401025830,2018-03-16,Creighton,Kansas_State,0,0,0
2017-18,401025830,2018-03-16,Kansas_State,Creighton,1,0,0
2017-18,401025835,2018-03-16,Bucknell,Michigan_State,0,0,0
2017-18,401025835,2018-03-16,Michigan_State,Bucknell,1,0,0
2017-18,401025837,2018-03-16,Florida_State,Missouri,1,0,0
2017-18,401025837,2018-03-16,Missouri,Florida_State,0,0,0
2017-18,401025839,2018-03-16,Lipscomb,UNC,0,0,0
2017-18,401025839,2018-03-16,UNC,Lipscomb,1,0,0
2017-18,401025850,2018-03-16,Providence,Texas_A&M,0,0,0
2017-18,401025850,2018-03-16,Texas_A&M,Providence,1,0,0
2017-18,401025851,2018-03-16,Clemson,New_Mexico_St,1,0,0
2017-18,401025851,2018-03-16,New_Mexico_St,Clemson,0,0,0
2017-18,401025852,2018-03-16,Auburn,Charleston,1,0,0
2017-18,401025852,2018-03-16,Charleston,Auburn,0,0,0
2017-18,401025857,2018-03-17,Loyola-Chicago,Tennessee,1,0,0
2017-18,401025857,2018-03-17,Tennessee,Loyola-Chicago,0,0,0
2017-18,401025858,2018-03-17,Buffalo,Kentucky,0,0,0
2017-18,401025858,2018-03-17,Kentucky,Buffalo,1,0,0
2017-18,401025862,2018-03-17,Alabama,Villanova,0,0,0
2017-18,401025862,2018-03-17,Villanova,Alabama,1,0,0
2017-18,401025863,2018-03-17,Florida,Texas_Tech,0,0,0
2017-18,401025863,2018-03-17,Texas_Tech,Florida,1,0,0
2017-18,401025868,2018-03-17,Houston,Michigan,0,0,0
2017-18,401025868,2018-03-17,Michigan,Houston,1,0,0
2017-18,401025869,2018-03-17,Gonzaga,Ohio_State,1,0,0
2017-18,401025869,2018-03-17,Ohio_State,Gonzaga,0,0,0
2017-18,401025870,2018-03-17,Duke,URI,1,0,0
2017-18,401025870,2018-03-17,URI,Duke,0,0,0
2017-18,401025871,2018-03-17,Kansas,Seton_Hall,1,0,0
2017-18,401025871,2018-03-17,Seton_Hall,Kansas,0,0,0
2017-18,401025860,2018-03-18,Kansas_State,UMBC,1,0,0
2017-18,401025860,2018-03-18,UMBC,Kansas_State,0,0,0
2017-18,401025861,2018-03-18,Cincinnati,Nevada,0,0,0
2017-18,401025861,2018-03-18,Nevada,Cincinnati,1,0,0
2017-18,401025864,2018-03-18,Butler,Purdue,0,0,0
2017-18,401025864,2018-03-18,Purdue,Butler,1,0,0
2017-18,401025865,2018-03-18,Marshall,West_Virginia,0,0,0
2017-18,401025865,2018-03-18,West_Virginia,Marshall,1,0,0
2017-18,401025866,2018-03-18,Texas_A&M,UNC,1,0,0
2017-18,401025866,2018-03-18,UNC,Texas_A&M,0,0,0
2017-18,401025867,2018-03-18,Florida_State,Xavier,1,0,0
2017-18,401025867,2018-03-18,Xavier,Florida_State,0,0,0
2017-18,401025872,2018-03-18,Auburn,Clemson,0,0,0
2017-18,401025872,2018-03-18,Clemson,Auburn,1,0,0
2017-18,401025873,2018-03-18,Michigan_State,Syracuse,0,0,0
2017-18,401025873,2018-03-18,Syracuse,Michigan_State,1,0,0
2017-18,401025874,2018-03-22,Florida_State,Gonzaga,1,0,0
2017-18,401025874,2018-03-22,Gonzaga,Florida_State,0,0,0
2017-18,401025875,2018-03-22,Michigan,Texas_A&M,1,0,0
2017-18,401025875,2018-03-22,Texas_A&M,Michigan,0,0,0
2017-18,401025876,2018-03-22,Loyola-Chicago,Nevada,1,0,0
2017-18,401025876,2018-03-22,Nevada,Loyola-Chicago,0,0,0
2017-18,401025877,2018-03-22,Kansas_State,Kentucky,1,0,0
2017-18,401025877,2018-03-22,Kentucky,Kansas_State,0,0,0
2017-18,401025878,2018-03-23,Purdue,Texas_Tech,0,0,0
2017-18,401025878,2018-03-23,Texas_Tech,Purdue,1,0,0
2017-18,401025879,2018-03-23,Villanova,West_Virginia,1,0,0
2017-18,401025879,2018-03-23,West_Virginia,Villanova,0,0,0
2017-18,401025880,2018-03-23,Clemson,Kansas,0,0,0
2017-18,401025880,2018-03-23,Kansas,Clemson,1,0,0
2017-18,401025881,2018-03-23,Duke,Syracuse,1,0,0
2017-18,401025881,2018-03-23,Syracuse,Duke,0,0,0
2017-18,401025884,2018-03-24,Kansas_State,Loyola-Chicago,0,0,0
2017-18,401025884,2018-03-24,Loyola-Chicago,Kansas_State,1,0,0
2017-18,401025885,2018-03-24,Florida_State,Michigan,0,0,0
2017-18,401025885,2018-03-24,Michigan,Florida_State,1,0,0
2017-18,401025882,2018-03-25,Duke,Kansas,0,0,0
2017-18,401025882,2018-03-25,Kansas,Duke,1,0,0
2017-18,401025883,2018-03-25,Texas_Tech,Villanova,0,0,0
2017-18,401025883,2018-03-25,Villanova,Texas_Tech,1,0,0
2017-18,401025886,2018-03-31,Kansas,Villanova,0,1,0
2017-18,401025886,2018-03-31,Villanova,Kansas,1,1,0
2017-18,401025887,2018-03-31,Loyola-Chicago,Michigan,0,1,0
2017-18,401025887,2018-03-31,Michigan,Loyola-Chicago,1,1,0
2017-18,401025888,2018-04-02,Michigan,Villanova,0,1,1
2017-18,401025888,2018-04-02,Villanova,Michigan,1,1,1
2018-19,401123378,2019-03-19,Fair_Dickinson,PV_A&M,1,0,0
2018-19,401123378,2019-03-19,PV_A&M,Fair_Dickinson,0,0,0
2018-19,401123380,2019-03-19,Belmont,Temple,1,0,0
2018-19,401123380,2019-03-19,Temple,Belmont,0,0,0
2018-19,401123377,2019-03-20,Arizona_State,St_John's,1,0,0
2018-19,401123377,2019-03-20,St_John's,Arizona_State,0,0,0
2018-19,401123379,2019-03-20,NC_Central,North_Dakota_St,0,0,0
2018-19,401123379,2019-03-20,North_Dakota_St,NC_Central,1,0,0
2018-19,401123393,2019-03-21,Florida_State,Vermont,1,0,0
2018-19,401123393,2019-03-21,Vermont,Florida_State,0,0,0
2018-19,401123394,2019-03-21,Marquette,Murray_State,0,0,0
2018-19,401123394,2019-03-21,Murray_State,Marquette,1,0,0
2018-19,401123395,2019-03-21,Baylor,Syracuse,1,0,0
2018-19,401123395,2019-03-21,Syracuse,Baylor,0,0,0
2018-19,401123396,2019-03-21,Fair_Dickinson,Gonzaga,0,0,0
2018-19,401123396,2019-03-21,Gonzaga,Fair_Dickinson,1,0,0
2018-19,401123399,2019-03-21,Old_Dominion,Purdue,0,0,0
2018-19,401123399,2019-03-21,Purdue,Old_Dominion,1,0,0
2018-19,401123400,2019-03-21,Saint_Mary's,Villanova,0,0,0
2018-19,401123400,2019-03-21,Villanova,Saint_Mary's,1,0,0
2018-19,401123401,2019-03-21,Kansas,Northeastern,1,0,0
2018-19,401123401,2019-03-21,Northeastern,Kansas,0,0,0
2018-19,401123402,2019-03-21,Auburn,New_Mexico_St,1,0,0
2018-19,401123402,2019-03-21,New_Mexico_St,Auburn,0,0,0
2018-19,401123403,2019-03-21,Abil_Christian,Kentucky,0,0,0
2018-19,401123403,2019-03-21,Kentucky,Abil_Christian,1,0,0
2018-19,401123405,2019-03-21,Michigan,Montana,1,0,0
2018-19,401123405,2019-03-21,Montana,Michigan,0,0,0
2018-19,401123406,2019-03-21,Florida,Nevada,1,0,0
2018-19,401123406,2019-03-21,Nevada,Florida,0,0,0
2018-19,401123435,2019-03-21,Bradley,Michigan_State,0,0,0
2018-19,401123435,2019-03-21,Michigan_State,Bradley,1,0,0
2018-19,401123436,2019-03-21,Louisville,Minnesota,0,0,0
2018-19,401123436,2019-03-21,Minnesota,Louisville,1,0,0
2018-19,401123437,2019-03-21,Belmont,Maryland,0,0,0
2018-19,401123437,2019-03-21,Maryland,Belmont,1,0,0
2018-19,401123438,2019-03-21,LSU,Yale,1,0,0
2018-19,401123438,2019-03-21,Yale,LSU,0,0,0
2018-19,401123397,2019-03-22,Colgate,Tennessee,0,0,0
2018-19,401123397,2019-03-22,Tennessee,Colgate,1,0,0
2018-19,401123398,2019-03-22,Cincinnati,Iowa,0,0,0
2018-19,401123398,2019-03-22,Iowa,Cincinnati,1,0,0
2018-19,401123407,2019-03-22,N_Kentucky,Texas_Tech,0,0,0
2018-19,401123407,2019-03-22,Texas_Tech,N_Kentucky,1,0,0
2018-19,401123408,2019-03-22,Arizona_State,Buffalo,0,0,0
2018-19,401123408,2019-03-22,Buffalo,Arizona_State,1,0,0
2018-19,401123409,2019-03-22,Kansas_State,UC_Irvine,0,0,0
2018-19,401123409,2019-03-22,UC_Irvine,Kansas_State,1,0,0
2018-19,401123410,2019-03-22,Oregon,Wisconsin,1,0,0
2018-19,401123410,2019-03-22,Wisconsin,Oregon,0,0,0
2018-19,401123411,2019-03-22,Oklahoma,Ole_Miss,1,0,0
2018-19,401123411,2019-03-22,Ole_Miss,Oklahoma,0,0,0
2018-19,401123412,2019-03-22,Gardner-Webb,UVA,0,0,0
2018-19,401123412,2019-03-22,UVA,Gardner-Webb,1,0,0
2018-19,401123413,2019-03-22,Georgia_State,Houston,0,0,0
2018-19,401123413,2019-03-22,Houston,Georgia_State,1,0,0
2018-19,401123414,2019-03-22,Iowa_State,Ohio_State,0,0,0
2018-19,401123414,2019-03-22,Ohio_State,Iowa_State,1,0,0
2018-19,401123415,2019-03-22,Utah_State,Washington,0,0,0
2018-19,401123415,2019-03-22,Washington,Utah_State,1,0,0
2018-19,401123416,2019-03-22,Iona,UNC,0,0,0
2018-19,401123416,2019-03-22,UNC,Iona,1,0,0
2018-19,401123417,2019-03-22,Saint_Louis,Virginia_Tech,0,0,0
2018-19,401123417,2019-03-22,Virginia_Tech,Saint_Louis,1,0,0
2018-19,401123418,2019-03-22,Liberty,Miss_St,1,0,0
2018-19,401123418,2019-03-22,Miss_St,Liberty,0,0,0
2018-19,401123419,2019-03-22,UCF,VCU,1,0,0
2018-19,401123419,2019-03-22,VCU,UCF,0,0,0
2018-19,401123420,2019-03-22,Duke,North_Dakota_St,1,0,0
2018-19,401123420,2019-03-22,North_Dakota_St,Duke,0,0,0
2018-19,401123421,2019-03-23,Florida,Michigan,0,0,0
2018-19,401123421,2019-03-23,Michigan,Florida,1,0,0
2018-19,401123429,2019-03-23,Baylor,Gonzaga,0,0,0
2018-19,401123429,2019-03-23,Gonzaga,Baylor,1,0,0
2018-19,401123430,2019-03-23,Florida_State,Murray_State,1,0,0
2018-19,401123430,2019-03-23,Murray_State,Florida_State,0,0,0
2018-19,401123432,2019-03-23,Purdue,Villanova,1,0,0
2018-19,401123432,2019-03-23,Villanova,Purdue,0,0,0
2018-19,401123434,2019-03-23,Auburn,Kansas,1,0,0
2018-19,401123434,2019-03-23,Kansas,Auburn,0,0,0
2018-19,401123439,2019-03-23,Michigan_State,Minnesota,1,0,0
2018-19,401123439,2019-03-23,Minnesota,Michigan_State,0,0,0
2018-19,401123440,2019-03-23,LSU,Maryland,1,0,0
2018-19,401123440,2019-03-23,Maryland,LSU,0,0,0
2018-19,401123422,2019-03-24,Buffalo,Texas_Tech,0,0,0
2018-19,401123422,2019-03-24,Texas_Tech,Buffalo,1,0,0
2018-19,401123423,2019-03-24,Iowa,Tennessee,0,0,0
2018-19,401123423,2019-03-24,Tennessee,Iowa,1,0,0
