pid,birth_src_wiki,cutoff_inferred,bio_height_cm,el2_games,el2_dnp,el2_start_games,el2_starts,el2_start_rate,el2_min,el2_min_share,el2_pts40,el2_oreb40,el2_dreb40,el2_ast40,el2_stl40,el2_blk40,el2_tov40,el2_pf40,el2_pir40,el2_ts,el2_efg,el2_3par,el2_ftr,el2_ftpct,el2_3ppct,el2_2ppct,el2_usage,el2_pm40,el2_seasons,el2_age_first,el2_age_last,el2_ls_games,el2_ls_dnp,el2_ls_start_games,el2_ls_starts,el2_ls_start_rate,el2_ls_min,el2_ls_min_share,el2_ls_pts40,el2_ls_oreb40,el2_ls_dreb40,el2_ls_ast40,el2_ls_stl40,el2_ls_blk40,el2_ls_tov40,el2_ls_pf40,el2_ls_pir40,el2_ls_ts,el2_ls_efg,el2_ls_3par,el2_ls_ftr,el2_ls_ftpct,el2_ls_3ppct,el2_ls_2ppct,el2_ls_usage,el2_ls_pm40,el2_trend_pts40,el2_trend_pir40,eu2_games,eu2_dnp,eu2_start_games,eu2_starts,eu2_start_rate,eu2_min,eu2_min_share,eu2_pts40,eu2_oreb40,eu2_dreb40,eu2_ast40,eu2_stl40,eu2_blk40,eu2_tov40,eu2_pf40,eu2_pir40,eu2_ts,eu2_efg,eu2_3par,eu2_ftr,eu2_ftpct,eu2_3ppct,eu2_2ppct,eu2_usage,eu2_pm40,eu2_seasons,yng_min_e,yng_min_u,yng_min_senior,yng_games_u20,yng_age_first_senior,yng_min_share_age18,yng_min_age18,yng_min_share_age19,yng_min_age19,angt_has,angt_tournaments,club_n_senior,club_n_all,club_midseason_moves,club_registrations,tier_best,tier_e,tier_u,intl_any,angt_games,angt_starts,angt_start_rate,angt_min,angt_min_share,angt_pts40,angt_oreb40,angt_dreb40,angt_ast40,angt_stl40,angt_blk40,angt_tov40,angt_pf40,angt_pir40,angt_ts,angt_efg,angt_3par,angt_ftr,angt_ftpct,angt_3ppct,angt_2ppct,angt_usage,angt_age_first,angt_rel_age
P2b19f4fd38,1,1,198.0,0,0,0,,,0.0,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,0.0,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0,,,0.0,,0.0,1,3,0,1,0,2,-0.65,,,1,12.0,8.0,0.666667,297.2,0.123847,20.993561,2.556908,6.594131,7.401576,3.229779,0.807445,8.074446,2.422334,27.587692,0.55794,0.5125,0.308333,0.375,0.733333,0.297297,0.542169,28.202126,15.063655,-0.924195
P2b2d444bdd,0,0,203.0,0,0,0,,,0.0,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,0.0,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0,,,0.0,,0.0,1,2,0,1,0,2,-0.65,,,1,13.0,7.0,0.538462,285.0,0.083178,19.08993,2.386241,5.193584,3.649545,2.666975,0.701836,3.368811,2.526608,23.441311,0.611291,0.583333,0.5,0.205882,0.809524,0.372549,0.607843,21.325205,16.301164,-0.206546
P2f15d5867f,0,0,206.0,1,2,1,0.0,0.0,2.0,0.0032,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,,1,17.744011,17.842574,1.0,2.0,1.0,0.0,0.0,2.0,0.0032,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,,,,0,0,0,,,0.0,,,,,,,,,,,,,,,,,,,,0,2.0,0.0,2.0,1,17.744011,,0.0,,0.0,1,1,1,2,0,2,1.61,1.61,,1,4.0,4.0,1.0,107.0,0.13375,25.794393,4.485981,5.233645,4.859813,4.11215,2.242991,2.616822,2.990654,35.514019,0.591158,0.56,0.26,0.38,0.684211,0.307692,0.594595,23.928748,17.998631,0.462628
P31bc34ca23,1,0,208.0,21,9,21,0.0,0.0,302.1,0.04994,17.47569,2.780223,5.82523,1.588699,1.191524,1.323916,1.721091,3.442181,21.579829,0.603732,0.556701,0.319588,0.28866,0.857143,0.387097,0.545455,19.828734,,2,18.042437,20.235455,20.0,3.0,20.0,0.0,0.0,300.0,0.064523,17.598006,2.799683,5.866002,1.599819,1.199864,1.333182,1.733137,3.466274,21.864189,0.609306,0.5625,0.322917,0.291667,0.857143,0.387097,0.553846,19.876475,,17.598006,40.911808,0,0,0,,,0.0,,,,,,,,,,,,,,,,,,,,0,122.2,0.0,122.2,11,18.042437,0.0015,2.1,0.045314,120.1,1,2,1,2,1,4,1.61,1.61,,1,6.0,5.0,0.833333,169.1,0.140958,31.687851,5.675436,10.641443,1.891812,4.256577,3.783624,3.783624,2.601242,51.551877,0.736588,0.684211,0.210526,0.447368,0.882353,0.375,0.716667,26.890843,17.218344,0.24983
P32fecc73d2,1,0,205.0,0,0,0,,,0.0,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,0.0,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0,,,0.0,,0.0,1,5,0,3,0,4,-0.65,,,1,13.0,12.0,0.923077,307.1,0.084123,22.406774,3.777886,11.073115,2.475167,3.126527,2.475167,3.647614,4.03843,29.180915,0.478842,0.464286,0.264286,0.642857,0.466667,0.108108,0.572816,28.27891,15.189596,-0.923125
P33f4d69488,0,0,206.0,34,2,29,15.0,0.517241,646.3,0.089152,19.308454,1.175835,5.074658,2.413557,1.670924,0.371316,2.661101,5.19843,17.946961,0.572015,0.527778,0.354701,0.376068,0.738636,0.349398,0.529801,23.309257,9.339248,2,20.29295,21.831622,21.0,0.0,17.0,15.0,0.882353,534.2,0.126442,19.467781,1.123141,4.717193,2.246282,1.572398,0.299504,2.545787,4.792069,17.820507,0.575935,0.532828,0.348485,0.318182,0.777778,0.333333,0.550388,22.89933,,0.91838,-0.728894,0,0,0,,,0.0,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0,20.29295,,0.0,,0.0,0,0,1,1,0,2,1.61,1.61,,1,,,,,,,,,,,,,,,,,,,,,,,,
P357471422c,0,0,212.0,13,0,8,7.0,0.875,255.6,0.09644,9.703951,4.069399,4.851976,0.313031,1.095607,1.252123,2.034699,7.512736,8.451828,0.454013,0.384615,0.019231,0.711538,0.594595,0.0,0.392157,15.560221,,1,18.212183,18.554415,13.0,0.0,8.0,7.0,0.875,255.6,0.09644,9.703951,4.069399,4.851976,0.313031,1.095607,1.252123,2.034699,7.512736,8.451828,0.454013,0.384615,0.019231,0.711538,0.594595,0.0,0.392157,15.560221,,,,0,0,0,,,0.0,,,,,,,,,,,,,,,,,,,,0,255.6,0.0,255.6,13,18.212183,0.09644,255.6,,0.0,0,0,1,1,0,1,1.61,1.61,,1,,,,,,,,,,,,,,,,,,,,,,,,
P35fcccf6c9,0,0,217.0,28,10,28,2.0,0.071429,273.4,0.035851,13.461806,4.243395,7.462523,0.292648,1.609564,4.243395,1.902212,6.291931,21.216977,0.615961,0.615385,0.046154,0.338462,0.545455,0.666667,0.596774,15.864502,13.60813,2,27.342916,28.848734,2.0,5.0,2.0,0.0,0.0,10.2,0.007309,7.817844,11.726766,3.908922,0.0,0.0,0.0,7.817844,15.635688,-3.908922,0.5,0.5,0.0,0.0,,,0.5,20.175082,-7.817844,-5.86345,-26.103022,0,0,0,,,0.0,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0,27.342916,,0.0,,0.0,0,0,1,1,0,2,1.61,1.61,,1,,,,,,,,,,,,,,,,,,,,,,,,
P360c31499c,1,0,208.0,7,3,7,1.0,0.142857,55.8,0.027563,11.466246,4.299842,10.749606,1.433281,2.149921,3.583202,1.433281,6.449764,24.365773,0.673401,0.636364,0.0,0.181818,1.0,,0.636364,11.071698,-0.71664,1,18.401095,18.57358,7.0,3.0,7.0,1.0,0.142857,55.8,0.027563,11.466246,4.299842,10.749606,1.433281,2.149921,3.583202,1.433281,6.449764,24.365773,0.673401,0.636364,0.0,0.181818,1.0,,0.636364,11.071698,-0.71664,,,0,0,0,,,0.0,,,,,,,,,,,,,,,,,,,,0,55.8,0.0,55.8,7,18.401095,0.027563,55.8,,0.0,1,1,1,2,0,2,1.61,1.61,,1,4.0,4.0,1.0,103.2,0.129061,15.496518,4.261542,8.910498,2.324478,5.036368,1.162239,5.036368,4.261542,17.433583,0.417362,0.425,0.025,0.45,0.333333,0.0,0.435897,26.093087,17.73306,0.663482
P3651ab0a99,1,0,212.0,0,0,0,,,0.0,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,0.0,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0,,,0.0,,0.0,1,4,0,1,0,3,-0.65,,,1,14.0,12.0,0.857143,330.1,0.109124,20.842106,2.665851,7.755202,2.302326,1.090575,1.4541,3.514076,3.392901,24.719707,0.577026,0.5375,0.241667,0.55,0.651515,0.310345,0.56044,22.516092,16.62423,-0.077561
P379ec45447,1,0,206.0,0,0,0,,,0.0,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,0.0,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0,,,0.0,,0.0,1,3,0,2,0,3,-0.65,,,1,11.0,7.0,0.636364,302.6,0.09384,23.526846,0.925213,5.551278,3.965199,3.039986,2.246946,4.097372,4.493892,28.285085,0.631743,0.59322,0.466102,0.440678,0.730769,0.290909,0.730159,24.849588,16.944559,0.403571
P38d9dee28f,0,0,203.0,26,0,22,16.0,0.727273,603.6,0.11608,10.801569,1.457881,4.970047,3.976038,1.259079,1.259079,2.120553,3.976038,15.506547,0.540738,0.522388,0.223881,0.283582,0.605263,0.266667,0.557692,14.483951,,2,19.488022,20.824093,12.0,0.0,11.0,10.0,0.909091,299.0,0.124583,9.364548,1.471572,6.153846,4.816054,1.87291,1.87291,2.809365,3.745819,17.658863,0.526474,0.491525,0.237288,0.288136,0.705882,0.142857,0.577778,14.152302,,-2.847548,4.264951,0,0,0,,,0.0,,,,,,,,,,,,,,,,,,,,0,304.6,0.0,304.6,14,19.488022,,0.0,0.108791,304.6,0,0,1,1,0,2,1.61,1.61,,1,,,,,,,,,,,,,,,,,,,,,,,,
P3997afa4f2,1,0,207.0,4,3,4,3.0,0.75,60.0,0.042869,5.331823,3.332389,8.664212,1.332956,0.666478,0.666478,7.997734,3.998867,1.999433,0.251889,0.233333,0.4,0.133333,0.5,0.166667,0.222222,21.501275,,1,17.533196,17.683778,4.0,3.0,4.0,3.0,0.75,60.0,0.042869,5.331823,3.332389,8.664212,1.332956,0.666478,0.666478,7.997734,3.998867,1.999433,0.251889,0.233333,0.4,0.133333,0.5,0.166667,0.222222,21.501275,,,,0,0,0,,,0.0,,,,,,,,,,,,,,,,,,,,0,60.0,0.0,60.0,4,17.533196,,0.0,,0.0,1,2,1,2,0,3,1.61,1.61,,1,15.0,14.0,0.933333,531.5,0.17488,23.105856,3.311588,12.71951,4.892119,3.010535,0.827897,6.397387,3.311588,34.470626,0.5054,0.442913,0.137795,0.444882,0.725664,0.142857,0.479452,32.926135,16.720055,0.129407
P3bad279cb0,0,0,201.0,5,1,5,2.0,0.4,72.5,0.060417,16.0,6.068966,4.965517,0.551724,2.206897,0.0,3.310345,4.965517,13.793103,0.508415,0.52,0.36,0.32,0.375,0.222222,0.625,21.315155,,1,23.488022,23.583847,5.0,1.0,5.0,2.0,0.4,72.5,0.060417,16.0,6.068966,4.965517,0.551724,2.206897,0.0,3.310345,4.965517,13.793103,0.508415,0.52,0.36,0.32,0.375,0.222222,0.625,21.315155,,,,0,0,0,,,0.0,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0,23.488022,,0.0,,0.0,0,0,1,1,1,1,1.61,1.61,,1,,,,,,,,,,,,,,,,,,,,,,,,
P3d1eff1bca,1,0,215.0,2,3,2,0.0,0.0,8.5,0.0085,0.0,4.705882,9.411765,0.0,0.0,0.0,9.411765,14.117647,-28.235294,0.0,0.0,1.0,0.0,,0.0,,35.162259,,1,18.507871,18.874743,2.0,3.0,2.0,0.0,0.0,8.5,0.0085,0.0,4.705882,9.411765,0.0,0.0,0.0,9.411765,14.117647,-28.235294,0.0,0.0,1.0,0.0,,0.0,,35.162259,,,,0,0,0,,,0.0,,,,,,,,,,,,,,,,,,,,0,8.5,0.0,8.5,2,18.507871,0.0085,8.5,,0.0,0,0,1,1,0,1,1.61,1.61,,1,,,,,,,,,,,,,,,,,,,,,,,,
P3e5c820c70,1,0,203.0,0,0,0,,,0.0,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,0.0,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0,,,0.0,,0.0,1,2,0,1,0,2,-0.65,,,1,9.0,6.0,0.666667,212.8,0.118231,10.713531,1.315697,5.6387,1.879567,1.503653,1.315697,3.007307,5.262787,7.89418,0.445591,0.408333,0.666667,0.15,0.888889,0.325,0.25,18.20081,16.733744,0.079488
P3e86849b89,0,0,209.0,0,0,0,,,0.0,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,0.0,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0,,,0.0,,0.0,1,3,0,1,0,3,-0.65,,,1,14.0,10.0,0.714286,354.2,0.125387,16.825844,2.484353,8.017684,2.032652,2.371428,1.242176,4.065305,3.048978,18.971421,0.498394,0.469466,0.381679,0.320611,0.619048,0.38,0.407407,22.88751,16.640657,0.199759
P404f9fdfb6,1,0,204.0,44,6,44,28.0,0.636364,693.4,0.068821,11.653247,2.480642,5.134351,1.326855,1.326855,0.461515,1.153787,4.095943,14.306956,0.569206,0.541935,0.445161,0.329032,0.666667,0.347826,0.55814,13.71044,,3,19.241615,21.782341,22.0,0.0,22.0,13.0,0.590909,436.1,0.098546,12.291661,2.018034,4.861627,1.284203,1.009017,0.642102,1.100746,3.11878,14.951797,0.587307,0.56,0.42,0.32,0.6875,0.333333,0.603448,14.185887,,7.069729,2.419159,0,0,0,,,0.0,,,,,,,,,,,,,,,,,,,,0,38.3,0.0,38.3,6,19.241615,,0.0,0.018683,38.3,0,0,1,1,0,3,1.61,1.61,,1,,,,,,,,,,,,,,,,,,,,,,,,
P40d4a587d5,0,0,205.0,106,0,99,92.0,0.929293,3081.5,0.144502,17.965271,2.102871,6.594189,1.869219,2.505273,0.986532,2.102871,3.712476,24.896958,0.59814,0.543659,0.39501,0.460499,0.76298,0.389474,0.517182,20.895492,-5.620543,6,22.830938,28.235455,18.0,0.0,18.0,16.0,0.888889,633.0,0.173425,16.935229,0.947867,6.951027,2.654028,2.022117,0.884676,2.338073,2.590837,21.990521,0.563499,0.516908,0.536232,0.338164,0.771429,0.396396,0.427083,22.42499,,-3.173749,-3.632208,0,0,0,,,0.0,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0,22.830938,,0.0,,0.0,0,0,2,2,0,6,1.61,1.61,,1,,,,,,,,,,,,,,,,,,,,,,,,
P4110110f37,1,0,203.0,0,0,0,,,0.0,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,0.0,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0,,,0.0,,0.0,1,4,0,1,0,4,-0.65,,,1,14.0,14.0,1.0,314.6,0.104862,26.828997,4.577459,8.010554,4.196004,2.28873,2.670185,3.560246,2.924488,39.671313,0.674725,0.650794,0.142857,0.547619,0.681159,0.222222,0.703704,25.258873,15.92334,-0.700478
P42adf8ab25,0,0,196.0,19,1,19,15.0,0.789474,489.0,0.12225,24.539877,1.390593,4.498978,2.699387,3.190184,0.408998,3.435583,3.599182,26.09407,0.64711,0.604478,0.59204,0.348259,0.814286,0.428571,0.54878,25.994981,,1,21.552361,21.963039,19.0,1.0,19.0,15.0,0.789474,489.0,0.12225,24.539877,1.390593,4.498978,2.699387,3.190184,0.408998,3.435583,3.599182,26.09407,0.64711,0.604478,0.59204,0.348259,0.814286,0.428571,0.54878,25.994981,,,,0,0,0,,,0.0,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0,21.552361,,0.0,,0.0,0,0,1,1,0,1,1.61,1.61,,1,,,,,,,,,,,,,,,,,,,,,,,,
P44154d877a,1,0,197.0,29,2,29,21.0,0.724138,828.4,0.132016,17.865722,1.062286,3.573144,4.345716,1.931429,0.241429,3.95943,3.380001,15.210007,0.507183,0.469697,0.439394,0.239394,0.759494,0.358621,0.416216,26.708765,-5.070002,3,19.285421,21.645448,23.0,0.0,23.0,18.0,0.782609,723.0,0.157174,18.810486,0.940524,3.762097,4.647296,1.991698,0.276625,4.315347,3.319497,16.210213,0.519306,0.484848,0.454545,0.232323,0.753623,0.37037,0.425926,28.01732,-5.255871,,,0,0,0,,,0.0,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0,19.285421,,0.0,0.0,0.0,1,1,1,2,0,4,1.61,1.61,,1,4.0,4.0,1.0,92.5,0.115584,18.601231,1.730347,5.191041,2.595521,3.028107,1.29776,4.325868,4.758454,12.545016,0.424901,0.363636,0.454545,0.340909,0.733333,0.2,0.416667,27.708231,17.713895,0.78177
P4879fe4868,0,0,191.0,24,0,24,24.0,1.0,678.7,0.141389,19.685648,1.23772,3.536344,6.30648,1.355599,0.176817,3.005892,3.889978,24.63653,0.578015,0.493671,0.459916,0.49789,0.847458,0.385321,0.421875,23.956675,-0.058939,1,24.605065,25.081451,24.0,0.0,24.0,24.0,1.0,678.7,0.141389,19.685648,1.23772,3.536344,6.30648,1.355599,0.176817,3.005892,3.889978,24.63653,0.578015,0.493671,0.459916,0.49789,0.847458,0.385321,0.421875,23.956675,-0.058939,,,0,0,0,,,0.0,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0,24.605065,,0.0,,0.0,0,0,1,1,0,1,1.61,1.61,,1,,,,,,,,,,,,,,,,,,,,,,,,
P495da5b1cd,1,0,200.0,26,5,26,13.0,0.5,707.0,0.11404,17.085144,1.584053,2.828666,1.470906,1.584053,0.226293,2.88524,2.71552,14.086758,0.530644,0.501984,0.464286,0.293651,0.662162,0.350427,0.481481,23.882622,,4,18.537988,21.68104,10.0,0.0,10.0,10.0,1.0,355.3,0.177666,20.26274,1.688562,2.251416,2.026274,1.913703,0.225142,3.714836,2.363986,17.223329,0.518911,0.466887,0.364238,0.337748,0.764706,0.309091,0.46875,28.894305,,20.26274,17.223329,0,0,0,,,0.0,,,,,,,,,,,,,,,,,,,,0,1.8,0.0,1.8,1,18.537988,0.002229,1.8,0.0,0.0,0,0,2,2,0,4,1.61,1.61,,1,,,,,,,,,,,,,,,,,,,,,,,,
P4adcc58a26,0,0,206.0,42,0,39,7.0,0.179487,875.6,0.103621,23.298336,3.471909,5.116497,1.735954,2.101419,0.411147,3.928739,6.624037,22.384676,0.642317,0.629688,0.0125,0.546875,0.611429,0.25,0.632911,26.45348,,2,20.465435,21.963039,20.0,0.0,18.0,2.0,0.111111,473.3,0.116872,26.873315,3.380291,4.394379,1.943667,2.112682,0.507044,3.380291,5.57748,28.394446,0.704537,0.691257,0.016393,0.530055,0.670103,0.333333,0.694444,26.210703,,7.781518,13.081234,0,0,0,,,0.0,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0,20.465435,,0.0,,0.0,0,0,1,1,0,2,1.61,1.61,,1,,,,,,,,,,,,,,,,,,,,,,,,
P4b06d66b80,0,0,193.0,13,1,13,11.0,0.846154,358.1,0.127899,14.297043,1.898826,2.345609,4.467826,1.675435,0.446783,3.685957,4.691217,13.850261,0.568586,0.544118,0.323529,0.235294,0.708333,0.272727,0.608696,18.987338,,1,21.467488,21.735797,13.0,1.0,13.0,11.0,0.846154,358.1,0.127899,14.297043,1.898826,2.345609,4.467826,1.675435,0.446783,3.685957,4.691217,13.850261,0.568586,0.544118,0.323529,0.235294,0.708333,0.272727,0.608696,18.987338,,,,0,0,0,,,0.0,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0,21.467488,,0.0,,0.0,0,0,1,1,0,1,1.61,1.61,,1,,,,,,,,,,,,,,,,,,,,,,,,
P4b5f95e771,1,0,204.0,0,0,0,,,0.0,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,0.0,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0,,,0.0,,0.0,1,2,0,1,0,2,-0.65,,,1,8.0,4.0,0.5,139.9,0.087448,15.15184,1.143535,4.860024,2.28707,3.430605,1.429419,2.001186,3.144722,15.15184,0.45975,0.427273,0.690909,0.109091,1.0,0.289474,0.411765,19.881148,15.720739,-1.012964
P4b934e1435,0,0,,10,0,8,8.0,1.0,286.0,0.142992,22.518821,4.335922,8.531976,0.559474,1.258816,0.419605,3.776448,4.475791,22.378953,0.547768,0.511364,0.075758,0.257576,0.764706,0.3,0.516393,27.77824,,1,22.90486,23.154004,10.0,0.0,8.0,8.0,1.0,286.0,0.142992,22.518821,4.335922,8.531976,0.559474,1.258816,0.419605,3.776448,4.475791,22.378953,0.547768,0.511364,0.075758,0.257576,0.764706,0.3,0.516393,27.77824,,,,0,0,0,,,0.0,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0,22.90486,,0.0,,0.0,0,0,1,1,0,1,1.61,1.61,,1,,,,,,,,,,,,,,,,,,,,,,,,
P4e9a2418a1,0,0,205.0,0,0,0,,,0.0,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,0.0,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0,,,0.0,,0.0,1,1,0,1,0,1,-0.65,,,1,4.0,4.0,1.0,121.4,0.151772,35.579568,2.635524,4.941607,3.623845,1.317762,1.317762,6.918249,2.306083,34.591247,0.681818,0.659091,0.469697,0.454545,0.7,0.419355,0.685714,35.334974,17.793292,0.657854
P4ec69893f6,1,0,213.0,54,2,54,49.0,0.907407,1288.7,0.114049,12.973822,2.731331,4.065959,1.676044,1.334628,0.86906,2.203687,6.021343,13.43939,0.585303,0.578125,0.263889,0.545139,0.541401,0.302632,0.622642,16.508395,,3,18.499658,20.856947,15.0,0.0,15.0,14.0,0.933333,405.4,0.135145,14.996239,2.663806,2.663806,1.578551,1.87453,1.282573,2.367827,4.439676,15.193558,0.568182,0.581818,0.254545,0.490909,0.444444,0.357143,0.597561,18.955844,,5.314496,6.810586,0,0,0,,,0.0,,,,,,,,,,,,,,,,,,,,0,815.6,0.0,815.6,37,18.499658,0.08857,338.8,0.118468,476.8,0,0,1,1,0,3,1.61,1.61,,1,,,,,,,,,,,,,,,,,,,,,,,,
P51ef89c5e3,0,0,203.0,55,1,53,33.0,0.622642,1373.4,0.12208,20.998996,1.863989,7.222956,1.922238,1.601865,1.339742,4.019225,4.543472,22.426112,0.604095,0.568533,0.312741,0.34556,0.73743,0.41358,0.544944,25.224145,,3,21.861739,24.353183,16.0,1.0,16.0,13.0,0.8125,412.5,0.121324,21.333333,1.842424,7.078788,2.327273,1.357576,1.454545,3.781818,4.751515,22.690909,0.583492,0.539877,0.325153,0.355828,0.758621,0.377358,0.527273,25.777013,,3.635906,3.722395,0,0,0,,,0.0,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0,21.861739,,0.0,,0.0,0,0,1,1,0,3,1.61,1.61,,1,,,,,,,,,,,,,,,,,,,,,,,,
P5277c76d51,1,0,212.0,0,0,0,,,0.0,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,0.0,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0,,,0.0,,0.0,1,4,0,1,0,3,-0.65,,,1,15.0,9.0,0.6,337.1,0.11235,21.599169,5.815161,8.42605,1.780151,0.593384,3.797656,3.322949,3.797656,29.550512,0.558556,0.555556,0.145833,0.298611,0.511628,0.47619,0.528455,24.467021,16.438056,0.023244
P52f9046b71,1,0,185.0,16,0,16,7.0,0.4375,313.5,0.095735,15.436972,0.382735,2.806722,3.317035,2.423987,0.127578,2.423987,4.720396,10.33384,0.485398,0.436937,0.369369,0.279279,0.774194,0.268293,0.457143,22.130262,,1,19.08282,19.463381,16.0,0.0,16.0,7.0,0.4375,313.5,0.095735,15.436972,0.382735,2.806722,3.317035,2.423987,0.127578,2.423987,4.720396,10.33384,0.485398,0.436937,0.369369,0.279279,0.774194,0.268293,0.457143,22.130262,,,,0,0,0,,,0.0,,,,,,,,,,,,,,,,,,,,0,313.5,0.0,313.5,16,19.08282,,0.0,0.095735,313.5,0,0,1,1,0,1,1.61,1.61,,1,,,,,,,,,,,,,,,,,,,,,,,,
P53313a94c2,0,0,199.0,31,2,29,16.0,0.551724,682.5,0.101482,14.535544,0.996388,3.399442,4.454441,1.465277,0.293055,3.86833,5.978329,12.308324,0.525424,0.481771,0.286458,0.520833,0.63,0.272727,0.510949,21.234825,,3,18.231348,20.588638,18.0,1.0,18.0,9.0,0.5,400.0,0.103896,14.1,1.0,4.0,5.1,1.5,0.1,3.8,5.4,12.9,0.503715,0.464912,0.298246,0.517544,0.59322,0.235294,0.5125,22.015794,,9.353127,16.222811,0,0,0,,,0.0,,,,,,,,,,,,,,,,,,,,0,282.5,0.0,282.5,13,18.231348,0.067413,84.3,0.121969,198.2,0,0,1,1,0,3,1.61,1.61,,1,,,,,,,,,,,,,,,,,,,,,,,,
P53a27c701d,0,0,196.0,0,0,0,,,0.0,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,0.0,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0,,,0.0,,0.0,1,2,0,1,0,2,-0.65,,,1,16.0,8.0,0.5,318.7,0.099609,18.070645,2.760793,6.023548,5.145114,2.007849,0.376472,2.635302,4.392171,24.219684,0.628492,0.610577,0.365385,0.230769,0.708333,0.394737,0.621212,18.901146,16.966461,0.355575
P53f786523f,1,0,211.0,0,0,0,,,0.0,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,0.0,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0,,,0.0,,0.0,1,3,0,3,0,3,-0.65,,,1,13.0,11.0,0.846154,356.9,0.139402,16.47668,2.577984,8.966901,3.810933,2.017553,2.353811,4.595537,3.026329,23.538115,0.488697,0.451852,0.266667,0.259259,0.714286,0.222222,0.494949,23.508062,15.132101,-0.939517
P56b91ee390,1,0,198.0,21,9,21,3.0,0.142857,239.0,0.039507,15.39633,1.17146,2.677623,1.338811,1.338811,0.502054,2.008217,4.351137,10.877842,0.523918,0.462025,0.620253,0.253165,0.95,0.265306,0.566667,21.022746,13.291008,2,18.272416,19.778234,15.0,6.0,15.0,2.0,0.133333,168.5,0.039655,18.275136,0.949358,2.848073,1.186697,1.424037,0.237339,1.898715,4.746789,14.240366,0.610723,0.544643,0.607143,0.285714,1.0,0.323529,0.636364,21.890809,13.291008,9.762445,11.402802,0,0,0,,,0.0,,,,,,,,,,,,,,,,,,,,0,239.0,0.0,239.0,21,18.272416,0.039157,70.5,0.039655,168.5,0,0,2,2,0,2,1.61,1.61,,1,,,,,,,,,,,,,,,,,,,,,,,,
