pid,y_gl_s1_gp,y_gl_s1_min,y_gl_s1_net,y_gl_s1_pie,y_gl_s1_prod36,y_gl_s1_pts36,y_gl_s1_ts,y_gl_s1_usg,y_gl_s2_gp,y_gl_s2_min,y_gl_s2_net,y_gl_s2_pie,y_gl_s2_prod36,y_gl_s2_pts36,y_gl_s2_ts,y_gl_s2_usg,y_gl_s3_gp,y_gl_s3_min,y_gl_s3_net,y_gl_s3_pie,y_gl_s3_prod36,y_gl_s3_pts36,y_gl_s3_ts,y_gl_s3_usg,y_gl_s4_gp,y_gl_s4_min,y_gl_s4_net,y_gl_s4_pie,y_gl_s4_prod36,y_gl_s4_pts36,y_gl_s4_ts,y_gl_s4_usg,y_gl_s5_gp,y_gl_s5_min,y_gl_s5_net,y_gl_s5_pie,y_gl_s5_prod36,y_gl_s5_pts36,y_gl_s5_ts,y_gl_s5_usg
Pb53e68dfee,18,539.8,2.8,0.078,22.41,14.61,0.521,0.192,23,850.3,7.2,0.107,27.22,17.65,0.605,0.202,12,249.0,7.3,0.067,20.1,11.86,0.523,0.162,35,1178.2,0.8,0.094,24.35,14.7,0.597,0.169,26,783.2,-6.2,0.11,26.7,14.89,0.644,0.158
P55c2defaf8,41,1253.5,11.1,0.108,26.77,18.07,0.609,0.173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P5da3d9ffcd,6,166.7,3.1,0.099,31.53,21.38,0.563,0.228,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P688b157768,3,98.0,-17.3,0.11,36.72,17.99,0.507,0.207,7,217.8,2.3,0.138,36.03,22.64,0.64,0.216,14,291.8,7.4,0.087,27.39,13.7,0.503,0.182,,,,,,,,,,,,,,,,
P3f77f707c0,44,1150.1,-0.9,0.097,26.86,15.81,0.509,0.215,,,,,,,,,3,14.6,-32.9,0.055,22.19,19.73,0.508,0.237,,,,,,,,,30,712.9,-0.9,0.103,27.72,14.29,0.572,0.178
P3e655a07ed,29,873.9,-1.9,0.131,34.23,19.03,0.542,0.23,36,924.5,-3.0,0.136,34.93,19.43,0.632,0.212,2,55.1,-19.0,0.211,41.19,24.19,0.718,0.233,,,,,,,,,28,696.0,-0.8,0.11,30.41,16.09,0.613,0.186
P8926a62cc8,5,126.2,5.1,0.248,41.37,21.68,0.743,0.185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P379ec45447,4,84.2,7.4,0.118,31.22,16.25,0.481,0.191,9,258.2,-8.0,0.085,25.65,15.06,0.552,0.193,,,,,,,,,,,,,,,,,,,,,,,,
Paa92a86ff3,27,937.0,1.5,0.132,35.35,25.78,0.582,0.274,6,146.9,2.9,0.179,40.69,30.89,0.671,0.302,,,,,,,,,,,,,,,,,,,,,,,,
P0ca52587ca,8,246.8,5.2,0.097,31.07,27.43,0.572,0.304,,,,,,,,,,,,,,,,,1,38.5,20.0,0.144,39.27,37.4,0.794,0.294,,,,,,,,
Pa84706eb34,33,859.7,5.0,0.087,25.59,15.62,0.586,0.161,42,1231.4,1.3,0.12,28.62,15.55,0.619,0.184,15,411.8,8.2,0.131,28.85,15.56,0.625,0.189,,,,,,,,,,,,,,,,
P64a44986ea,34,1210.2,7.2,0.124,31.26,20.91,0.578,0.221,9,286.2,5.7,0.107,29.44,17.11,0.56,0.211,,,,,,,,,3,91.4,4.9,0.048,20.87,11.02,0.391,0.183,,,,,,,,
Pb5f59c2405,20,459.7,-3.2,0.121,30.39,16.29,0.59,0.183,43,1013.8,-1.9,0.12,31.25,16.19,0.574,0.18,,,,,,,,,,,,,,,,,,,,,,,,
Pc5e9e5bdd9,,,,,,,,,,,,,,,,,1,25.7,42.6,0.162,37.79,23.79,0.666,0.242,,,,,,,,,,,,,,,,
Pa08fe4841f,39,1101.6,-11.0,0.065,22.52,15.95,0.485,0.215,32,539.7,-4.0,0.056,21.74,14.81,0.574,0.192,,,,,,,,,32,935.2,-1.9,0.078,22.98,14.63,0.523,0.207,29,602.9,-4.1,0.127,31.47,21.02,0.57,0.264
Pcabff956fe,11,376.9,9.3,0.117,28.37,17.48,0.568,0.198,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pf5a8190f4f,49,1651.1,4.9,0.132,28.48,17.53,0.583,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P88accb87c9,15,401.0,11.8,0.164,41.56,23.16,0.621,0.223,1,0.0,0.0,0.0,,,0.0,0.0,,,,,,,,,8,176.7,-1.1,0.131,29.54,14.87,0.828,0.141,,,,,,,,
Peef8948765,31,948.5,-0.5,0.064,20.34,11.46,0.491,0.143,38,881.0,1.1,0.095,23.86,14.34,0.606,0.151,11,188.2,14.5,0.067,22.19,15.49,0.518,0.184,19,646.0,4.3,0.105,25.35,15.94,0.604,0.168,,,,,,,,
P9c40b5aa37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46,1286.7,3.5,0.081,22.16,11.61,0.439,0.176
P65d56567c7,,,,,,,,,,,,,,,,,,,,,,,,,21,631.3,8.1,0.187,40.66,24.06,0.671,0.223,8,148.6,0.4,0.164,39.48,24.22,0.654,0.242
Pfc813e5d63,30,981.3,2.8,0.158,37.57,25.86,0.631,0.262,39,1124.5,5.3,0.142,35.63,22.63,0.643,0.235,,,,,,,,,,,,,,,,,,,,,,,,
Pfa8477edf9,33,1118.9,2.5,0.105,26.19,14.99,0.538,0.176,22,718.9,7.4,0.121,28.34,18.98,0.65,0.181,,,,,,,,,1,40.0,7.0,0.149,33.33,21.62,0.636,0.208,,,,,,,,
Pde1bad3875,24,607.4,-7.8,0.085,25.19,18.91,0.49,0.251,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P1f3e01b488,11,249.2,-3.3,0.038,18.2,11.41,0.449,0.159,28,788.6,-0.9,0.084,23.01,17.26,0.64,0.178,,,,,,,,,,,,,,,,,,,,,,,,
Pc53511377b,31,998.2,1.4,0.065,21.57,12.15,0.485,0.171,4,89.8,3.7,0.043,17.25,9.22,0.444,0.167,,,,,,,,,31,934.5,0.4,0.082,23.92,16.06,0.578,0.189,,,,,,,,
P2084d7c5fc,33,1019.1,0.4,0.089,25.68,18.62,0.59,0.214,14,367.3,-9.6,0.054,22.35,13.82,0.452,0.209,6,176.4,-4.1,0.109,34.5,23.47,0.634,0.263,1,21.4,-31.1,0.139,38.69,28.6,0.66,0.25,,,,,,,,
P76650bc6e2,19,492.4,-3.9,0.104,31.44,21.06,0.629,0.239,10,170.0,-0.6,0.107,26.68,15.88,0.586,0.223,,,,,,,,,,,,,,,,,,,,,,,,
P1d6fd5f29a,15,436.1,3.4,0.105,26.17,19.48,0.627,0.204,7,225.0,6.0,0.118,29.28,20.64,0.531,0.256,,,,,,,,,,,,,,,,,,,,,,,,
Pe5fb05fea3,,,,,,,,,,,,,,,,,15,311.9,-0.9,0.093,28.05,17.54,0.614,0.197,,,,,,,,,,,,,,,,
Pb14e5c1c97,37,848.5,-7.5,0.07,21.43,14.64,0.584,0.159,,,,,,,,,,,,,,,,,8,126.3,-3.4,0.081,21.66,14.82,0.727,0.137,,,,,,,,
P273938bb97,8,153.6,-13.4,0.161,35.63,22.5,0.652,0.219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P4a4f2b1371,29,982.5,2.0,0.113,27.44,17.15,0.597,0.181,15,512.9,2.9,0.084,22.95,12.56,0.489,0.163,15,443.6,-4.0,0.102,25.64,16.8,0.55,0.209,,,,,,,,,19,193.0,-11.5,0.086,21.45,11.19,0.548,0.126
P5cd98708f1,3,77.7,11.4,0.092,25.01,13.43,0.51,0.23,,,,,,,,,4,85.1,23.9,0.169,41.46,21.58,0.707,0.204,,,,,,,,,,,,,,,,
P9537391b0e,28,1034.0,-4.9,0.113,29.84,20.75,0.595,0.233,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P9308e80088,2,14.5,-28.8,0.012,22.34,14.89,0.551,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P14a01dedf9,13,445.4,3.0,0.11,31.2,23.28,0.542,0.276,,,,,,,,,31,1112.2,-7.8,0.114,32.24,26.87,0.586,0.307,,,,,,,,,,,,,,,,
P4d03279429,,,,,,,,,1,39.6,-18.9,0.04,24.57,12.74,0.342,0.245,,,,,,,,,20,723.6,-2.0,0.079,20.99,11.34,0.517,0.152,,,,,,,,
Pa5b07b6f43,29,962.9,-2.2,0.111,29.5,18.58,0.539,0.229,13,389.4,-10.9,0.09,23.57,15.07,0.584,0.185,10,295.1,14.8,0.095,30.62,19.4,0.558,0.22,32,843.5,6.0,0.123,30.77,18.27,0.663,0.184,17,566.1,-2.2,0.1,30.4,19.14,0.569,0.22
P4862cd71b2,14,477.7,-2.3,0.109,34.51,25.02,0.58,0.272,,,,,,,,,26,865.7,3.4,0.141,37.84,25.78,0.615,0.279,,,,,,,,,13,380.5,-3.2,0.113,31.22,18.92,0.545,0.228
P0be342d921,2,35.7,27.5,0.116,35.29,23.19,0.836,0.241,,,,,,,,,17,464.4,-2.1,0.16,38.3,23.1,0.711,0.256,22,562.2,2.1,0.14,35.98,20.87,0.658,0.242,25,672.9,3.1,0.17,36.75,22.68,0.723,0.257
P1ddfe32e8c,5,177.4,4.7,0.158,30.84,18.67,0.695,0.195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P665ee60687,,,,,,,,,2,69.8,-17.0,0.084,17.53,8.25,0.504,0.12,,,,,,,,,,,,,,,,,,,,,,,,
P5a277fef0e,27,836.7,4.7,0.104,29.22,19.23,0.595,0.209,,,,,,,,,16,412.9,6.6,0.093,28.95,19.88,0.599,0.202,21,696.9,-1.6,0.135,35.18,23.09,0.632,0.237,14,504.1,0.3,0.106,30.28,21.99,0.625,0.222
P2f4b26e6e1,3,86.4,37.7,0.16,33.76,20.84,0.766,0.203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pe19880ee92,30,932.1,6.4,0.119,28.81,16.49,0.615,0.178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pbafaf944fd,42,1124.2,1.7,0.132,32.57,18.41,0.642,0.181,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P026aafcf31,33,789.3,4.8,0.197,47.35,29.19,0.703,0.251,,,,,,,,,23,661.5,-3.8,0.135,37.61,21.77,0.601,0.256,14,438.4,-2.9,0.132,33.83,22.75,0.66,0.252,,,,,,,,
P8a97dbabe6,9,263.7,-6.3,0.092,30.58,16.79,0.452,0.235,14,201.8,0.2,0.138,32.12,21.23,0.719,0.196,32,997.3,-2.1,0.144,36.1,23.14,0.647,0.251,,,,,,,,,,,,,,,,
Pf0f9e6d8f5,38,1087.4,5.4,0.176,35.06,19.37,0.755,0.169,12,297.5,0.8,0.145,31.95,14.76,0.68,0.14,,,,,,,,,,,,,,,,,,,,,,,,
P53f786523f,,,,,,,,,,,,,,,,,,,,,,,,,13,374.4,11.3,0.144,39.13,25.57,0.652,0.249,,,,,,,,
Pf1b3205a09,2,37.0,-10.8,0.064,18.51,12.67,0.658,0.169,,,,,,,,,10,355.8,-2.0,0.118,28.84,15.48,0.631,0.175,11,246.9,1.7,0.142,30.47,19.54,0.71,0.197,6,166.8,1.0,0.099,31.73,16.83,0.519,0.197
P75585aef52,23,705.9,-2.7,0.16,37.28,22.08,0.662,0.225,,,,,,,,,,,,,,,,,25,644.9,2.6,0.166,37.29,19.09,0.714,0.193,,,,,,,,
P5351e63d76,,,,,,,,,,,,,,,,,23,725.3,7.8,0.154,38.22,30.18,0.659,0.286,,,,,,,,,17,445.0,-8.0,0.078,27.75,19.25,0.508,0.244
P9406d39f17,31,908.5,10.0,0.113,32.18,25.68,0.619,0.247,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P7d0e11d7f1,17,439.6,2.6,0.052,21.13,15.81,0.568,0.172,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P5277c76d51,6,224.7,10.5,0.132,36.69,18.43,0.533,0.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pd50729b5d0,24,802.8,3.3,0.126,31.79,22.51,0.6,0.261,12,408.9,4.3,0.139,34.6,22.01,0.572,0.252,6,187.5,0.9,0.097,31.87,24.0,0.601,0.275,,,,,,,,,,,,,,,,
P25c1384060,42,814.1,-0.5,0.072,21.76,13.18,0.511,0.185,14,313.6,12.6,0.11,24.8,13.32,0.549,0.192,,,,,,,,,,,,,,,,,,,,,,,,
P90a39c14ab,17,344.2,0.1,0.097,28.66,14.43,0.594,0.179,,,,,,,,,5,116.6,-8.6,0.114,30.55,18.83,0.668,0.185,,,,,,,,,9,269.8,-1.1,0.107,32.7,16.55,0.572,0.194
P6b5b70ee01,33,877.0,-11.3,0.063,24.51,18.06,0.497,0.268,14,424.4,-0.3,0.067,24.01,16.97,0.501,0.22,28,825.9,-4.9,0.091,28.38,19.57,0.562,0.229,28,855.8,4.2,0.115,30.83,19.81,0.596,0.237,31,776.2,3.0,0.108,29.87,19.02,0.567,0.228
P338a42b9d0,31,990.9,-2.4,0.1,29.79,17.95,0.557,0.218,2,76.0,-20.2,0.12,32.67,18.94,0.609,0.221,,,,,,,,,,,,,,,,,,,,,,,,
P2a21698f4f,,,,,,,,,,,,,,,,,,,,,,,,,7,108.4,-5.1,0.116,33.87,19.59,0.653,0.203,,,,,,,,
P8534216773,33,984.3,-7.4,0.125,33.17,25.16,0.589,0.3,12,397.6,7.4,0.128,32.06,23.18,0.64,0.254,23,782.9,10.5,0.135,33.29,22.44,0.679,0.239,,,,,,,,,,,,,,,,
P277650e4b3,33,1069.9,3.6,0.135,32.17,20.83,0.628,0.242,,,,,,,,,10,221.9,-8.8,0.083,30.17,16.55,0.472,0.239,,,,,,,,,,,,,,,,
Pb0f44d6b69,41,925.3,-0.7,0.103,26.92,18.09,0.533,0.226,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P1a41a85440,24,661.9,-1.9,0.115,31.77,21.1,0.592,0.221,15,330.0,3.2,0.11,26.72,15.93,0.616,0.174,25,622.3,1.2,0.116,29.62,15.85,0.599,0.176,,,,,,,,,,,,,,,,
Pab169ed872,26,850.7,4.5,0.114,31.74,23.19,0.63,0.236,,,,,,,,,,,,,,,,,,,,,,,,,28,780.4,-1.4,0.108,30.31,22.51,0.561,0.269
P3e9c3ca3d7,37,1123.1,3.9,0.12,30.8,21.03,0.579,0.251,15,477.1,-0.1,0.119,30.71,20.98,0.555,0.265,,,,,,,,,,,,,,,,,,,,,,,,
Ped12aa913a,20,581.6,13.7,0.145,32.74,15.04,0.658,0.148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P2c24c6affb,31,986.5,4.8,0.115,29.12,19.85,0.545,0.24,15,371.8,-0.6,0.107,27.02,16.66,0.507,0.213,,,,,,,,,25,850.5,-8.5,0.093,25.69,16.47,0.561,0.196,,,,,,,,
P2061b46d22,23,723.2,5.1,0.138,31.61,18.97,0.62,0.202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pefa2378416,3,105.3,9.8,0.141,35.22,26.67,0.644,0.296,11,367.9,4.9,0.116,29.55,24.07,0.636,0.281,,,,,,,,,,,,,,,,,,,,,,,,
Pe56ae9c7aa,,,,,,,,,,,,,,,,,26,812.5,10.8,0.121,37.22,23.44,0.568,0.274,,,,,,,,,,,,,,,,
Pca926e63d0,37,1140.3,4.9,0.086,25.86,15.91,0.555,0.182,15,359.9,12.8,0.106,28.31,18.01,0.621,0.193,,,,,,,,,13,282.8,1.1,0.07,23.17,13.11,0.514,0.172,30,569.6,0.3,0.079,24.33,13.78,0.533,0.177
P63de5d6c2a,31,899.5,5.3,0.117,29.1,15.49,0.578,0.192,,,,,,,,,,,,,,,,,,,,,,,,,6,163.6,-9.8,0.07,22.44,15.84,0.607,0.223
P6336d0d324,3,52.1,16.8,0.173,45.56,32.44,0.824,0.252,,,,,,,,,21,654.9,-9.4,0.097,31.17,22.81,0.541,0.288,9,178.0,-13.8,0.067,20.02,16.18,0.635,0.185,,,,,,,,
P3022e1c032,33,1028.7,0.8,0.1,25.37,16.34,0.563,0.214,13,403.7,8.4,0.1,28.89,18.01,0.53,0.22,,,,,,,,,,,,,,,,,,,,,,,,
Pbac78302af,43,1368.0,-4.8,0.098,25.92,14.45,0.508,0.183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pdee21247bb,36,1011.6,3.4,0.1,26.94,22.1,0.602,0.257,15,357.6,8.0,0.092,24.67,19.33,0.638,0.212,14,345.9,-0.8,0.097,24.98,17.9,0.606,0.197,18,455.2,-8.7,0.112,29.1,20.72,0.602,0.233,12,358.0,7.4,0.102,27.95,22.12,0.549,0.276
P20a99f84fd,15,411.0,11.8,0.144,33.81,18.75,0.683,0.192,,,,,,,,,20,518.7,-2.2,0.115,28.66,16.73,0.672,0.172,3,82.5,-3.3,0.069,24.44,11.78,0.536,0.139,,,,,,,,
Pd17e70140c,20,572.3,0.7,0.074,25.92,14.66,0.503,0.218,,,,,,,,,,,,,,,,,2,57.8,-8.3,0.038,17.45,7.48,0.346,0.127,,,,,,,,
P60e6add6f8,23,659.8,-0.4,0.121,32.13,23.08,0.586,0.245,,,,,,,,,2,53.8,-13.7,0.128,28.77,18.73,0.553,0.228,30,925.7,-6.0,0.117,30.34,23.76,0.651,0.242,,,,,,,,
Pa4c28f80ad,31,936.3,-2.7,0.128,32.45,24.22,0.626,0.258,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P56aec34978,27,671.4,2.1,0.11,26.27,10.99,0.703,0.115,14,238.7,-5.1,0.08,22.32,8.9,0.589,0.111,4,74.0,-18.9,0.072,18.47,9.24,0.848,0.088,6,69.5,4.6,0.08,21.77,7.26,0.589,0.091,,,,,,,,
Pf450c7fe3d,12,380.7,3.5,0.112,29.32,16.45,0.531,0.215,6,139.2,-5.6,0.052,21.46,13.96,0.464,0.204,12,210.1,-11.1,0.066,19.88,9.43,0.449,0.152,,,,,,,,,,,,,,,,
P52c5169542,23,577.2,-3.8,0.145,31.81,15.15,0.753,0.149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pb69fbd28c6,37,1365.3,1.4,0.101,27.92,20.94,0.577,0.225,,,,,,,,,9,304.5,-6.9,0.105,29.32,21.04,0.597,0.235,,,,,,,,,,,,,,,,
P03938af6ae,32,984.3,3.4,0.108,30.36,20.81,0.576,0.258,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P6a3fce0af3,31,882.6,1.7,0.098,28.71,18.93,0.523,0.238,15,483.0,2.3,0.089,24.15,15.28,0.669,0.16,20,641.1,-2.4,0.111,30.15,18.7,0.582,0.232,32,962.1,8.3,0.108,30.91,19.76,0.601,0.215,31,1000.1,0.0,0.097,27.36,18.83,0.572,0.223
P37457bff4f,13,414.4,0.2,0.102,29.71,22.07,0.608,0.248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P9b3e496395,33,936.0,-2.0,0.101,29.19,19.27,0.554,0.247,6,196.5,11.6,0.126,35.54,24.0,0.545,0.287,1,35.0,-26.0,0.14,39.09,26.74,0.582,0.31,27,791.9,2.2,0.134,37.91,27.0,0.603,0.298,,,,,,,,
Pf6658be174,39,1178.6,0.6,0.097,26.91,19.18,0.549,0.235,,,,,,,,,21,658.1,-9.3,0.102,28.99,21.99,0.519,0.279,,,,,,,,,,,,,,,,
P224fa713e4,35,1051.2,-2.9,0.129,36.44,27.57,0.565,0.304,,,,,,,,,,,,,,,,,21,665.0,8.9,0.126,31.34,22.41,0.743,0.212,,,,,,,,
P53a27c701d,1,27.8,40.8,0.158,38.9,25.93,0.72,0.212,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P484d9844af,38,716.7,-1.1,0.149,34.46,18.53,0.668,0.2,10,239.5,-15.8,0.116,27.66,13.83,0.593,0.175,20,633.3,-8.3,0.11,27.46,13.98,0.607,0.156,3,41.9,19.1,0.135,30.11,10.32,0.482,0.136,26,640.0,9.3,0.143,33.19,18.28,0.624,0.207
P6514225148,1,34.4,1.1,0.099,31.41,18.85,0.453,0.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P65f2080ef4,,,,,,,,,16,175.8,-8.7,0.017,18.64,12.08,0.425,0.17,,,,,,,,,,,,,,,,,,,,,,,,
P82887a653c,13,454.1,2.8,0.11,27.35,18.71,0.59,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P8209ad6040,27,843.0,2.6,0.145,35.53,21.61,0.614,0.23,,,,,,,,,25,724.4,10.5,0.15,35.73,21.72,0.745,0.188,27,804.2,16.6,0.165,39.3,24.17,0.742,0.223,,,,,,,,
Pd88f1bdac2,23,689.6,7.0,0.106,26.73,15.19,0.562,0.199,,,,,,,,,,,,,,,,,,,,,,,,,32,973.4,3.4,0.063,20.67,10.02,0.608,0.128
P4516ced6d5,30,575.6,2.3,0.143,41.46,27.33,0.69,0.258,14,370.3,5.0,0.169,44.92,25.18,0.629,0.259,1,29.9,-3.1,0.111,37.3,18.05,0.493,0.241,5,123.3,13.7,0.144,37.09,18.99,0.63,0.227,2,40.0,-31.6,0.042,27.9,16.2,0.416,0.236
Pfa2560441b,39,1294.5,-0.2,0.1,25.06,18.41,0.625,0.195,,,,,,,,,13,456.8,0.0,0.102,24.83,16.87,0.65,0.17,31,1125.1,4.5,0.088,23.68,17.15,0.648,0.172,27,467.5,-6.5,0.037,15.33,10.86,0.483,0.148
P8df31bfe17,16,492.4,2.6,0.139,37.58,21.49,0.625,0.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pc7623d005f,34,693.2,-4.8,0.144,35.0,23.37,0.712,0.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P6f1d3c64d2,2,69.8,-25.8,0.055,23.2,17.02,0.456,0.299,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pba3a4faeb9,,,,,,,,,,,,,,,,,17,502.7,11.2,0.128,29.5,18.62,0.614,0.218,,,,,,,,,,,,,,,,
P41398f1a21,8,179.9,-0.9,0.146,37.23,22.22,0.711,0.238,3,73.0,8.6,0.156,36.97,14.79,0.689,0.138,19,319.3,-12.0,0.111,28.52,14.43,0.755,0.145,11,145.4,-4.2,0.048,26.74,13.62,0.53,0.182,,,,,,,,
P4f7a1b04a6,28,834.0,0.5,0.101,29.53,19.04,0.554,0.227,12,415.5,1.9,0.129,31.28,19.32,0.589,0.209,,,,,,,,,,,,,,,,,,,,,,,,
P84a6c851a9,30,1058.8,2.5,0.098,26.62,19.38,0.638,0.209,,,,,,,,,9,232.5,1.6,0.065,20.13,13.16,0.536,0.187,,,,,,,,,31,923.2,6.2,0.087,24.8,17.55,0.659,0.181
P4797fb50d3,36,1056.4,-1.7,0.098,27.67,18.1,0.567,0.221,1,22.2,-37.9,0.119,37.21,35.6,0.624,0.458,20,628.5,1.9,0.152,39.3,28.99,0.609,0.314,,,,,,,,,12,274.4,-1.1,0.109,31.09,23.22,0.633,0.245
P804e0e2e1c,19,634.6,9.7,0.119,31.54,25.07,0.636,0.254,15,494.6,5.3,0.114,29.26,21.18,0.619,0.239,27,897.8,-4.7,0.136,34.36,22.81,0.692,0.22,,,,,,,,,,,,,,,,
P714602a9aa,7,166.4,12.4,0.07,22.28,16.01,0.533,0.196,,,,,,,,,,,,,,,,,,,,,,,,,17,501.5,-3.4,0.068,21.89,14.57,0.578,0.169
P48e78aee32,18,137.8,3.2,0.113,32.12,22.2,0.647,0.237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P9540818d9f,16,432.0,2.6,0.127,30.59,23.17,0.62,0.256,,,,,,,,,12,239.7,-4.3,0.061,22.23,11.42,0.477,0.169,8,31.4,-29.3,0.063,30.92,20.61,0.583,0.216,,,,,,,,
P519f028bfb,18,505.6,1.3,0.095,28.62,18.51,0.492,0.237,,,,,,,,,29,711.3,1.3,0.131,33.76,19.84,0.582,0.214,,,,,,,,,,,,,,,,
Pcb86ff794b,29,677.1,6.9,0.179,39.13,19.88,0.708,0.204,,,,,,,,,26,685.6,-6.3,0.16,36.07,20.32,0.793,0.191,,,,,,,,,,,,,,,,
P5c11762ec9,38,1133.6,-2.4,0.095,32.61,21.85,0.53,0.266,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pbda39b05ec,40,973.8,-8.3,0.114,28.47,15.3,0.661,0.161,9,149.2,-11.1,0.119,28.48,18.58,0.797,0.165,,,,,,,,,,,,,,,,,,,,,,,,
P18facb688d,20,699.9,4.5,0.137,30.09,15.89,0.644,0.178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P0984734cb9,,,,,,,,,24,471.7,-5.7,0.043,19.31,13.89,0.431,0.205,,,,,,,,,20,486.5,-8.7,0.096,27.97,22.05,0.57,0.245,,,,,,,,
P4ebe015218,,,,,,,,,13,319.6,-3.1,0.089,23.77,14.64,0.591,0.172,11,225.1,5.4,0.106,25.91,15.35,0.527,0.215,,,,,,,,,,,,,,,,
Pf6db5ed983,36,1216.8,7.4,0.104,28.82,19.17,0.565,0.235,,,,,,,,,29,812.3,2.0,0.082,24.64,16.49,0.542,0.208,,,,,,,,,,,,,,,,
P7b91fe948e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,612.2,-4.2,0.068,17.29,9.88,0.616,0.102
Pb16e641fe9,3,61.5,-1.5,0.197,45.11,29.29,0.59,0.29,9,218.1,2.8,0.089,26.42,18.0,0.542,0.198,,,,,,,,,,,,,,,,,,,,,,,,
Pc3b8b90cf8,29,617.0,-7.9,0.123,31.51,21.76,0.653,0.239,8,266.4,-11.0,0.169,34.87,22.43,0.661,0.248,17,476.1,1.7,0.143,33.05,22.08,0.692,0.228,27,862.7,-3.1,0.124,30.25,17.53,0.668,0.2,,,,,,,,
P71e4b2b4d3,43,953.0,-1.2,0.081,21.12,13.22,0.657,0.128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P6d3980e9f0,26,307.0,-10.0,0.076,22.51,14.19,0.51,0.185,,,,,,,,,9,218.2,-16.6,0.052,18.8,10.39,0.418,0.166,,,,,,,,,,,,,,,,
P2318b539a3,33,1153.4,1.3,0.133,31.37,20.29,0.617,0.224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P77bf4c6cd4,4,106.1,-0.1,0.166,39.38,22.06,0.785,0.202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P3e5c820c70,,,,,,,,,,,,,,,,,10,287.1,-7.6,0.091,27.21,18.06,0.58,0.205,,,,,,,,,,,,,,,,
Pa9b6b7ec3f,7,175.6,24.2,0.153,42.24,27.68,0.748,0.244,,,,,,,,,8,223.5,-6.3,0.104,36.57,20.78,0.542,0.252,,,,,,,,,26,875.5,6.6,0.131,32.77,17.85,0.626,0.209
P2b2d444bdd,36,1114.6,3.5,0.106,25.42,14.92,0.654,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pc1416b3728,36,1073.6,-5.4,0.08,25.52,17.74,0.551,0.199,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pd00fce6a5a,34,1106.6,-0.3,0.137,32.37,17.96,0.654,0.197,15,460.8,-5.4,0.099,23.28,12.27,0.573,0.16,23,733.6,4.4,0.124,30.08,15.6,0.668,0.174,23,727.5,-10.5,0.105,26.67,13.9,0.656,0.174,,,,,,,,
P842bafbfda,13,327.6,3.8,0.07,24.95,11.32,0.402,0.205,11,277.1,-3.4,0.075,23.13,10.65,0.426,0.211,4,81.2,23.3,0.155,41.68,12.41,0.368,0.222,3,88.0,-10.6,0.089,24.97,15.14,0.524,0.23,,,,,,,,
