pid,y_gl_s1_gp,y_gl_s1_min,y_gl_s1_net,y_gl_s1_pie,y_gl_s1_prod36,y_gl_s1_pts36,y_gl_s1_ts,y_gl_s1_usg,y_gl_s2_gp,y_gl_s2_min,y_gl_s2_net,y_gl_s2_pie,y_gl_s2_prod36,y_gl_s2_pts36,y_gl_s2_ts,y_gl_s2_usg,y_gl_s3_gp,y_gl_s3_min,y_gl_s3_net,y_gl_s3_pie,y_gl_s3_prod36,y_gl_s3_pts36,y_gl_s3_ts,y_gl_s3_usg,y_gl_s4_gp,y_gl_s4_min,y_gl_s4_net,y_gl_s4_pie,y_gl_s4_prod36,y_gl_s4_pts36,y_gl_s4_ts,y_gl_s4_usg,y_gl_s5_gp,y_gl_s5_min,y_gl_s5_net,y_gl_s5_pie,y_gl_s5_prod36,y_gl_s5_pts36,y_gl_s5_ts,y_gl_s5_usg
P809c73ddd0,,,,,,,,,,,,,,,,,,,,,,,,,49,960.3,-1.7,0.099,25.98,13.27,0.533,0.173,51,1676.5,3.4,0.097,24.57,11.81,0.541,0.148
Pc5e44c9142,,,,,,,,,,,,,,,,,7,222.9,0.1,0.154,35.04,26.0,0.536,0.324,,,,,,,,,,,,,,,,
P838aeb9cb6,,,,,,,,,8,192.3,-10.4,0.073,24.71,17.97,0.492,0.244,44,1298.7,-0.4,0.095,25.42,18.07,0.49,0.246,50,1635.9,-2.4,0.09,24.69,17.32,0.498,0.232,12,310.8,-8.1,0.087,24.67,16.68,0.5,0.225
Pf1615243ab,45,1357.3,-4.3,0.088,20.24,10.95,0.548,0.145,18,447.5,5.4,0.099,21.8,12.23,0.465,0.196,43,947.6,-5.6,0.075,20.1,11.62,0.487,0.181,,,,,,,,,,,,,,,,
P8aa2e06ade,15,427.1,-3.3,0.084,25.29,18.88,0.517,0.241,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pf3fb310df6,,,,,,,,,28,717.5,5.7,0.112,28.65,9.48,0.522,0.127,29,888.7,13.7,0.135,31.92,15.03,0.538,0.182,,,,,,,,,,,,,,,,
P5e50445e82,10,259.3,5.3,0.131,26.66,17.91,0.594,0.212,38,1156.8,-3.5,0.119,26.48,15.96,0.561,0.211,,,,,,,,,,,,,,,,,,,,,,,,
Pd2b56a96a1,31,1286.2,1.6,0.128,32.13,25.27,0.558,0.292,,,,,,,,,8,163.8,-7.8,0.07,22.2,16.05,0.46,0.249,28,1003.8,8.1,0.145,33.46,22.63,0.633,0.236,,,,,,,,
Pf209014384,7,250.3,-2.0,0.12,27.9,20.14,0.533,0.25,,,,,,,,,9,347.8,0.4,0.1,23.29,16.15,0.519,0.214,43,1586.7,0.7,0.131,29.54,17.15,0.519,0.223,,,,,,,,
Pea46ee56c1,39,1156.3,-2.5,0.085,25.62,16.13,0.5,0.212,26,853.3,0.1,0.094,25.44,16.58,0.528,0.202,50,1526.7,5.3,0.125,34.59,25.09,0.564,0.275,,,,,,,,,17,575.4,-12.3,0.102,26.21,16.33,0.501,0.212
P73a117bd09,42,1433.6,3.0,0.134,37.29,24.48,0.572,0.254,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pb18185e9fe,8,216.3,6.8,0.189,37.12,18.48,0.757,0.163,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P15f2c20d7d,5,198.6,-0.9,0.126,33.17,22.84,0.554,0.252,1,44.5,11.5,0.082,27.49,24.26,0.644,0.215,7,250.5,2.8,0.164,39.09,27.16,0.635,0.27,8,280.5,3.5,0.184,37.35,23.36,0.615,0.25,,,,,,,,
P824176de50,18,539.2,2.0,0.112,24.64,16.23,0.604,0.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P8d3cc27d9f,38,1320.4,1.5,0.116,28.3,20.37,0.555,0.242,43,1588.4,2.5,0.155,29.6,23.21,0.64,0.251,,,,,,,,,,,,,,,,,,,,,,,,
P93a13b19c2,4,110.9,10.7,0.183,47.41,31.82,0.639,0.262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P55c8e33d89,46,1328.9,3.6,0.107,25.22,17.66,0.585,0.213,,,,,,,,,,,,,,,,,8,203.6,-6.5,0.095,26.87,16.44,0.519,0.214,11,179.8,-7.8,0.077,22.02,10.81,0.584,0.135
P36f801ddc1,4,142.9,12.9,0.118,27.45,15.36,0.588,0.175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P24a562f4ba,2,59.1,2.2,0.088,26.17,20.69,0.594,0.273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P58c3f134a2,11,262.7,-0.9,0.101,23.71,11.51,0.528,0.165,6,148.8,20.3,0.145,23.95,11.85,0.608,0.136,,,,,,,,,,,,,,,,,44,1291.9,-1.3,0.117,34.5,22.77,0.526,0.275
P26312e5087,1,29.7,-28.0,0.009,16.98,12.13,0.339,0.284,23,670.2,4.1,0.11,29.71,15.9,0.493,0.205,45,1410.5,-0.1,0.085,22.56,13.17,0.507,0.183,,,,,,,,,,,,,,,,
P33a3ea1e89,48,1697.2,3.7,0.094,27.74,21.89,0.611,0.208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pf22b67943e,27,794.8,-4.3,0.097,28.44,20.56,0.512,0.247,49,1825.4,-3.9,0.121,32.21,22.52,0.558,0.249,48,1836.5,3.3,0.129,32.23,24.74,0.56,0.279,47,1637.6,5.7,0.124,33.52,25.63,0.569,0.278,15,520.1,-1.3,0.087,27.62,19.73,0.512,0.251
P15c3bdbcba,4,129.4,19.5,0.148,34.5,21.14,0.651,0.234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pee1a8f2e9d,41,1164.9,-1.1,0.101,25.22,15.48,0.528,0.213,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pd856b04e96,37,1266.2,2.7,0.09,24.08,19.67,0.613,0.214,12,360.2,-3.6,0.081,21.89,17.99,0.625,0.192,42,956.9,4.0,0.079,23.81,18.77,0.584,0.193,24,570.6,6.8,0.073,20.63,15.96,0.556,0.175,,,,,,,,
P9926013d5a,,,,,,,,,,,,,,,,,7,156.9,-2.9,0.083,20.88,12.85,0.555,0.16,,,,,,,,,,,,,,,,
Pe73b4eac92,7,62.4,-12.9,-0.017,20.79,13.86,0.376,0.229,37,1270.4,2.1,0.079,24.79,15.39,0.52,0.202,34,919.8,4.0,0.087,23.36,13.19,0.503,0.173,36,1088.0,3.9,0.103,27.37,16.88,0.52,0.22,28,793.7,11.3,0.144,35.33,20.77,0.637,0.201
P1b1aa3dc82,34,1371.4,6.3,0.122,27.33,20.0,0.602,0.211,6,197.6,3.4,0.152,28.61,21.14,0.692,0.208,,,,,,,,,,,,,,,,,,,,,,,,
Pe966e23e9c,5,121.9,11.4,0.128,26.59,19.5,0.623,0.193,21,686.8,9.4,0.115,27.36,20.49,0.604,0.217,4,102.7,-17.9,0.13,26.65,17.54,0.627,0.189,12,230.9,-6.4,0.073,22.14,17.77,0.6,0.191,,,,,,,,
P7632bd626c,13,120.8,-12.0,0.074,30.1,17.28,0.516,0.203,,,,,,,,,35,577.3,-5.3,0.109,30.43,18.96,0.559,0.226,9,194.5,-11.0,0.067,22.95,12.22,0.538,0.162,,,,,,,,
P701bdb09e4,,,,,,,,,,,,,,,,,,,,,,,,,17,423.6,6.0,0.063,23.71,13.26,0.454,0.203,,,,,,,,
Pd5729dac8f,3,123.0,-3.2,0.123,29.28,18.45,0.498,0.246,7,234.1,0.5,0.094,25.53,16.77,0.522,0.219,14,248.6,-2.4,0.1,31.42,20.27,0.579,0.215,34,955.3,1.7,0.093,25.1,15.68,0.584,0.179,,,,,,,,
P360c31499c,38,932.5,6.7,0.154,41.7,23.55,0.61,0.221,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pa47459a77d,2,48.7,26.0,0.168,33.24,15.51,0.691,0.159,19,633.0,5.9,0.122,30.54,18.71,0.588,0.215,42,1188.7,-1.2,0.142,32.37,20.08,0.569,0.231,10,234.0,-8.4,0.109,30.31,19.38,0.587,0.207,22,527.9,-2.7,0.065,22.23,13.84,0.527,0.168
P68a89b7756,43,1311.1,7.0,0.128,38.77,23.72,0.581,0.24,45,1411.0,9.9,0.113,31.0,20.59,0.552,0.238,15,527.0,2.5,0.091,26.23,16.8,0.531,0.21,39,1100.0,6.4,0.129,31.38,20.75,0.57,0.231,,,,,,,,
Pfa73181e89,43,1288.8,-1.6,0.104,30.95,19.58,0.602,0.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pc0fff42784,6,184.8,0.8,0.063,23.19,15.2,0.425,0.231,14,433.1,0.8,0.105,25.19,17.21,0.504,0.233,,,,,,,,,,,,,,,,,,,,,,,,
P88b9812a96,41,1347.0,-5.3,0.115,27.47,14.27,0.582,0.164,,,,,,,,,,,,,,,,,,,,,,,,,35,563.6,0.0,0.127,33.41,16.42,0.534,0.18
P6e49424689,12,430.2,10.6,0.152,37.74,26.11,0.648,0.253,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pa76f81d8c3,7,200.9,5.4,0.112,36.01,17.2,0.564,0.164,5,134.8,9.0,0.132,36.85,12.82,0.508,0.158,44,1469.3,9.1,0.135,32.1,13.82,0.542,0.178,,,,,,,,,,,,,,,,
P70fe638043,,,,,,,,,2,71.5,7.6,0.134,27.68,21.14,0.629,0.203,40,1488.0,4.1,0.143,32.85,24.87,0.648,0.23,,,,,,,,,,,,,,,,
Pb10604e423,,,,,,,,,49,1117.5,1.1,0.106,29.83,18.68,0.568,0.221,,,,,,,,,,,,,,,,,,,,,,,,
Pc6c9992e46,,,,,,,,,,,,,,,,,2,42.1,-38.5,0.046,28.2,17.09,0.503,0.217,,,,,,,,,,,,,,,,
P7d52184fb7,,,,,,,,,3,76.0,1.9,0.112,27.46,18.94,0.57,0.23,,,,,,,,,,,,,,,,,,,,,,,,
Pbda800ed55,2,63.5,13.9,0.094,25.53,17.02,0.442,0.243,,,,,,,,,47,1205.1,-7.2,0.118,30.83,21.24,0.546,0.26,35,1003.2,-0.2,0.126,32.84,22.46,0.56,0.247,24,725.2,2.4,0.149,38.37,25.12,0.597,0.276
P331cffbdbb,39,1362.2,-3.4,0.106,30.18,25.13,0.588,0.253,8,219.4,-2.4,0.057,24.94,21.99,0.493,0.281,9,243.0,5.7,0.148,36.29,29.78,0.705,0.265,9,250.4,-10.2,0.058,23.58,20.42,0.551,0.246,,,,,,,,
Pceb2ff7429,20,615.3,-4.2,0.157,35.93,19.6,0.614,0.201,6,168.1,-9.0,0.176,35.12,18.63,0.573,0.23,,,,,,,,,39,1074.1,7.4,0.141,37.47,23.16,0.6,0.233,,,,,,,,
Pa380a0ce3c,33,1080.9,4.6,0.156,35.4,21.48,0.613,0.231,,,,,,,,,,,,,,,,,18,507.9,-5.5,0.098,25.73,12.97,0.501,0.179,,,,,,,,
Pf7c7a85a9a,17,559.1,8.3,0.123,30.26,23.5,0.616,0.256,14,396.3,7.6,0.119,30.07,19.44,0.549,0.223,,,,,,,,,39,1291.3,5.2,0.117,30.92,22.55,0.578,0.243,19,601.5,-9.0,0.101,29.86,21.54,0.58,0.227
P31e153a014,23,737.3,3.7,0.161,30.32,16.94,0.644,0.183,28,860.2,7.9,0.194,36.7,24.19,0.68,0.235,,,,,,,,,,,,,,,,,8,212.7,13.8,0.146,35.89,22.17,0.634,0.255
Pe39c876df8,27,880.7,7.6,0.103,29.88,20.4,0.533,0.247,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P23026d4d13,44,1533.2,-8.6,0.162,34.94,20.47,0.632,0.227,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P944e30c99c,11,347.0,3.8,0.091,24.59,16.08,0.507,0.232,10,330.6,-12.7,0.1,25.16,17.86,0.509,0.242,,,,,,,,,,,,,,,,,,,,,,,,
Pd907989bcb,11,351.1,1.4,0.144,31.07,20.41,0.561,0.228,,,,,,,,,,,,,,,,,,,,,,,,,2,7.1,50.0,0.062,35.49,15.21,0.5,0.211
P6cee28a4f3,5,180.0,-7.6,0.109,33.0,22.6,0.558,0.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P2c1e066057,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,285.8,4.5,0.107,32.0,22.8,0.477,0.301
P9da0cf7014,13,447.0,-6.7,0.093,27.79,19.25,0.559,0.214,29,1027.6,-3.2,0.132,31.88,23.65,0.567,0.284,,,,,,,,,,,,,,,,,31,1116.4,4.4,0.149,37.99,30.41,0.585,0.326
Pa5d86611c0,44,1457.2,1.5,0.071,19.81,11.19,0.488,0.142,25,801.3,-1.1,0.067,22.1,14.24,0.48,0.184,32,1025.8,3.8,0.105,26.28,16.39,0.541,0.19,,,,,,,,,27,765.1,-13.3,0.041,17.74,10.45,0.435,0.157
P1108cb2921,35,1293.3,-1.2,0.104,26.47,18.82,0.54,0.231,,,,,,,,,48,1497.8,-9.8,0.138,29.66,20.79,0.558,0.249,,,,,,,,,38,1105.8,4.6,0.15,36.69,26.99,0.558,0.296
P4f181909b7,26,1042.2,-1.4,0.129,31.37,19.17,0.515,0.252,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pdd3e192436,19,699.4,1.0,0.141,25.79,16.11,0.558,0.191,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P17aee771c1,42,1480.2,3.6,0.107,23.3,11.41,0.564,0.162,3,44.7,-9.2,0.109,20.11,13.68,0.781,0.112,10,236.6,-1.2,0.088,23.28,12.33,0.595,0.153,35,1076.3,3.8,0.113,26.43,13.68,0.541,0.177,,,,,,,,
P9702e35c0a,,,,,,,,,4,80.2,3.7,0.145,37.69,14.81,0.459,0.189,10,249.6,-4.6,0.122,28.7,14.42,0.607,0.171,,,,,,,,,,,,,,,,
P1044a073cf,1,28.9,-1.6,0.044,23.67,7.47,0.205,0.279,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pb59be03b24,1,8.4,6.3,0.25,38.42,29.88,0.717,0.227,,,,,,,,,,,,,,,,,31,988.5,4.5,0.107,27.2,18.97,0.58,0.198,,,,,,,,
P36eaf9779b,,,,,,,,,6,179.3,13.4,0.128,27.71,15.46,0.548,0.191,,,,,,,,,,,,,,,,,3,53.0,7.0,0.144,34.67,26.52,0.757,0.239
Pccdaab2014,8,193.5,0.5,0.123,36.08,24.37,0.505,0.309,26,647.4,-4.1,0.141,34.7,21.19,0.509,0.279,,,,,,,,,,,,,,,,,,,,,,,,
P622332ff90,,,,,,,,,12,378.0,4.7,0.146,31.04,17.43,0.536,0.221,,,,,,,,,,,,,,,,,13,453.4,-7.9,0.116,27.08,15.88,0.493,0.224
Pb51c66667f,20,677.3,-0.5,0.087,28.17,19.35,0.535,0.223,34,981.9,-1.1,0.067,20.06,13.02,0.481,0.198,,,,,,,,,48,1503.9,5.3,0.07,21.69,13.45,0.484,0.192,37,1314.8,-5.3,0.081,23.85,14.1,0.472,0.201
P0a4bbd8b0a,2,26.8,-31.1,0.074,33.56,18.79,0.412,0.309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pf0c15e8037,7,254.8,-0.7,0.064,19.07,14.83,0.533,0.177,21,643.6,2.6,0.083,22.77,17.06,0.544,0.203,,,,,,,,,,,,,,,,,,,,,,,,
P591a253b3e,,,,,,,,,1,42.4,8.0,0.199,39.92,28.88,0.561,0.363,31,1102.3,1.6,0.105,24.07,13.85,0.531,0.201,46,1534.5,1.2,0.131,32.75,19.47,0.512,0.258,,,,,,,,
P41b1bb4705,,,,,,,,,,,,,,,,,1,37.0,18.4,0.177,38.97,25.33,0.509,0.322,,,,,,,,,,,,,,,,
Pccb83c9fcb,,,,,,,,,4,141.2,2.4,0.157,38.49,24.22,0.625,0.214,1,36.5,33.8,0.242,40.48,28.63,0.982,0.178,,,,,,,,,,,,,,,,
P645a205457,49,1773.6,-4.4,0.106,29.37,18.04,0.577,0.194,,,,,,,,,42,890.9,-7.6,0.098,26.31,17.5,0.573,0.192,35,694.5,-4.5,0.126,31.2,21.56,0.563,0.246,23,400.2,-13.7,0.092,26.09,15.83,0.506,0.203
P83de6de3ec,25,769.9,2.8,0.132,30.21,21.18,0.577,0.258,22,813.9,-4.0,0.126,36.98,27.12,0.562,0.321,25,705.1,0.3,0.124,33.14,21.8,0.535,0.274,,,,,,,,,,,,,,,,
Pcc25131c3d,,,,,,,,,43,1383.1,5.4,0.125,29.1,21.53,0.61,0.249,,,,,,,,,,,,,,,,,,,,,,,,
P59ddf4705a,44,1230.9,-3.5,0.096,23.95,17.9,0.548,0.21,28,1074.2,-1.6,0.123,29.19,24.73,0.601,0.263,,,,,,,,,,,,,,,,,,,,,,,,
Pb8a773b356,44,1556.0,1.4,0.111,27.02,18.9,0.507,0.249,,,,,,,,,4,133.2,2.6,0.093,27.31,19.47,0.472,0.294,,,,,,,,,,,,,,,,
P5c19a79a93,4,136.1,13.2,0.106,28.03,20.63,0.547,0.259,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P2dde5c1214,1,18.2,-20.6,0.047,15.82,9.89,0.512,0.179,40,1230.6,-5.3,0.106,25.04,14.16,0.536,0.186,,,,,,,,,,,,,,,,,,,,,,,,
Pcb993abaa5,39,1006.3,6.2,0.107,31.55,14.42,0.72,0.123,39,849.8,-1.0,0.129,29.7,15.93,0.656,0.172,,,,,,,,,,,,,,,,,,,,,,,,
Pab87e9a8b8,7,208.0,-0.9,0.097,24.92,15.75,0.525,0.209,13,438.3,8.0,0.123,26.53,15.69,0.556,0.199,9,336.8,7.8,0.153,30.04,18.71,0.6,0.21,,,,,,,,,,,,,,,,
P49827cf895,9,319.2,0.9,0.17,35.75,27.18,0.599,0.282,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P0ee95e3925,1,33.2,-2.1,0.103,41.18,24.93,0.691,0.179,8,257.1,3.2,0.124,33.05,18.34,0.592,0.213,,,,,,,,,,,,,,,,,,,,,,,,
P25150e1302,47,1548.8,-5.8,0.091,25.08,15.18,0.524,0.203,44,1205.4,0.4,0.088,22.97,14.37,0.562,0.18,,,,,,,,,,,,,,,,,,,,,,,,
P9075a4686f,41,1457.7,7.9,0.149,31.69,16.3,0.568,0.212,8,240.0,10.5,0.186,38.55,18.0,0.645,0.208,,,,,,,,,,,,,,,,,,,,,,,,
Pea7725adea,9,301.8,0.7,0.122,29.58,19.8,0.556,0.236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P2dd4d0a4f4,15,516.8,6.6,0.113,28.21,19.3,0.589,0.213,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P0acc99bae4,4,117.4,-4.7,0.071,25.77,20.24,0.517,0.271,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Peda2227014,13,388.5,-11.0,0.09,27.15,21.22,0.5,0.274,38,1242.9,-0.9,0.115,27.34,19.61,0.585,0.219,41,1104.7,2.6,0.123,32.78,24.93,0.604,0.248,,,,,,,,,,,,,,,,
Pa9426d162d,,,,,,,,,3,105.3,7.6,0.161,38.28,27.0,0.531,0.379,,,,,,,,,17,457.2,-4.3,0.137,31.89,18.82,0.548,0.243,,,,,,,,
Pef9b8757a6,32,1059.8,3.0,0.158,31.83,16.78,0.574,0.203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P0ba0d4e186,46,1622.4,5.0,0.124,26.98,18.84,0.574,0.237,,,,,,,,,,,,,,,,,,,,,,,,,39,1055.5,-2.1,0.113,31.11,20.6,0.608,0.246
P00193b3ed9,,,,,,,,,,,,,,,,,6,107.4,-9.4,0.08,27.82,18.43,0.442,0.25,2,70.5,6.1,0.143,30.13,18.39,0.605,0.189,35,939.8,-0.5,0.118,30.15,19.23,0.613,0.209
Pf634b73f97,7,235.5,-3.3,0.056,20.64,15.59,0.49,0.21,24,905.7,-6.6,0.11,25.64,19.4,0.597,0.231,45,1695.1,-2.2,0.099,24.49,18.03,0.561,0.224,27,782.6,3.8,0.088,24.66,16.01,0.514,0.217,,,,,,,,
P1ef5f1c321,32,949.1,-1.0,0.106,26.89,17.75,0.552,0.23,36,993.0,11.2,0.13,29.07,20.95,0.607,0.247,,,,,,,,,,,,,,,,,,,,,,,,
Pfc32d168da,3,79.2,-10.1,0.238,50.46,32.27,0.797,0.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ped46c6be82,29,613.2,-6.4,0.122,28.71,17.5,0.534,0.212,33,876.8,-4.4,0.116,29.97,17.57,0.504,0.234,,,,,,,,,,,,,,,,,,,,,,,,
Pa48064fa8c,33,1046.5,5.4,0.095,26.63,16.75,0.543,0.212,,,,,,,,,45,1387.1,1.9,0.079,28.63,18.92,0.532,0.22,,,,,,,,,,,,,,,,
P98102db2bd,28,805.5,9.3,0.127,25.65,13.36,0.533,0.178,31,1140.8,2.9,0.148,31.11,16.13,0.537,0.201,28,959.8,6.0,0.127,30.38,16.95,0.594,0.196,33,1036.9,4.1,0.132,30.1,17.26,0.59,0.201,,,,,,,,
P7570f82c10,9,281.9,3.3,0.118,30.52,22.09,0.564,0.264,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P8c383a7533,,,,,,,,,5,132.7,7.6,0.121,29.84,18.99,0.526,0.244,,,,,,,,,,,,,,,,,,,,,,,,
Pce2a43b358,2,68.0,4.1,0.137,34.95,24.89,0.538,0.298,5,130.7,16.0,0.175,39.68,25.35,0.511,0.314,3,71.5,-3.1,0.187,42.81,31.73,0.546,0.369,,,,,,,,,15,442.2,12.9,0.178,44.29,28.33,0.583,0.305
Pc2766e3f86,6,131.5,-6.2,0.102,28.21,11.77,0.568,0.138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P9cedd79bd8,47,977.4,-1.5,0.114,30.5,16.13,0.604,0.178,47,621.4,2.4,0.108,29.66,15.99,0.641,0.162,48,812.8,2.2,0.131,35.61,21.44,0.628,0.22,49,868.1,-1.8,0.111,29.78,15.18,0.595,0.166,,,,,,,,
P84b2e1b413,32,922.4,-2.1,0.137,34.89,21.62,0.596,0.227,18,540.0,-3.6,0.162,37.73,23.47,0.572,0.273,45,1488.3,-2.9,0.175,38.85,25.37,0.637,0.267,28,988.0,-4.1,0.201,46.79,29.92,0.63,0.299,,,,,,,,
Pa24dadc449,4,108.2,-6.8,0.102,30.62,19.97,0.554,0.246,40,1082.9,-6.2,0.14,32.95,21.01,0.561,0.256,28,648.2,-5.2,0.15,35.77,25.16,0.62,0.262,,,,,,,,,,,,,,,,
Pa1aae2a35c,44,1151.6,11.4,0.164,36.04,22.41,0.63,0.241,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P04e5776a76,4,94.7,5.9,0.121,31.56,21.67,0.699,0.226,1,38.4,25.8,0.079,28.14,18.76,0.549,0.267,8,277.7,10.6,0.141,33.57,18.02,0.617,0.209,,,,,,,,,4,126.2,6.5,0.146,30.25,19.12,0.812,0.174
P85abb7e5de,,,,,,,,,,,,,,,,,38,912.3,6.0,0.134,27.46,15.7,0.626,0.168,,,,,,,,,,,,,,,,
Pf21d262b1c,50,1380.4,-1.1,0.121,29.52,16.09,0.55,0.19,49,1421.2,7.0,0.144,35.13,22.95,0.598,0.26,10,318.9,9.7,0.174,40.07,26.3,0.605,0.277,,,,,,,,,,,,,,,,
Pf78412d8c5,,,,,,,,,16,342.7,9.7,0.124,28.15,16.91,0.514,0.217,39,1160.5,-2.3,0.104,26.93,15.51,0.519,0.214,,,,,,,,,,,,,,,,
Pf38454d2db,3,98.5,28.5,0.171,35.82,28.14,0.644,0.289,4,136.5,1.9,0.138,32.96,24.79,0.577,0.252,36,1023.3,11.3,0.153,34.55,26.18,0.597,0.304,,,,,,,,,,,,,,,,
Pd35ff11e6d,,,,,,,,,8,109.3,-8.4,0.017,16.8,7.58,0.306,0.171,,,,,,,,,27,627.4,-7.8,0.077,24.5,13.54,0.468,0.196,8,141.0,-12.3,0.076,25.02,10.98,0.452,0.147
P16f77dc0c6,15,536.2,-3.1,0.148,28.87,17.86,0.632,0.204,5,150.5,7.0,0.132,26.56,15.07,0.512,0.197,,,,,,,,,,,,,,,,,,,,,,,,
P607c704c53,,,,,,,,,,,,,,,,,47,1360.4,5.6,0.129,27.87,18.26,0.566,0.221,,,,,,,,,,,,,,,,
P0029c9d3a9,27,780.5,-0.1,0.06,24.21,18.13,0.53,0.208,25,530.4,-1.0,0.073,22.67,16.36,0.575,0.183,24,241.9,-18.8,0.037,15.92,10.71,0.482,0.152,31,583.7,-0.3,0.085,25.66,16.65,0.591,0.173,,,,,,,,
Pdd79d6ef7f,,,,,,,,,1,40.6,4.8,0.087,23.03,9.74,0.373,0.153,,,,,,,,,2,60.8,3.8,0.057,18.94,13.02,0.39,0.216,,,,,,,,
P46c8e8cb1c,46,1657.5,1.7,0.107,22.31,14.12,0.553,0.175,47,1552.6,-8.1,0.065,17.6,11.18,0.48,0.158,39,1370.4,-2.6,0.116,24.56,16.34,0.58,0.181,,,,,,,,,,,,,,,,
P83f630794b,48,1276.2,-2.9,0.086,23.64,15.09,0.523,0.192,43,1435.6,9.6,0.101,25.25,14.64,0.583,0.157,,,,,,,,,,,,,,,,,,,,,,,,
P5f6276e4dd,,,,,,,,,,,,,,,,,24,799.3,2.3,0.116,28.28,20.27,0.554,0.247,,,,,,,,,,,,,,,,
Pa2709c7876,11,314.8,3.8,0.112,23.1,17.73,0.718,0.166,45,1273.2,1.0,0.098,23.89,17.9,0.607,0.195,28,1022.6,0.5,0.099,24.12,17.18,0.629,0.179,,,,,,,,,,,,,,,,
Pd0eaa15469,10,288.6,-11.0,0.098,26.07,18.71,0.52,0.255,22,618.7,-10.5,0.103,30.84,20.31,0.501,0.26,2,53.5,-3.9,0.02,19.5,14.79,0.418,0.296,,,,,,,,,9,160.8,9.6,0.142,33.81,23.06,0.941,0.188
P3ef4d7a55a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,1430.9,6.3,0.145,30.07,21.18,0.585,0.242
P6c859977a5,3,104.7,3.3,0.13,28.87,25.09,0.548,0.318,2,49.0,-34.9,0.095,24.97,15.42,0.459,0.243,,,,,,,,,,,,,,,,,,,,,,,,
Pca83b848d1,4,138.2,-2.5,0.065,20.31,16.67,0.527,0.251,,,,,,,,,,,,,,,,,,,,,,,,,5,145.8,-7.3,0.097,31.85,23.95,0.611,0.272
P4a125216bc,23,767.2,4.9,0.15,34.54,18.82,0.579,0.222,12,391.1,5.7,0.154,35.53,22.92,0.576,0.265,,,,,,,,,,,,,,,,,,,,,,,,
P944090784f,4,152.7,24.2,0.135,31.36,21.93,0.571,0.245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pb067831a66,7,268.1,-0.3,0.11,28.34,21.62,0.546,0.248,,,,,,,,,,,,,,,,,,,,,,,,,31,1041.8,2.6,0.124,31.03,22.08,0.642,0.231
P24fc987f38,,,,,,,,,16,577.2,-0.3,0.099,26.63,15.34,0.575,0.182,,,,,,,,,31,850.2,7.3,0.136,33.41,21.3,0.566,0.236,44,1177.0,5.9,0.105,28.94,17.71,0.548,0.211
P26e74779f0,35,1129.0,-6.4,0.149,31.44,21.24,0.577,0.246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P1c43036b93,12,229.8,11.8,0.116,34.94,18.33,0.474,0.231,4,78.4,9.0,0.179,48.21,23.41,0.551,0.214,,,,,,,,,,,,,,,,,,,,,,,,
P9e30954b9f,,,,,,,,,19,511.4,-5.4,0.088,25.55,17.18,0.532,0.239,28,1002.9,-1.8,0.146,33.99,24.19,0.563,0.283,,,,,,,,,,,,,,,,
