pid,cmb_bench,cmb_bmi,cmb_body_fat,cmb_hand_len,cmb_hand_width,cmb_lane_agility,cmb_max_vert,cmb_mod_lane_agility,cmb_offdrib_att,cmb_offdrib_pct,cmb_onmove_att,cmb_onmove_pct,cmb_reach_minus_height,cmb_spot15_att,cmb_spot15_pct,cmb_spotcol_att,cmb_spotcol_pct,cmb_spotnba_att,cmb_spotnba_pct,cmb_sprint,cmb_stand_vert,cmb_wing_minus_height
Pb3be83363c,,30.88,16.4,9.25,10.0,11.4,27.5,,,,,,31.5,,,,,,,3.55,23.5,8.25
P2c1e066057,7.0,24.8,4.9,8.0,9.0,11.03,34.5,,,,,,26.0,,,,,,,3.37,31.5,4.0
P8fac339738,,24.28,10.0,9.25,10.0,11.7,36.0,,,,,,27.0,,,,,,,3.21,31.0,3.0
P966e81614a,6.0,23.41,7.9,8.25,9.0,11.69,32.0,,,,,,28.5,,,,,,,3.44,23.5,5.25
Pcc98298533,14.0,26.44,6.5,8.75,9.25,11.74,35.5,,,,,,29.25,,,,,,,3.25,31.5,7.25
Pc781d37e72,2.0,25.28,7.0,8.75,9.0,11.65,30.5,,,,,,27.25,,,,,,,3.23,24.5,5.5
P7f86ce09cc,4.0,23.7,5.0,8.5,9.0,,,,,,,,27.25,,,,,,,,,3.5
Pc62b6f4e46,23.0,27.75,11.1,8.75,9.75,11.83,28.5,,,,,,28.0,,,,,,,3.41,24.0,3.5
P9c4bb7f4c2,11.0,22.53,3.8,8.5,9.0,,,,,,,,26.0,,,,,,,,,3.25
P1402e898dc,10.0,23.92,6.9,8.5,9.25,11.73,34.5,,,,,,24.25,,,,,,,3.22,30.5,1.0
P7072c546bd,15.0,27.12,7.5,9.25,9.5,10.87,36.0,,,,,,25.5,,,,,,,3.31,31.0,8.25
P10d0b75bed,8.0,24.76,4.7,8.75,10.0,11.1,36.5,,,,,,27.75,,,,,,,3.18,28.5,6.0
P96ac6f0cd3,,23.98,6.2,8.25,9.0,11.68,34.0,,,,,,27.25,,,,,,,3.25,29.0,4.0
P38bff88a77,13.0,26.02,9.6,9.25,8.5,10.89,33.0,,,,,,28.75,,,,,,,3.2,29.0,6.5
Peb88f22502,16.0,23.7,4.6,9.0,9.5,11.43,37.0,,,,,,27.75,,,,,,,3.14,32.0,6.75
P815e63680a,18.0,25.06,5.6,8.25,9.25,11.25,38.5,,,,,,25.5,,,,,,,3.19,31.5,6.0
Pa56ca2c36c,19.0,26.82,5.9,9.0,10.25,10.88,32.5,,,,,,25.75,,,,,,,3.31,26.0,6.0
P433bbb1ab7,,24.62,6.9,9.0,10.25,,,,,,,,29.5,,,,,,,,,5.75
P0b3e754c0e,8.0,25.06,11.6,8.75,10.75,11.59,32.0,,,,,,23.75,,,,,,,3.36,28.0,4.25
Pe82bc0553e,20.0,25.96,6.3,8.5,10.0,11.61,31.5,,,,,,28.0,,,,,,,3.24,27.0,4.5
Pc58bcc8049,15.0,25.94,11.2,8.75,9.5,12.1,29.0,,,,,,26.75,,,,,,,3.35,25.0,4.5
P4d2f3d5dbd,13.0,29.02,13.8,8.5,9.75,12.32,30.5,,,,,,29.75,,,,,,,3.39,24.0,7.5
P3f25ee2633,17.0,26.32,5.3,9.25,10.25,11.14,33.5,,,,,,27.0,,,,,,,3.25,28.5,5.25
P581e368d46,,32.03,20.8,10.25,10.5,,,,,,,,29.5,,,,,,,,,8.5
P7a82e40751,8.0,23.17,6.2,8.0,9.75,11.27,30.5,,,,,,23.75,,,,,,,3.49,23.5,2.75
P502aba077e,7.0,23.68,4.6,9.75,11.0,12.49,28.0,,,,,,30.75,,,,,,,3.27,25.5,8.5
P0aa146e53e,10.0,27.27,9.3,9.0,10.25,11.39,33.0,,,,,,26.5,,,,,,,3.38,27.0,6.0
Ped95bfcd7e,9.0,24.86,8.6,8.75,9.5,11.06,34.5,,,,,,25.75,,,,,,,3.27,27.5,2.25
P97ae54051b,10.0,25.59,8.0,9.5,8.75,11.15,33.5,,,,,,25.75,,,,,,,3.29,31.0,7.75
Pe03992058c,3.0,22.95,9.5,9.25,9.5,11.61,32.5,,,,,,29.25,,,,,,,3.37,29.5,7.25
P4793f789c0,,24.99,8.6,7.75,9.25,,,,,,,,24.0,,,,,,,,,2.0
Pd01ecb3669,,24.61,5.6,8.25,9.5,10.84,39.0,,,,,,26.75,,,,,,,3.14,30.0,6.5
Pec2bc35d4f,10.0,26.4,7.6,8.5,9.5,11.21,31.5,,,,,,25.0,,,,,,,3.5,23.0,3.5
P24b8a1c556,10.0,24.82,3.7,9.0,10.5,11.38,40.0,,,,,,25.25,,,,,,,3.15,31.0,5.25
P830611c613,12.0,23.4,5.5,8.25,10.25,11.83,31.5,,,,,,30.5,,,,,,,3.54,27.0,8.5
Pe6bde91a1f,12.0,22.69,6.1,9.5,11.0,11.88,36.0,,,,,,27.5,,,,,,,3.35,31.5,5.75
Pc5e44c9142,5.0,23.53,5.2,9.0,10.5,10.74,38.5,,,,,,24.75,,,,,,,3.09,34.0,8.75
P9e7b32dc92,5.0,22.84,5.1,9.0,8.25,10.96,36.0,,,,,,26.5,,,,,,,3.17,29.0,5.0
P85135a294f,14.0,25.67,5.4,9.0,9.0,11.12,39.0,,,,,,23.5,,,,,,,3.15,32.0,1.5
Pd9bc466fd2,11.0,23.49,4.7,8.5,9.5,10.07,38.5,,,,,,23.25,,,,,,,3.22,29.5,2.0
P0c700e1af1,16.0,25.95,6.3,8.5,10.25,11.35,35.0,,,,,,30.0,,,,,,,3.26,30.5,6.0
Pd11fd10026,4.0,25.89,9.9,8.25,9.25,10.33,37.0,,,,,,23.25,,,,,,,3.1,32.5,3.0
Pe1228b6b2c,7.0,25.89,9.8,9.0,9.25,11.47,32.0,,,,,,25.25,,,,,,,3.3,25.0,2.75
P74ab2a2c37,19.0,25.04,4.0,9.0,9.25,11.92,33.0,,,,,,26.0,,,,,,,3.3,28.5,3.75
Pce627023f0,12.0,25.42,8.4,8.75,9.0,10.96,37.5,,,,,,25.0,,,,,,,3.17,31.5,4.5
P2e873db9ac,,21.18,5.3,8.5,9.5,11.68,37.0,,,,,,26.25,,,,,,,3.07,30.0,2.25
P575f19a655,,24.69,10.2,8.25,9.25,,,,,,,,25.25,,,,,,,,,2.25
P355f728583,16.0,28.16,4.3,8.5,9.0,11.68,34.0,,,,,,23.0,,,,,,,3.18,29.5,6.0
P53502448c1,15.0,23.55,7.5,9.0,10.0,11.21,38.0,,,,,,26.5,,,,,,,3.14,33.5,5.0
P4d8e3ba87c,5.0,23.9,9.7,8.5,10.5,10.75,35.0,,,,,,25.0,,,,,,,3.27,27.5,3.5
P5969d3ea2a,14.0,27.27,5.9,9.5,10.75,11.3,32.5,,,,,,27.75,,,,,,,3.26,26.0,3.75
P4a7a8900d7,10.0,23.01,4.2,8.25,9.5,10.74,37.5,,,,,,25.0,,,,,,,3.07,29.0,5.25
P52af59d765,17.0,24.12,5.9,8.5,9.5,11.2,35.5,,,,,,25.5,,,,,,,3.09,30.0,5.75
P22add316a5,3.0,26.28,5.4,9.75,11.25,11.45,32.0,,,,,,28.0,,,,,,,3.15,25.5,9.0
P36b818b767,10.0,25.62,8.1,8.75,9.25,11.0,40.5,,,,,,28.0,,,,,,,3.13,33.0,7.5
P96af95e7fd,14.0,23.34,5.4,8.75,9.75,10.82,36.5,,,,,,23.5,,,,,,,3.36,29.5,2.0
P7f14bdd3aa,6.0,23.97,5.0,8.75,10.0,,31.0,,,,,,26.5,,,,,,,3.33,27.0,6.0
P43d78a0411,17.0,27.57,7.1,8.25,9.25,11.23,39.0,,,,,,23.5,,,,,,,3.18,32.0,6.5
Paef9538004,,24.24,7.6,9.0,10.0,11.12,34.5,,,,,,25.0,,,,,,,3.31,32.0,7.0
P2d49f5a403,11.0,26.62,10.2,8.5,8.25,,31.5,,,,,,26.75,,,,,,,3.4,27.0,3.0
P268ca85d2e,11.0,25.86,8.0,8.25,8.5,,33.0,,,,,,26.5,,,,,,,3.15,29.0,3.0
Pde91f9542b,12.0,23.59,5.3,8.75,10.0,11.0,32.0,,,,,,26.75,,,,,,,3.2,24.5,4.25
P749792a28d,4.0,23.85,7.0,8.25,10.0,11.05,31.5,,,,,,23.75,,,,,,,3.29,25.5,0.75
P42d7cc83b1,0.0,23.94,5.5,8.75,9.5,11.74,33.5,,,,,,28.5,,,,,,,3.02,27.0,4.25
Pc4acbf93e3,5.0,25.15,7.9,8.5,9.0,11.13,42.0,,,,,,24.25,,,,,,,3.2,29.5,3.5
P47e2698d94,18.0,26.82,6.5,9.0,9.0,11.1,42.0,,,,,,23.25,,,,,,,3.18,36.5,5.25
P69e13b90fc,10.0,25.36,10.0,8.25,8.75,11.22,30.0,,,,,,26.5,,,,,,,3.21,23.0,2.6
P701bdb09e4,15.0,25.44,7.4,9.25,10.0,11.33,37.5,,,,,,23.75,,,,,,,3.09,30.5,5.25
Pa98bcc077b,9.0,24.41,5.6,8.5,9.25,11.05,34.0,,,,,,25.5,,,,,,,3.17,28.5,4.0
P7c4530d600,3.0,24.8,5.9,9.5,10.5,11.31,36.5,,,,,,28.0,,,,,,,3.29,32.0,5.0
P3ce7981258,13.0,27.66,6.7,8.25,9.0,10.49,40.0,,,,,,22.75,,,,,,,3.14,31.5,5.0
P2c06075e55,15.0,25.93,15.5,9.25,9.75,11.72,30.5,,,,,,27.0,,,,,,,3.41,27.5,4.5
Pc8dae45369,9.0,25.29,6.2,8.75,9.25,10.92,35.0,,,,,,29.0,,,,,,,3.26,30.0,5.75
Pb0e43997bd,5.0,23.91,8.0,8.75,9.25,10.99,31.5,,,,,,25.75,,,,,,,3.24,26.5,3.25
P3e5e9d6579,10.0,28.12,13.4,9.25,9.0,11.26,33.5,,,,,,29.5,,,,,,,3.29,28.0,8.0
Pbbfb6a2c4a,8.0,27.0,6.1,9.25,10.25,12.02,25.0,,,,,,30.25,,,,,,,3.27,23.5,6.25
P2e890c30d2,7.0,25.3,5.9,8.0,9.0,10.87,39.5,,,,,,20.0,,,,,,,3.16,32.0,4.0
Pb035a35ee9,19.0,27.8,10.8,9.0,9.75,11.03,34.5,,,,,,28.75,,,,,,,3.23,29.0,6.25
P629d2ef8de,10.0,27.32,12.1,9.25,10.0,12.74,30.5,,,,,,26.75,,,,,,,3.45,25.0,4.5
Pff7518dc75,13.0,25.53,7.1,9.5,11.0,10.48,37.0,,,,,,28.0,,,,,,,3.28,32.0,8.25
Pb5ebcb5d6c,15.0,25.66,9.6,9.0,8.5,10.93,39.5,,,,,,22.5,,,,,,,3.16,38.0,4.25
P798e5b71ce,0.0,20.68,4.1,9.0,9.5,12.5,34.0,,,,,,25.5,,,,,,,3.6,30.0,4.75
Pa260a40e68,8.0,25.05,6.0,8.5,9.0,10.95,39.0,,,,,,24.75,,,,,,,3.28,33.0,4.75
P91c52ea937,3.0,26.7,12.5,7.75,8.25,11.68,29.5,,,,,,23.0,,,,,,,3.47,26.0,4.25
P0267b55e6b,20.0,28.79,9.0,9.5,10.5,11.45,34.5,,,,,,22.75,,,,,,,3.37,31.0,4.5
P31e884be2b,4.0,23.14,3.6,8.25,9.0,,,,,,,,22.5,,,,,,,,,3.0
P163aa00374,,23.62,7.9,9.0,8.5,,,,,,,,26.75,,,,,,,,,8.25
P4e4e438f6e,10.0,29.31,7.5,9.5,9.5,10.83,33.5,,,,,,27.75,,,,,,,3.39,31.5,8.5
P4b46fb5c89,,23.06,4.3,8.5,8.75,10.59,36.5,,,,,,21.5,,,,,,,3.33,29.0,2.0
Pc6c9992e46,18.0,27.79,5.5,9.0,10.75,12.35,33.5,,,,,,26.25,,,,,,,3.29,34.0,8.0
Pa548aa166c,9.0,27.4,11.3,9.0,9.5,11.01,33.0,,,,,,27.25,,,,,,,3.4,28.0,7.5
P089ae8ca96,5.0,23.13,5.3,9.25,10.25,10.87,37.0,,,,,,23.25,,,,,,,3.25,32.5,4.75
P400aecdd2c,5.0,23.14,8.6,9.25,10.0,,30.0,,,,,,31.0,,,,,,,,25.5,8.0
P2cdeb4bf00,13.0,24.4,9.4,8.5,9.5,11.56,30.0,,,,,,22.75,,,,,,,3.41,27.5,1.25
P86f7665380,6.0,24.78,5.0,9.0,9.25,11.84,32.5,,,,,,27.75,,,,,,,3.4,30.0,6.25
P6d4d3ba13b,10.0,26.32,7.1,9.0,9.0,11.36,36.5,,,,,,22.75,,,,,,,3.37,30.5,5.25
Pf2c709b50b,13.0,27.42,7.0,9.0,9.5,10.98,39.5,,,,,,23.25,,,,,,,3.25,32.0,7.5
P2db62bcb6f,17.0,27.59,7.0,8.75,8.75,10.76,41.5,,,,,,22.5,,,,,,,3.21,33.5,5.5
Pcfae2f19b7,12.0,27.51,7.7,9.0,10.0,11.57,34.5,,,,,,26.75,,,,,,,3.4,29.5,6.0
Pd2430f6dfc,11.0,24.3,4.6,9.25,9.5,11.31,38.5,,,,,,24.75,,,,,,,3.19,33.0,3.5
P093d3a11ad,17.0,28.84,11.2,9.0,7.75,11.94,32.5,,,,,,26.75,,,,,,,3.6,27.5,7.25
Pbf890a872a,6.0,24.84,8.6,9.0,9.0,,35.0,,,,,,26.0,,,,,,,3.46,28.5,5.0
P272afc1b90,6.0,27.07,7.0,9.0,10.25,11.77,35.5,,,,,,26.75,,,,,,,3.18,32.0,6.25
P4d2e34ba12,5.0,21.81,4.5,8.75,9.25,10.98,38.0,,,,,,26.0,,,,,,,3.25,31.5,7.0
P47e358160b,2.0,24.76,6.7,8.5,8.75,11.12,33.5,,,,,,23.25,,,,,,,3.41,29.0,3.5
P3f927eeca6,19.0,25.04,5.7,9.25,11.0,11.34,32.5,,,,,,24.25,,,,,,,3.41,30.0,3.25
Pf9e0178b31,13.0,24.4,5.9,8.75,9.75,11.15,39.5,,,,,,21.75,,,,,,,3.34,34.5,6.0
Pded0fedf79,17.0,27.15,5.8,8.5,9.5,11.26,32.5,,,,,,21.5,,,,,,,3.3,27.0,3.0
Pca1e2194fa,,24.63,7.8,8.5,9.0,12.03,37.0,,,,,,20.75,,,,,,,3.23,31.0,2.25
Pa3f9e715ae,9.0,26.18,9.2,9.0,10.0,12.14,31.0,,,,,,27.25,,,,,,,3.44,29.5,3.75
P319cf0c2e0,4.0,24.51,7.8,9.0,9.0,11.45,31.0,,,,,,24.25,,,,,,,3.47,28.0,4.0
P41b1bb4705,8.0,23.58,7.8,9.25,10.25,11.05,36.0,,,,,,24.25,,,,,,,3.48,30.5,4.5
Pc8a80657b3,14.0,26.97,7.5,8.5,8.75,11.34,37.0,,,,,,23.0,,,,,,,3.31,33.0,3.0
P58c3f134a2,13.0,26.29,5.55,9.0,10.0,11.82,38.0,3.25,,,,,27.0,25,0.6,25,0.6,,,3.52,33.5,7.0
P8d6fb61ea0,10.0,24.64,7.7,9.25,9.25,11.32,37.5,,,,,,25.0,,,,,,,3.22,33.5,4.75
P337fb06bb7,11.0,23.0,5.8,8.5,8.5,10.97,36.5,,,,,,22.0,,,,,,,3.42,31.0,1.75
Pc2a67f2add,10.0,25.39,7.6,10.0,10.75,11.89,30.5,,,,,,26.5,,,,,,,3.67,28.5,7.5
Paa36360f59,,26.12,8.0,9.5,10.0,11.65,31.5,,,,,,26.0,,,,,,,3.53,31.5,8.25
P4bc4764e2a,15.0,26.07,11.4,9.25,9.0,10.64,40.5,,,,,,23.0,,,,,,,3.36,34.0,2.25
P2320c27578,1.0,25.01,6.2,8.5,10.0,11.54,37.5,,,,,,21.0,,,,,,,3.32,32.5,3.75
Pf849910cdc,15.0,26.99,5.0,9.75,10.5,11.96,35.5,,,,,,26.25,,,,,,,3.17,28.5,7.5
Pc3d030ae81,2.0,22.72,3.2,8.75,10.25,11.78,37.5,,,,,,22.5,,,,,,,3.28,31.0,1.25
Pc0b16a51f2,,22.88,5.2,8.5,9.5,,,,,,,,21.5,,,,,,,,,0.75
P1ba89514b1,14.0,26.95,10.6,8.5,9.0,11.59,32.5,,,,,,24.75,,,,,,,3.44,27.0,3.5
P9fd176d178,7.0,25.22,7.7,9.25,10.0,12.33,29.5,,,,,,26.0,,,,,,,3.44,26.5,6.0
P83b3d780d7,9.0,29.65,10.7,9.25,9.75,12.77,31.0,,,,,,25.75,,,,,,,3.81,29.5,5.5
Pb172e7dcfc,15.0,24.59,4.2,8.25,9.75,10.87,40.0,,,,,,23.5,,,,,,,3.29,33.5,0.25
Pd9273beb4e,0.0,22.27,4.2,8.75,8.75,11.48,36.5,,,,,,22.75,,,,,,,3.2,32.0,3.5
P838aeb9cb6,8.0,23.72,6.3,8.25,7.75,10.65,40.5,,,,,,23.5,,,,,,,3.19,32.5,6.25
P310fe8e32c,6.0,23.35,6.0,8.25,9.75,11.72,36.5,,,,,,23.75,,,,,,,3.38,28.5,2.75
P43f8251240,,27.99,8.5,8.5,9.5,,,,,,,,23.5,,,,,,,,,4.75
P47044d9385,,29.35,10.6,9.5,11.5,,,,,,,,25.5,,,,,,,,,5.0
P52c65c114a,0.0,24.25,5.2,8.0,9.0,10.75,35.5,,,,,,24.25,,,,,,,3.24,30.0,4.25
Pbc5d4fc393,16.0,25.09,6.4,9.0,9.75,11.13,34.0,,,,,,21.25,,,,,,,3.4,30.0,0.75
P84dee8d837,16.0,26.13,6.65,9.5,11.0,11.85,33.0,3.02,,,,,26.75,25,0.72,,,25,0.44,3.4,28.5,5.75
Pf22b67943e,4.0,24.34,4.6,8.5,9.5,10.4,37.5,2.7,,,,,25.0,,,25,0.64,25,0.64,3.14,28.0,2.5
P45b94f1aab,8.0,23.03,3.95,8.25,8.5,11.78,34.0,3.24,,,,,24.0,,,25,0.6,25,0.52,3.4,28.0,3.0
Pccb83c9fcb,11.0,23.24,6.95,8.5,9.0,11.33,36.5,3.3,,,,,24.25,,,25,0.76,25,0.68,3.31,31.0,3.0
P6258e82584,3.0,25.54,6.9,8.25,8.75,11.2,36.5,3.01,,,,,25.75,,,,,,,3.16,29.5,5.75
P6a23d47737,7.0,24.46,6.45,8.5,9.0,10.6,34.5,3.2,,,,,24.0,,,25,0.52,25,0.52,3.12,29.0,3.5
P5d0988f1e1,16.0,26.27,5.9,8.25,9.5,10.98,40.5,2.89,,,,,23.5,,,25,0.6,25,0.64,3.22,33.0,5.5
P398088f587,8.0,22.01,4.4,7.5,8.5,10.68,41.0,3.7,,,,,24.25,,,,,,,3.22,31.5,2.5
P73a117bd09,9.0,23.95,4.7,9.0,8.5,11.69,36.0,3.1,,,,,27.75,25,0.72,,,25,0.6,3.34,29.5,7.5
Pcad0645e5a,10.0,23.25,4.65,8.25,8.5,10.67,36.0,3.1,,,,,26.25,,,25,0.72,25,0.68,3.32,30.5,6.0
P8d3cc27d9f,,23.64,9.6,8.0,8.25,,,,,,,,24.5,,,,,,,,,3.0
P2100fc35c8,7.0,26.23,8.6,9.0,11.0,11.22,31.5,3.14,,,,,28.0,25,0.68,25,0.52,,,3.5,26.0,5.0
Pecca0a47dd,8.0,24.97,8.35,9.0,11.0,12.75,32.5,3.26,,,,,27.0,25,0.52,25,0.52,,,3.4,28.0,6.0
P17a4a5cfae,,24.15,5.35,9.0,10.0,,,,,,,,29.75,,,,,,,,,5.75
P5f6276e4dd,7.0,23.35,4.5,8.5,8.75,11.55,36.5,3.06,,,,,26.75,,,25,0.56,25,0.64,3.4,29.5,5.75
P467b7b3f59,15.0,24.18,3.3,8.5,9.5,11.16,38.5,3.09,,,,,26.75,,,,,25,0.6,3.25,32.0,4.5
Pfb1f867cde,,23.22,8.25,8.5,8.25,,,,,,,,27.5,,,,,,,,,7.25
Pb18185e9fe,7.0,23.39,4.4,9.75,10.0,12.85,29.0,3.19,,,,,30.5,25,0.64,,,,,3.57,25.0,8.0
Pa33d5803eb,1.0,23.16,4.55,8.5,9.0,10.75,36.0,3.41,,,,,26.25,,,25,0.64,25,0.4,3.27,30.0,5.75
P70fe638043,5.0,23.19,4.35,8.5,9.0,,,,,,,,24.5,,,25,0.56,25,0.52,,,4.25
Pf825457ab4,16.0,23.95,6.05,8.0,9.25,10.68,37.5,2.93,,,,,24.5,,,25,0.6,25,0.76,3.25,31.5,2.5
P24a562f4ba,14.0,26.45,7.6,9.0,10.5,10.77,37.5,2.91,,,,,25.5,,,25,0.6,25,0.68,3.19,29.5,3.5
Pd2b56a96a1,,25.62,4.5,7.5,8.25,,,,,,,,20.5,,,25,0.52,25,0.52,,,0.5
Pf1323eea4d,2.0,25.01,10.05,8.5,9.25,11.85,34.0,3.23,,,,,28.25,25,0.8,,,25,0.64,3.51,28.5,5.25
Pf1615243ab,2.0,23.64,6.0,8.25,9.0,10.64,33.5,2.86,,,,,24.75,,,25,0.44,25,0.2,3.44,27.5,5.0
P15f2c20d7d,,23.98,14.75,9.0,10.0,,,,,,,,28.25,,,,,,,,,1.75
P36f801ddc1,12.0,24.33,3.8,7.5,8.75,10.64,44.0,3.03,,,,,19.25,,,25,0.44,25,0.64,3.08,34.5,0.5
Pea46ee56c1,4.0,23.53,10.25,8.5,9.25,10.72,33.5,3.16,,,,,25.75,,,25,0.68,25,0.48,3.32,27.0,2.5
Pde25a111c0,,,6.4,9.0,10.75,,,,,,,,,,,,,,,,,
Pf209014384,5.0,25.78,7.3,8.0,8.75,10.82,40.0,3.08,,,,,24.25,,,25,0.48,25,0.52,3.25,30.5,3.0
P3cb5a9e68b,13.0,25.12,8.6,8.0,9.5,11.02,38.5,2.91,,,,,22.25,,,,,,,3.32,32.0,4.0
P3ede0fa0b1,6.0,23.33,5.0,8.75,9.5,11.87,42.0,3.11,,,,,25.0,,,,,,,3.27,32.5,4.25
P93a13b19c2,10.0,26.47,9.0,9.0,10.0,10.99,37.0,2.93,,,,,27.75,,,25,0.4,25,0.32,3.32,29.5,6.25
Pb10604e423,13.0,25.85,7.95,8.75,9.75,12.19,29.5,2.96,,,,,27.25,25,0.6,,,25,0.72,3.57,24.5,1.75
P36eaf9779b,5.0,23.92,6.8,8.5,9.0,11.76,33.5,2.99,,,,,25.75,25,0.84,25,0.68,,,3.44,28.0,2.75
P854bff0ae3,,21.58,4.15,9.5,10.0,,,,,,,,28.0,,,,,,,,,5.75
Pca1c024cab,15.0,26.47,6.55,8.75,9.25,10.69,42.0,3.14,,,,,25.25,,,,,,,3.25,33.0,6.0
P1100d011d0,5.0,24.02,6.65,8.5,10.0,11.42,29.5,2.99,,,,,25.25,25,0.64,,,25,0.52,3.59,24.5,-1.0
P31b4a243f7,14.0,24.16,6.15,9.75,9.5,10.89,36.0,2.76,,,,,24.75,,,,,,,3.29,30.5,-0.25
Pf7f191defd,9.0,21.98,6.65,8.75,9.25,11.25,36.0,3.06,,,,,26.0,,,,,,,3.4,27.0,6.0
P591a253b3e,7.0,25.76,4.7,7.75,9.75,10.86,38.5,3.02,,,,,22.5,,,25,0.52,25,0.6,3.13,33.0,4.75
P488064c36d,10.0,25.32,8.45,8.5,9.0,10.99,40.5,3.08,,,,,25.0,,,25,0.56,25,0.4,3.25,33.0,4.75
P70aaa5fb09,10.0,23.63,7.05,8.75,9.5,11.36,36.5,3.02,,,,,26.25,,,25,0.56,25,0.28,3.34,30.0,4.75
P9dbf445dc5,1.0,21.74,4.1,8.75,10.5,11.09,34.0,2.86,,,,,25.0,,,,,,,3.21,30.0,6.75
P5e50445e82,15.0,24.83,6.05,8.0,9.75,10.59,41.5,2.93,,,,,21.5,,,25,0.72,25,0.64,3.16,33.5,3.5
Pdbcc4b2801,7.0,22.9,4.85,9.0,9.5,11.36,36.5,2.84,,,,,27.5,,,25,0.8,25,0.68,3.25,30.0,5.5
P83fd4822e5,5.0,24.85,8.05,8.0,9.5,10.9,32.0,3.03,,,,,27.0,,,25,0.68,25,0.56,3.38,29.0,6.0
P607c704c53,5.0,26.06,9.1,8.0,8.75,12.94,32.0,3.38,,,,,27.0,,,25,0.68,25,0.6,3.53,28.5,5.0
P1497c83aba,13.0,27.66,7.5,9.25,9.5,11.64,40.5,3.11,,,,,22.25,,,25,0.56,25,0.6,3.32,34.5,8.25
Pef94ae3f83,10.0,22.77,8.65,9.0,9.75,12.49,29.0,3.29,,,,,27.75,25,0.64,,,,,3.47,26.5,3.25
P622332ff90,8.0,24.22,5.5,8.25,8.75,,,,,,,,22.5,,,25,0.68,25,0.64,,,0.25
P84101ffd6c,17.0,23.61,4.75,8.5,10.5,10.82,37.5,2.69,,,,,23.25,,,,,,,3.15,35.5,0.0
Pd907989bcb,,25.75,10.8,8.5,7.5,12.13,29.5,3.05,18,0.722,35,0.6,26.5,,,25,0.76,25,0.68,3.5,24.5,6.5
P4f181909b7,,25.59,13.35,8.25,8.75,,,,,,,,28.0,,,,,,,,,7.25
P25150e1302,,24.17,6.05,9.0,9.75,11.39,39.5,3.05,18,0.667,30,0.4,27.25,,,25,0.56,25,0.6,3.18,31.5,6.75
P8c383a7533,,27.21,8.7,8.75,9.0,11.39,33.5,3.09,18,0.722,37,0.568,26.25,25,0.8,,,25,0.6,3.37,31.0,4.0
Pb59be03b24,,23.36,4.2,8.25,9.75,12.62,43.5,2.9,18,0.722,32,0.562,25.5,,,25,0.52,25,0.48,3.18,36.5,6.25
P331cffbdbb,,25.23,6.05,9.0,9.25,11.6,32.0,3.26,18,0.667,36,0.583,25.0,,,25,0.64,25,0.64,3.5,28.0,5.25
Pb8a773b356,,24.2,5.25,8.5,8.25,11.55,36.5,3.21,18,0.611,39,0.692,25.5,,,25,0.84,25,0.36,3.32,30.5,5.0
P6cee28a4f3,,23.13,4.3,8.25,9.0,10.76,38.5,2.98,18,0.722,33,0.667,22.75,,,25,0.88,25,0.52,3.28,33.0,4.75
Pd35ff11e6d,,21.94,3.85,9.25,10.5,11.46,32.0,3.04,18,0.667,34,0.676,27.25,,,25,0.48,25,0.6,3.44,26.5,6.75
Pab87e9a8b8,,24.61,5.35,8.25,9.0,,,,,,,,26.5,,,,,,,,,3.75
Pd5729dac8f,,24.2,4.45,8.5,9.0,11.15,40.0,2.96,18,0.556,35,0.486,23.5,,,25,0.48,25,0.4,3.18,34.0,4.75
Pea7725adea,,23.94,6.2,8.25,8.75,11.12,36.0,2.84,,,,,25.0,,,,,,,3.3,29.0,6.25
Pc9a1f10582,,23.58,6.4,8.5,9.5,10.75,34.5,2.88,,,,,26.5,,,,,,,3.19,31.5,5.0
P11fb43c4ea,,24.48,5.05,8.75,10.5,10.81,39.0,2.76,,,,,25.5,,,,,,,3.27,32.5,4.25
Pd8244d9a42,,24.41,3.75,9.25,9.25,,,,18,0.5,33,0.545,28.5,,,25,0.32,25,0.48,,,8.25
Pfe357344e4,,27.67,8.2,8.75,9.75,11.12,37.0,,18,0.667,31,0.613,24.75,,,25,0.64,25,0.4,3.32,32.0,4.75
P465ab55c02,,25.94,4.55,8.5,9.5,,,,,,,,21.5,,,,,,,,,4.25
P944e30c99c,,25.66,6.2,8.5,9.75,11.11,33.5,2.92,18,0.778,37,0.811,23.25,,,25,0.72,25,0.64,3.31,28.5,1.25
P2f95e0c256,,23.3,7.45,8.5,8.5,11.21,36.0,3.14,18,0.778,33,0.788,23.75,,,25,0.6,25,0.6,3.38,29.0,1.25
Pa47459a77d,,24.14,5.25,8.75,9.75,12.63,37.5,3.39,18,0.444,34,0.735,25.25,25,0.6,,,25,0.56,3.36,33.0,4.75
Pb51c66667f,,25.77,6.05,8.75,9.75,10.8,41.5,2.95,18,0.778,36,0.528,23.0,,,25,0.76,25,0.48,3.27,33.5,5.75
P59ddf4705a,,27.7,9.2,9.0,9.0,,,,,,,,24.5,,,,,,,,,4.5
Pee1a8f2e9d,,26.84,13.6,9.25,10.5,11.2,31.5,3.19,18,0.556,40,0.675,28.25,25,0.56,,,25,0.4,3.48,28.5,6.25
P96c6ba4e0f,,21.73,4.7,8.25,8.75,10.42,41.5,2.8,18,0.778,32,0.656,23.5,,,25,0.52,25,0.56,3.19,33.5,3.75
