pid,traj_d_ast36,traj_d_blk36,traj_d_fg,traj_d_fg3,traj_d_ft,traj_d_mpg,traj_d_pts36,traj_d_reb36,traj_d_stl36,traj_last_gp,traj_last_is_peak,traj_last_mpg,traj_last_pts36,traj_mpg_growth,traj_n_seasons,traj_path,traj_slope_mpg,traj_slope_pts36,traj_years_span
P109788f4ba,0.306,-0.842,-0.021,0.088,0.023,-2.6,1.706,-0.955,-0.33,30.0,0,30.9,17.825,2.7,4,1,0.84,0.597,3
P3364db28a5,-0.377,-0.707,0.02,-0.059,0.115,1.2,3.293,-0.926,0.071,27.0,1,33.9,18.265,5.1,3,1,2.55,3.008,2
Pdaafce7eb6,0.919,-0.941,-0.03,0.09,0.028,0.2,0.631,-1.495,-0.215,31.0,1,34.9,16.607,17.0,4,1,5.37,2.902,3
P03ad9770c3,-0.256,-0.493,0.069,0.01,0.068,-3.7,1.61,0.012,-0.8,32.0,1,30.1,14.711,14.4,4,1,5.29,1.855,3
P4797fb50d3,-0.819,-0.026,0.024,0.083,0.038,2.6,3.079,-1.903,0.195,34.0,1,34.0,19.588,7.0,4,1,2.05,0.865,3
P6a23d47737,0.566,0.195,0.037,0.069,0.145,1.8,4.842,1.708,0.105,32.0,1,33.9,19.646,1.8,2,1,1.8,4.842,1
P6680e3073f,,,,,,,,,,26.0,1,20.6,16.252,0.0,1,1,,,0
P07954fea73,-0.646,0.145,-0.017,0.009,-0.218,-1.9,-0.73,-1.028,-1.61,19.0,0,8.8,11.045,-1.9,2,0,-1.9,-0.73,1
P3a22280810,1.83,0.137,-0.007,-0.117,-0.043,-0.6,-1.711,-0.846,-0.349,35.0,0,28.4,13.31,-0.4,5,1,-0.74,-0.635,4
P6d3980e9f0,0.301,0.121,-0.031,-0.206,0.056,-11.7,-1.941,3.206,-0.325,32.0,0,13.7,10.248,0.2,3,1,0.1,-2.209,2
P56aec34978,0.355,-1.427,-0.092,0.0,0.078,4.2,-2.186,-0.982,-0.491,34.0,0,24.0,9.45,4.2,2,1,4.2,-2.186,1
Pf7f191defd,0.928,-0.054,-0.045,0.196,0.075,5.7,4.717,-0.615,0.497,31.0,1,35.4,16.475,5.7,2,1,5.7,4.717,1
P52af59d765,-1.032,-0.093,0.005,0.043,0.072,-1.7,1.73,-1.18,-0.377,33.0,1,33.1,14.248,22.4,3,1,11.2,1.741,2
P38145d33eb,0.587,-0.213,-0.001,-0.244,0.096,-1.3,2.7,-0.933,0.441,34.0,1,27.8,18.906,-1.6,4,1,-0.17,0.102,3
Pdc16ca4e2e,-0.044,0.156,0.017,0.139,0.085,4.2,6.009,0.689,0.552,36.0,1,32.3,21.511,8.4,4,1,2.89,1.708,3
P9b79feb6a3,-2.701,0.0,0.021,0.024,0.064,6.0,1.372,0.761,-0.565,39.0,1,35.8,15.385,24.1,4,1,6.85,0.702,3
P26312e5087,-0.635,-0.045,0.013,0.003,-0.011,3.2,1.901,-0.309,-0.181,32.0,1,29.3,14.867,1.1,4,1,-0.22,0.188,3
Pf091cf9935,1.162,-1.155,-0.197,-0.004,-0.398,2.0,-7.668,-1.309,0.255,3.0,0,20.7,8.696,10.1,4,1,3.08,-1.15,3
P1f88525e9f,0.964,-0.195,-0.055,-0.036,-0.065,8.1,0.364,0.601,-0.004,31.0,1,32.1,15.364,23.4,3,1,11.7,1.889,2
Pf5ec6d144b,2.355,0.003,0.055,0.061,-0.011,13.1,6.389,-1.705,-0.389,36.0,1,26.5,18.747,23.2,4,0,8.0,3.849,4
Pb3e461d4cf,,,,,,,,,,29.0,1,27.4,16.555,0.0,1,1,,,0
P441a89e79f,-1.59,0.0,0.006,0.039,0.072,0.8,1.331,0.443,-0.025,38.0,1,34.2,16.421,19.8,5,1,4.36,1.308,4
Pae3adc3ef4,-0.271,-0.001,-0.005,-0.021,0.014,0.4,2.448,0.927,0.296,32.0,1,33.9,19.965,0.4,2,1,0.4,2.448,1
Pc0a66d6cca,-0.679,-0.209,-0.079,-0.045,-0.122,-2.0,-0.597,-0.702,0.062,38.0,0,31.4,20.637,22.1,5,1,5.66,4.163,4
Pca83b848d1,,,,,,,,,,30.0,1,30.1,17.581,0.0,1,1,,,0
P01dc454b71,0.631,-0.094,-0.017,-0.275,-0.012,-2.7,-5.301,3.036,-0.306,37.0,0,28.1,18.192,16.8,4,1,6.42,2.151,3
Pb7b7147bb1,0.712,-0.07,-0.025,-0.054,0.035,2.9,0.411,-0.546,0.339,33.0,1,35.9,13.939,16.1,5,1,3.3,1.081,4
Pd51160cf5e,2.389,0.935,-0.041,0.083,0.01,-1.8,2.918,-0.41,0.421,37.0,1,30.0,19.56,18.8,3,1,9.4,2.869,2
P4ec69893f6,0.011,0.315,0.013,0.003,-0.182,1.87,1.843,0.617,-0.46,58.0,0,23.9,16.24,14.17,4,0,4.694,-0.25,3
P32ad967364,0.112,0.51,0.016,-0.065,0.092,3.0,4.182,1.08,0.608,40.0,1,26.4,20.182,2.8,3,1,1.4,3.379,2
P7271485ede,0.788,0.08,0.007,0.031,-0.05,4.0,4.098,0.611,-0.225,33.0,1,32.0,15.412,11.8,5,1,2.17,1.479,4
Pf1dc83702a,-0.463,0.008,-0.027,-0.005,0.22,-15.4,-2.67,1.35,1.134,14.0,0,7.5,9.12,-9.5,3,1,-4.75,-0.522,2
P79c8ced5ce,0.254,1.273,0.069,0.079,0.125,4.6,10.204,2.9,-0.3,26.0,1,22.9,23.581,11.6,5,1,1.44,1.568,4
P48e78aee32,1.099,-0.353,-0.075,,0.023,-1.3,5.008,1.179,0.628,8.0,1,24.1,20.315,13.2,3,1,6.6,3.387,2
Pa8621489c8,-0.296,0.013,0.058,0.169,-0.092,5.2,-0.542,0.168,0.719,31.0,0,28.3,13.484,3.9,4,1,1.68,-0.63,4
Pe0b660d280,,,,,,,,,,32.0,1,32.2,19.006,0.0,1,1,,,0
Pa9b6b7ec3f,-0.489,-0.116,0.037,0.079,0.007,5.4,1.241,-1.347,0.637,37.0,1,23.1,10.597,5.4,2,1,5.4,1.241,1
P22340c4458,-0.138,0.021,-0.143,-0.087,-0.066,5.5,1.385,1.332,0.085,35.0,1,32.7,14.752,13.3,4,1,4.32,2.53,3
P465ab55c02,1.312,0.203,-0.027,-0.059,0.055,2.6,2.977,1.428,0.43,35.0,1,32.3,18.613,2.6,2,1,2.6,2.977,1
P659b205e3c,-0.509,0.071,0.019,0.001,0.136,10.4,5.527,1.101,-0.178,30.0,1,33.8,20.45,10.4,2,1,10.4,5.527,1
Pf85863f4bd,,,,,,,,,,30.0,1,26.9,14.989,0.0,1,1,,,0
P123f055136,,,,,,,,,,36.0,1,30.2,13.709,0.0,1,1,,,0
P2acab9acdb,0.447,0.517,0.082,-0.028,0.008,5.8,0.95,-0.07,-0.444,22.0,1,31.7,16.24,24.5,3,1,12.25,4.87,2
P69e13b90fc,-0.752,-0.492,0.015,-0.078,0.008,-1.1,-0.267,0.015,-0.072,37.0,0,34.8,17.483,6.2,4,1,2.23,0.153,3
P9cddcdc1ad,-0.053,-0.125,-0.006,0.028,0.048,1.2,0.392,-0.202,-0.254,31.0,1,33.1,19.577,21.1,3,1,10.55,1.239,2
P15c3bdbcba,133.18,,0.215,-0.227,0.038,-16.51,,49.471,1780.204,0.594,,0.19,,-18.21,8,0,-0.791,-1.018,7
Pb571c7aa88,-0.229,-0.292,0.024,-0.134,-0.325,8.8,0.396,0.958,-0.01,33.0,0,21.6,13.333,9.8,4,1,1.84,0.456,4
P52f2ddbdea,1.131,0.022,-0.072,0.025,-0.073,2.92,2.031,-0.383,0.217,48.0,1,30.75,20.239,21.13,6,0,4.402,1.727,5
Pf20205fffb,0.882,0.062,0.063,-0.002,0.06,4.1,4.028,1.435,0.846,33.0,1,33.7,15.703,4.1,2,1,4.1,4.028,1
P14a01dedf9,-0.468,0.061,-0.065,-0.051,0.013,5.9,2.136,-0.976,-0.02,36.0,1,35.4,24.712,12.2,3,1,6.1,4.365,2
P2dc9628338,,,,,,,,,,31.0,1,29.4,12.735,0.0,1,1,,,0
P865ed42223,,,,,,,,,,24.0,1,29.0,25.076,0.0,1,1,,,0
P1ba89514b1,-0.325,-0.171,0.081,-0.7,-0.073,-2.5,3.784,-1.319,0.487,32.0,1,31.2,20.769,13.1,5,1,3.23,2.241,4
P367a636ba4,0.724,-0.124,0.079,0.158,0.059,3.3,2.205,1.081,-0.057,37.0,1,35.1,20.205,13.8,3,1,6.9,3.849,2
P7329b5e7c4,1.195,-0.404,0.016,0.045,0.078,19.7,1.63,0.324,-0.02,34.0,0,33.8,11.077,6.2,3,1,3.1,-2.092,2
P9a02cf437c,,,,,,,,,,39.0,1,33.9,12.531,0.0,1,1,,,0
Pb463182292,1.778,-0.015,-0.016,-0.065,0.027,2.4,-0.931,-0.666,0.665,25.0,0,34.7,20.023,21.4,5,1,4.12,2.354,4
Pc131e1ee6f,0.965,0.042,0.069,0.039,0.055,4.4,2.727,0.159,0.193,31.0,1,33.0,15.818,9.5,3,1,4.75,1.552,2
Pb1c5565b99,1.008,-3.203,0.041,-0.075,,7.7,1.836,-2.693,0.939,6.0,1,19.0,8.526,7.7,2,0,7.7,1.836,1
Pdf5a3388b3,,,,,,,,,,33.0,1,20.5,9.307,0.0,1,1,,,0
P404f9fdfb6,-0.427,-0.001,0.01,0.067,0.036,4.65,0.509,-0.434,-0.465,54.0,1,20.39,12.442,16.16,4,0,5.411,2.039,3
P32ff4229d3,0.859,-0.218,0.046,0.078,0.029,3.3,5.466,3.36,-0.189,33.0,1,35.3,20.091,16.6,3,1,8.3,1.382,2
P63a2ab1a2a,-1.928,-0.882,-0.054,0.061,0.041,-1.0,0.47,2.653,0.502,32.0,1,29.6,25.176,12.4,4,1,3.91,2.554,3
P98f1a6546b,0.071,-0.002,0.0,0.036,0.024,0.6,-0.099,-0.049,-0.243,40.0,0,32.7,17.284,22.7,5,1,5.16,0.871,4
P21372aaded,1.227,0.5,-0.038,0.28,0.088,0.8,4.037,0.009,0.476,33.0,1,27.3,14.769,6.1,4,1,2.37,2.272,3
P74240d498b,,,,,,,,,,32.0,1,23.3,23.485,0.0,1,1,,,0
Pa779a7b0cf,0.507,-0.377,-0.045,0.189,0.061,5.96,2.385,1.744,0.334,50.0,1,19.66,18.414,15.59,3,0,7.797,2.272,2
Pa8a4b42a31,0.208,0.187,-0.003,0.002,0.029,3.5,-0.456,-1.438,0.184,34.0,0,34.2,17.368,9.8,3,1,4.9,3.225,3
Pe966e23e9c,0.613,-0.106,0.034,0.025,0.057,0.1,1.497,-0.632,-0.106,32.0,1,34.9,18.877,19.1,4,1,6.36,0.071,3
Pb067831a66,-0.31,-0.692,0.059,0.158,0.064,6.3,2.738,-0.178,0.237,26.0,1,27.8,15.799,3.8,3,1,1.9,2.199,2
P0be342d921,-0.461,0.608,0.041,0.083,-0.009,0.9,0.541,-0.916,0.376,32.0,1,26.7,20.494,13.4,4,1,4.51,2.002,3
P2cd53b2728,0.17,0.09,0.049,-0.014,0.022,4.6,6.653,1.049,0.593,31.0,1,33.9,23.363,4.6,2,1,4.6,6.653,1
Pe54f989cc8,0.194,-0.045,0.001,0.088,0.059,2.3,-0.179,-0.445,0.262,32.0,0,34.3,16.583,12.0,4,1,3.99,1.323,3
P2e4a40f74c,-0.345,-0.019,-0.031,-0.042,0.02,1.8,3.299,-1.133,0.352,32.0,1,32.5,15.729,14.2,4,1,4.19,0.499,3
P8926a62cc8,0.015,0.168,0.11,-0.111,-0.119,-0.2,-1.98,1.496,0.148,30.0,0,25.6,14.625,-0.2,2,1,-0.2,-1.98,1
P82887a653c,-0.613,-0.024,0.021,0.03,0.039,1.8,2.359,-0.085,-0.448,35.0,0,37.4,19.348,8.6,4,1,2.52,0.507,4
P445f167264,2.066,-0.935,0.044,-0.083,-0.032,-0.1,-1.969,1.159,-0.31,36.0,0,22.8,17.211,18.8,5,1,3.99,1.72,4
P360c31499c,,,,,,,,,,7.0,1,8.0,10.35,0.0,1,0,,,0
P089ae8ca96,,,,,,,,,,32.0,1,36.1,15.457,0.0,1,1,,,0
P4a1b07df85,,,,,,,,,,34.0,1,29.8,18.846,0.0,1,1,,,0
Pdb1689c286,,,,,,,,,,35.0,1,32.8,18.768,0.0,1,1,,,0
P272afc1b90,,,,,,,,,,40.0,1,31.1,13.775,0.0,1,1,,,0
P86df290cda,0.693,-0.456,0.048,0.102,-0.008,13.9,12.12,-0.382,-0.133,35.0,1,31.9,26.52,13.9,2,1,13.9,12.12,1
Pd559eb82c1,0.466,0.001,-0.063,-0.064,-0.009,-4.1,1.421,-2.347,-0.167,34.0,0,24.4,9.0,21.1,5,1,5.6,-3.513,4
P51e6803c0a,1.198,0.234,-0.063,-0.056,0.018,-1.5,-1.996,3.242,0.296,31.0,0,32.8,11.963,15.9,3,1,7.95,-2.006,2
Pcb1e0b77ca,0.58,0.11,0.021,0.019,0.18,2.5,2.461,0.93,-0.128,34.0,1,32.6,19.325,25.3,4,1,7.9,2.011,3
P220e9380db,1.627,0.09,0.032,-0.008,-0.018,4.1,-0.823,-0.201,-0.207,31.0,0,34.8,12.31,4.6,4,1,1.56,0.636,3
P4f47ca7b5d,0.037,-0.252,-0.014,0.0,-0.137,-0.8,1.962,0.109,-0.266,37.0,1,24.5,17.045,14.7,4,1,5.66,2.47,4
Pf92c037d4b,2.177,0.098,0.0,0.048,0.06,6.5,2.487,-0.612,-0.069,36.0,1,36.9,17.171,4.86,4,1,1.449,0.104,3
P0e1f032d1f,-0.558,-0.222,0.07,0.088,-0.02,-0.2,1.4,-0.296,-0.222,36.0,1,30.7,18.293,24.7,5,1,5.77,3.409,4
Pa5128e8532,0.038,2.787,0.03,-0.05,0.059,16.8,-1.969,-1.7,-0.499,34.0,0,25.6,16.031,16.8,2,1,16.8,-1.969,1
Pb2b564e4f2,-0.697,-0.14,0.017,-0.009,0.025,2.0,4.905,1.73,0.725,29.0,1,31.0,24.271,10.1,4,1,4.21,4.296,4
P328a9a467a,-0.347,-1.305,0.003,1.0,0.13,2.3,-0.204,-0.874,-0.334,38.0,0,25.8,9.907,10.3,3,1,5.15,0.308,2
P2b95cb9990,-0.352,-1.314,0.044,,0.062,17.5,5.424,-0.332,-0.176,31.0,1,29.6,17.027,14.9,3,1,7.45,2.269,2
P624b2b5afe,1.305,-0.221,-0.106,-0.098,0.056,9.5,1.283,-0.59,0.423,27.0,1,35.6,17.697,26.0,4,1,7.49,2.928,3
Pf7c7a85a9a,,,,,,,,,,40.0,1,32.4,15.889,0.0,1,1,,,0
P46419801dd,,,,,,,,,,26.0,1,28.2,14.553,0.0,1,1,,,0
P780225999f,0.929,-0.709,-0.05,-0.144,-0.116,0.1,-0.175,-1.556,-0.239,32.0,0,30.8,17.766,4.9,4,1,1.88,1.299,3
Pc37129efde,1.081,-0.173,-0.009,0.047,-0.023,3.0,1.466,-0.503,0.119,28.0,1,34.6,16.96,3.0,2,1,3.0,1.466,1
Pe6fe5c747b,,,,,,,,,,39.0,1,17.3,20.809,0.0,1,1,,,0
P2e77fdcd5f,0.159,0.368,0.154,0.051,-0.119,14.9,2.506,4.16,0.757,31.0,0,27.8,10.878,17.5,4,1,4.24,-0.369,4
P04b95b58e0,0.401,-0.046,0.091,-0.031,0.041,6.8,3.602,1.417,0.174,30.0,1,26.7,16.989,7.3,3,0,3.65,4.041,3
Pd6736ed788,1.027,-0.007,0.004,0.001,-0.031,0.7,-0.69,0.084,0.311,31.0,0,33.7,17.092,12.7,4,1,4.12,1.073,3
Pcf60b82b9d,1.992,0.808,-0.025,-0.222,,2.5,3.198,2.523,0.097,10.0,0,15.2,12.553,7.6,3,0,3.8,-3.671,2
P9b4a07a3b9,,,,,,,,,,37.0,1,25.6,10.406,0.0,1,1,,,0
P4098a4e5cd,1.469,-0.41,-0.037,-0.111,-0.0,1.62,-4.551,-1.767,-0.52,47.0,0,29.24,21.909,1.62,2,0,1.623,-4.551,1
P87c0df2ff6,0.257,0.1,0.008,0.068,0.071,2.5,3.442,0.395,0.454,34.0,1,33.2,18.217,6.1,4,1,1.35,1.897,3
Pe661d7acde,1.561,-0.336,0.011,-0.083,0.118,16.9,5.259,0.246,0.763,32.0,1,31.6,14.81,16.9,2,1,16.9,5.259,1
P47044d9385,,,,,,,,,,34.0,1,31.5,15.314,0.0,1,1,,,0
P4f020a46a6,0.283,-0.771,-0.104,-0.072,0.048,-0.6,-4.758,-0.641,0.136,33.0,0,31.0,19.394,8.5,4,1,3.37,-0.111,3
P429241cb33,,,,,,,,,,27.0,1,30.0,19.56,0.0,1,1,,,0
P7dfb5a7395,-0.23,0.297,0.106,0.21,0.05,1.5,0.737,-1.986,-0.302,33.0,1,32.9,18.164,10.6,4,1,3.42,1.444,3
P47e358160b,-0.297,-0.138,-0.023,-0.02,0.036,2.8,0.216,-0.307,-0.184,40.0,1,31.2,15.808,2.8,2,1,2.8,0.216,1
P694212af03,3.113,0.103,0.001,0.083,0.018,-0.7,-1.901,-0.945,0.537,35.0,0,35.1,10.769,0.3,4,1,0.27,-0.29,3
P4d55024373,-1.049,0.123,0.115,0.067,-0.01,-1.5,3.602,-0.725,0.061,27.0,1,31.9,20.201,-1.0,3,1,-0.5,2.66,2
Pcf591b3097,,,,,,,,,,33.0,1,30.1,13.515,0.0,1,1,,,0
P2a77fa93f7,,,,,,,,,,34.0,1,27.0,14.8,0.0,1,1,,,0
Pc3b8b90cf8,0.491,-0.187,-0.056,-0.143,-0.017,2.8,-2.723,0.14,0.047,33.0,0,30.8,16.948,6.3,3,1,3.15,-0.563,2
Pad2abbabb5,-0.685,-0.498,-0.007,0.015,0.067,-3.4,-0.964,-4.108,-0.51,40.0,0,30.2,18.0,0.1,3,1,0.05,0.748,2
P4583d7bf3c,1.133,0.017,-0.043,0.032,0.105,-2.8,0.227,0.556,0.069,21.0,1,33.1,15.77,-0.3,4,1,0.08,1.462,3
P03328260f7,1.784,-0.005,0.003,0.006,0.107,1.5,7.02,0.053,0.212,34.0,1,34.8,16.966,3.8,4,1,1.26,1.964,3
P42b9d239c3,,,,,,,,,,33.0,1,33.9,22.301,0.0,1,1,,,0
Pa7dbf13041,,,,,,,,,,31.0,1,31.1,15.048,0.0,1,1,,,0
Pdda77ad869,0.787,0.146,-0.027,-0.158,-0.002,4.9,1.533,0.751,-0.174,34.0,1,29.2,16.644,2.9,4,1,0.36,2.665,4
P9c2d575f48,0.713,-0.696,-0.093,0.5,0.018,5.1,-0.688,1.674,0.168,42.0,0,34.2,16.632,5.1,2,0,5.1,-0.688,1
Pd7d10f6f4c,0.12,-0.315,-0.021,-0.091,0.072,-1.6,1.781,1.383,-0.193,36.0,1,30.9,18.175,2.3,4,1,1.09,0.691,3
P4d2e34ba12,-0.355,-0.169,-0.009,-0.032,0.013,8.4,3.254,-0.883,0.036,34.0,1,37.2,17.129,8.4,2,1,8.4,3.254,1
P396ba96b58,2.056,0.463,-0.008,,0.021,2.2,1.412,2.242,0.166,32.0,1,34.5,21.809,5.2,4,1,1.36,1.601,3
Pd742da0a27,,,,,,,,,,28.0,1,20.1,14.866,0.0,1,1,,,0
Pa306b38c4f,1.213,0.102,-0.002,0.125,0.062,5.4,2.514,-0.412,0.494,36.0,1,27.6,15.0,21.7,5,1,5.21,0.863,4
Pde25a111c0,0.345,-0.702,-0.019,0.125,0.099,5.2,6.039,1.467,-0.067,38.0,1,26.4,16.227,5.2,2,1,5.2,6.039,1
Pf3464e2f59,-0.827,0.0,0.021,0.038,0.046,3.8,2.382,0.68,0.381,15.0,1,36.1,21.44,7.4,4,1,2.39,2.556,3
P9e732e040b,0.254,-0.221,-0.009,0.007,-0.042,-0.5,-0.172,0.751,-0.099,30.0,0,31.8,17.66,19.5,3,1,9.75,4.586,2
Pbda800ed55,0.233,-0.016,0.046,0.2,-0.075,-2.5,-1.139,0.03,-0.512,33.0,0,29.0,15.89,-2.5,2,1,-2.5,-1.139,1
P23f1ba707f,,,,,,,,,,35.0,1,30.7,22.397,0.0,1,1,,,0
P621ab8f1c3,1.243,-0.038,-0.046,0.015,0.106,5.4,6.119,0.457,0.224,33.0,1,35.0,16.457,5.4,2,1,5.4,6.119,1
P31e884be2b,0.324,0.17,0.013,-0.022,-0.042,5.4,1.117,0.132,-0.851,36.0,1,34.6,18.624,15.5,3,1,7.75,3.469,2
P6bb68789bc,-0.595,0.003,-0.024,-0.003,0.023,-1.0,0.177,-0.097,0.248,29.0,1,33.6,16.929,5.0,3,1,2.5,1.919,2
P24c85e006b,-0.647,0.515,-0.1,-0.014,-0.014,4.4,2.532,-0.485,0.101,35.0,1,33.5,21.707,21.5,4,1,7.12,2.965,3
Pa99e47f62c,-0.398,0.225,-0.054,-0.004,0.071,-1.8,1.771,0.015,-0.036,33.0,1,33.6,16.821,1.4,4,1,0.52,1.797,3
P00e7133fc6,,,,,,,,,,33.0,1,30.0,27.12,0.0,1,1,,,0
P57690f53ec,-0.715,-0.107,-0.005,-0.052,-0.106,4.5,0.451,-0.121,-0.101,24.0,1,38.1,16.63,6.9,4,1,1.78,2.12,3
P61d8f8df57,-0.776,-0.299,0.014,-0.063,0.195,11.3,6.278,1.459,0.746,24.0,1,31.9,22.006,11.3,2,1,11.3,6.278,1
Pd084613a9a,-0.58,0.38,-0.03,-0.166,0.125,4.5,2.993,0.791,0.23,38.0,0,20.3,8.69,0.1,4,1,-1.35,-1.026,3
Pb0e43997bd,1.5,0.222,0.024,0.034,0.037,-0.7,2.477,0.208,0.236,34.0,1,34.7,22.409,1.6,3,1,0.8,4.407,2
Pb52cacc824,0.826,-0.745,-0.038,-0.286,0.14,3.5,0.019,2.789,-0.097,26.0,1,27.3,20.44,8.4,3,1,4.2,4.601,3
P495dd3afc8,3.315,0.196,-0.018,-0.095,-0.076,4.7,-0.829,1.205,0.13,34.0,0,33.8,20.45,15.3,4,1,4.52,2.119,3
P218d8c92b9,0.281,0.134,-0.047,-0.083,-0.007,4.3,0.406,-0.369,-0.028,36.0,1,28.9,22.796,18.9,4,1,5.37,3.276,3
Pb0f44d6b69,3.324,-0.055,0.008,-0.001,0.042,6.0,2.242,-1.445,0.071,33.0,1,31.2,16.385,6.0,2,1,6.0,2.242,1
P6a3fce0af3,,,,,,,,,,31.0,1,30.4,15.987,0.0,1,1,,,0
P2b13664da5,0.427,-0.334,0.125,0.047,0.067,6.8,5.212,1.745,-0.388,25.0,1,26.3,16.289,14.0,3,1,7.0,2.437,2
P71e4e7122a,-0.721,0.089,0.025,0.02,-0.009,3.4,-2.613,-0.946,-0.927,29.0,0,30.2,18.477,3.8,3,1,1.9,0.307,2
P36f801ddc1,1.034,-0.042,0.119,0.083,-0.08,10.8,3.934,0.243,-0.272,36.0,1,36.4,14.341,10.8,2,1,10.8,3.934,1
Pa4877bedac,1.098,0.288,0.075,0.038,-0.001,6.87,4.233,-0.23,0.735,65.0,0,18.62,15.754,15.92,6,0,2.226,1.728,5
P0b253c1504,0.367,-0.122,0.056,0.055,0.066,14.7,5.633,-0.245,0.122,37.0,1,29.4,19.837,14.7,2,1,14.7,5.633,1
P6876f611cb,0.564,0.97,0.063,-0.026,0.021,3.8,2.324,0.121,0.519,30.0,1,32.4,15.667,16.9,4,1,6.29,1.698,3
P523c5eb5e6,,,,,,,,,,33.0,1,28.6,19.259,0.0,1,1,,,0
P90a7395cb0,-0.293,1.142,0.046,0.1,0.092,4.6,2.052,2.908,0.266,31.0,1,31.3,17.827,4.6,2,1,4.6,2.052,1
P82dc635a40,2.032,0.357,0.05,0.035,0.005,-0.1,0.894,0.131,0.482,30.0,1,30.3,19.842,3.5,3,1,1.75,3.07,2
P17f11f33c2,,,,,,,,,,3.0,1,17.7,20.339,0.0,1,1,,,0
P8fac339738,0.141,0.358,0.06,,0.086,9.1,4.461,-0.251,-0.25,23.0,1,27.9,17.29,9.1,2,1,9.1,4.461,1
P4294404a76,-0.081,-0.512,0.037,,-0.011,-0.8,-1.08,-1.487,-0.098,32.0,0,31.3,15.182,9.9,3,1,4.95,1.199,2
P50c2524b85,,,,,,,,,,37.0,1,33.7,15.383,0.0,1,1,,,0
Pa3fa433740,,,,,,,,,,31.0,1,34.5,14.609,0.0,1,1,,,0
P400aecdd2c,0.53,-0.727,0.0,,0.029,2.4,1.173,-1.371,-0.067,35.0,1,29.1,16.948,13.3,3,1,6.65,1.981,2
P58e5b2eaa8,1.9,-0.178,0.015,0.036,0.011,3.8,4.041,0.533,0.081,40.0,1,29.3,16.464,21.1,3,1,10.55,4.5,2
P2c3a1eb46b,,,,,,,,,,35.0,1,25.3,18.356,0.0,1,1,,,0
P150b11f782,0.497,0.096,0.034,-0.008,-0.008,-0.1,-2.82,-0.563,0.003,27.0,0,37.6,16.755,5.8,4,1,2.02,0.228,3
P251ed0e7a3,0.139,0.447,-0.027,-0.115,-0.051,-1.4,1.318,-1.683,0.207,35.0,1,26.2,18.275,4.7,3,1,2.35,3.026,2
P4879fe4868,0.222,-0.127,0.022,0.017,0.004,5.0,-0.06,-0.649,-0.299,31.0,0,33.3,17.622,6.0,6,0,0.189,-0.06,8
Pe6bde91a1f,0.302,0.204,0.014,-0.009,-0.081,1.1,-0.009,-0.854,0.429,35.0,0,32.4,19.889,19.0,4,1,6.05,1.914,3
Pe22f69b7a0,0.507,1.472,0.016,0.036,0.019,3.8,1.199,0.362,-0.207,32.0,1,33.2,21.036,16.6,3,1,8.3,3.253,2
P9cb019ad12,1.48,0.012,0.044,0.001,0.033,-1.9,3.728,0.427,0.619,26.0,1,32.3,17.833,-1.5,5,1,0.52,2.367,4
Pfa8477edf9,-0.99,0.446,-0.007,0.05,-0.01,1.5,3.52,1.077,-0.341,33.0,1,36.6,16.033,14.1,4,1,4.97,1.417,3
P69f4c7679c,0.862,0.0,0.028,0.035,0.011,0.0,1.94,1.186,0.216,32.0,1,33.4,18.97,0.3,3,1,0.15,4.21,3
Pc624860c4a,,,,,,,,,,27.0,1,23.0,14.713,0.0,1,1,,,0
P0ca52587ca,1.103,-0.083,-0.009,0.046,0.102,7.2,2.312,0.114,0.065,39.0,1,34.5,15.235,23.3,4,1,8.44,1.644,3
P3daa0c9125,-0.32,0.341,-0.016,-0.5,0.006,1.9,1.05,0.855,-0.192,34.0,1,30.1,16.625,21.4,4,1,7.57,2.952,4
P0c0603520c,0.99,,0.069,-0.036,0.084,3.1,1.565,0.357,0.793,10.0,0,28.6,9.189,5.9,9,0,0.732,-0.011,8
Pe71646e585,-0.343,0.015,0.01,-0.065,0.078,16.1,4.255,-0.145,0.152,36.0,1,35.0,17.589,16.1,2,1,16.1,4.255,1
P3f927eeca6,0.594,0.395,0.101,0.091,0.026,23.6,6.177,4.015,-0.312,32.0,1,31.8,15.396,23.6,2,1,23.6,6.177,1
P714602a9aa,,,,,,,,,,32.0,1,34.1,17.419,0.0,1,1,,,0
P999bb1cbab,,,,,,,,,,31.0,1,35.1,23.795,0.0,1,1,,,0
Pa06f6a14b5,-0.081,0.681,-0.03,-0.003,0.001,2.5,-1.276,1.127,0.081,34.0,0,36.2,17.204,22.9,5,1,5.65,2.965,4
P5492e07ad3,-0.555,-0.448,0.027,0.194,0.0,2.9,4.67,1.649,-0.009,36.0,1,29.9,21.07,2.9,2,1,2.9,4.67,1
P9da0cf7014,0.646,0.151,0.013,-0.004,0.017,-1.3,4.035,-0.493,-0.077,37.0,1,32.2,20.907,26.9,4,1,9.25,2.865,3
P3ce7981258,3.18,-0.003,0.03,0.022,-0.013,0.8,-0.603,-0.565,0.194,35.0,0,31.9,18.959,3.5,3,1,1.75,-0.344,2
P91c6876a66,0.628,-0.023,0.004,-0.092,-0.05,-15.1,-7.887,-1.034,-0.359,28.0,0,19.5,7.2,0.6,4,1,0.68,-0.782,3
