pid,traj_d_ast36,traj_d_blk36,traj_d_fg,traj_d_fg3,traj_d_ft,traj_d_mpg,traj_d_pts36,traj_d_reb36,traj_d_stl36,traj_last_gp,traj_last_is_peak,traj_last_mpg,traj_last_pts36,traj_mpg_growth,traj_n_seasons,traj_path,traj_slope_mpg,traj_slope_pts36,traj_years_span
Pef380f9642,-0.309,-0.464,0.001,0.011,-0.078,-8.6,-0.519,0.894,0.738,27.0,0,18.9,14.667,5.7,3,1,2.85,1.879,2
P90844406b5,0.229,0.352,-0.072,-0.04,0.061,0.55,0.237,-0.73,-0.319,72.0,0,25.1,12.335,14.5,12,0,0.823,0.064,11
Pa5bdbe06a8,-0.82,0.081,0.068,0.137,0.054,10.0,1.829,1.289,0.037,35.0,0,34.7,18.882,9.2,3,1,4.6,-0.583,3
Pbe6ed6fd51,,,,,,,,,,32.0,1,34.8,18.724,0.0,1,1,,,0
P77f7109f5b,1.218,-0.145,0.007,-0.019,0.002,7.3,1.709,-0.247,-0.131,31.0,1,32.2,18.335,15.1,3,1,7.55,1.799,2
P8884c4fd03,-0.272,-0.203,0.0,0.034,-0.016,-0.3,-1.052,0.24,-0.196,32.0,0,35.0,20.263,8.8,4,1,2.63,2.802,3
Pa466887b08,1.484,-0.011,-0.057,-0.098,0.068,1.3,2.935,-0.235,-0.46,35.0,1,36.0,15.8,13.8,3,1,6.9,3.035,2
P53f54898a1,-1.034,0.53,0.055,0.066,0.053,-0.72,1.822,-0.707,0.21,53.0,1,33.41,17.366,-0.72,2,0,-0.717,1.822,1
P53a27c701d,-0.235,-0.023,-0.04,-0.019,0.02,5.05,1.426,-0.058,0.073,71.0,0,23.33,15.873,-0.88,6,0,-0.712,-0.455,5
P58604dcdcf,0.017,0.047,0.089,0.021,-0.149,-3.8,-0.058,1.565,-0.205,37.0,0,32.4,15.556,15.0,4,1,4.83,0.092,3
P7f14bdd3aa,0.966,0.092,0.005,0.073,0.058,16.3,0.856,-0.855,-0.28,38.0,1,31.6,9.797,16.3,2,1,16.3,0.856,1
Pb0a8811014,-0.034,0.126,-0.05,0.021,0.016,-3.5,-1.187,0.024,0.035,29.0,0,31.4,15.936,-3.1,4,1,-1.12,0.921,3
P18c14dbf8f,0.033,0.019,-0.031,0.074,0.077,6.0,6.849,-0.621,-0.187,36.0,1,35.4,20.441,34.4,4,1,10.43,5.99,3
Pba3d18fabf,0.254,-0.394,-0.032,,0.085,2.0,-0.096,-0.53,-0.475,33.0,0,20.8,13.5,6.1,4,1,1.84,2.264,3
Pf54b3f87be,,,-1.75,0.007,-0.02,-14.0,,,,11.0,,43.0,,37.0,4,1,13.0,,3
P09c06de7d5,-1.89,-0.004,0.001,-0.016,-0.049,0.3,-2.239,-0.987,-0.114,10.0,0,35.0,19.029,1.5,4,1,0.17,0.997,4
P8aa2e06ade,2.154,0.227,-0.001,0.137,0.059,5.61,2.665,0.974,0.398,45.0,0,21.84,17.326,18.59,5,0,4.22,0.419,4
P48772fff87,0.412,0.688,0.012,-0.135,0.092,10.1,5.009,1.412,-0.225,31.0,1,33.9,21.345,10.1,2,1,10.1,5.009,1
P2297a93a7f,,,,,,,,,,36.0,1,23.0,13.617,0.0,1,1,,,0
Pe3c0fc5a9e,,,,,,,,,,30.0,1,25.1,13.195,0.0,1,1,,,0
P96c6ba4e0f,,,,,,,,,,37.0,1,24.4,13.869,0.0,1,1,,,0
P5351e63d76,0.242,-0.008,0.056,0.09,0.055,2.6,6.979,-0.433,-0.101,36.0,1,36.1,20.842,20.0,4,1,6.0,2.595,3
Pc9bdc2e95f,,,,,,,,,,30.0,1,21.5,19.256,0.0,1,1,,,0
P620501ed0d,0.531,0.516,-0.057,,0.105,10.3,3.695,1.483,0.01,36.0,1,31.9,19.862,10.3,2,1,10.3,3.695,1
P830611c613,,,,,,,,,,34.0,1,26.1,18.069,0.0,1,1,,,0
P1f2e422e9e,-2.188,0.0,-0.086,-0.134,0.031,1.3,3.752,0.328,-0.053,25.0,1,31.7,17.489,6.1,4,1,3.09,1.079,3
P36a4ba5e62,1.717,0.113,0.016,0.036,-0.099,4.6,2.755,-0.238,-0.125,34.0,1,24.5,12.343,4.6,2,1,4.6,2.755,1
Pa813594724,,,,,,,,,,36.0,1,34.9,13.203,0.0,1,1,,,0
P10bdb64d5d,1.78,0.041,-0.063,0.049,0.333,9.3,4.789,0.236,0.122,21.0,0,21.6,17.667,19.4,6,0,3.437,1.052,5
P4ec4ee54f1,-0.077,0.286,0.089,0.098,0.057,3.0,6.09,-0.203,-0.326,37.0,1,35.4,25.424,10.3,4,1,3.12,4.354,3
P519f028bfb,0.658,0.21,0.034,0.1,-0.021,-1.9,-0.811,-0.66,0.429,33.0,0,35.1,20.205,1.5,3,1,0.75,0.781,2
Pa9cae64430,,,,,,,,,,38.0,1,35.3,22.844,0.0,1,1,,,0
Pa0882490f6,,,,,,,,,,32.0,1,33.8,17.893,0.0,1,1,,,0
P1191691c20,48.775,978.806,-0.19,0.35,-0.706,-24.27,1046.057,276.635,33.197,27.8,1,0.43,1063.256,-24.27,2,0,-24.27,1046.057,1
P5be180758a,1.466,-0.007,-0.05,0.017,-0.078,0.5,1.186,0.52,0.385,32.0,1,36.0,16.6,15.3,4,1,5.09,1.342,3
P0edbaa5011,0.415,-0.029,0.096,0.049,0.08,3.5,4.579,2.106,0.286,33.0,1,31.4,23.159,9.0,5,1,1.6,2.683,4
P36ce80df8e,,,,,,,,,,36.0,1,35.1,24.103,0.0,1,1,,,0
P737b0588be,1.993,-0.121,0.006,-0.08,-0.068,-0.1,-0.095,-0.713,-0.119,36.0,0,29.1,8.289,13.0,3,1,6.5,1.126,2
P95c84fe799,0.439,-0.22,-0.011,-0.028,-0.093,0.0,1.098,1.427,0.988,35.0,1,32.8,16.463,26.0,5,1,7.11,1.979,4
P750617fadd,0.743,-0.047,0.184,0.262,-0.208,11.8,9.154,1.531,0.092,27.0,1,22.1,20.688,11.1,3,1,5.55,4.944,2
P946b6a7bec,,,,,,,,,,37.0,1,32.4,17.333,0.0,1,1,,,0
P55f0d03e7b,2.074,-0.665,0.001,0.021,-0.021,-2.0,3.504,0.749,-0.45,32.0,1,34.3,16.793,-2.0,2,1,-2.0,3.504,1
P15f2c20d7d,0.589,0.603,0.009,0.014,0.005,3.0,-0.332,-0.904,-0.24,23.0,0,28.9,16.069,22.4,4,1,7.3,3.285,3
Ped12aa913a,0.941,0.241,0.064,-0.003,0.065,-1.5,5.584,0.776,-0.415,33.0,1,34.3,20.466,-1.3,4,1,-0.3,2.147,3
P846172a369,0.225,-0.059,0.032,0.056,0.028,12.6,0.194,-0.682,-0.421,38.0,1,32.5,16.837,12.6,2,1,12.6,0.194,1
Pc4f35f8bd3,-0.573,,-0.002,,-0.061,-2.48,-1.808,-0.402,,87.0,0,31.07,7.232,19.09,9,0,2.563,-0.533,8
Paa92a86ff3,-0.225,0.288,0.012,0.011,0.089,1.0,4.582,0.479,0.063,22.0,1,36.4,17.802,3.7,3,1,1.85,3.121,2
P4a000d48b0,,,,,,,,,,38.0,1,32.1,22.206,0.0,1,1,,,0
P5d0988f1e1,0.395,-0.008,-0.037,-0.086,-0.015,2.8,1.205,-0.287,-0.016,31.0,1,36.5,21.501,16.1,4,1,5.39,1.475,3
P204a101867,0.912,0.606,0.066,0.155,0.068,6.8,6.204,2.22,-0.117,35.0,1,32.5,20.492,6.8,2,1,6.8,6.204,1
Pe00e8a81b3,1.529,-0.105,0.044,-0.039,0.209,-1.8,2.913,0.473,0.702,38.0,0,30.5,12.275,-0.1,4,1,-0.23,-0.389,4
Pbda39b05ec,0.398,0.075,0.107,-0.074,0.09,-4.9,2.351,1.211,-0.004,38.0,1,25.4,12.331,17.8,4,1,6.49,1.996,4
P57703dc960,-0.098,0.122,0.003,0.176,0.075,-1.0,1.682,2.223,-0.298,35.0,1,31.4,14.904,7.8,4,1,3.06,1.899,3
P1c43036b93,,,,,,,,,,36.0,1,30.9,13.515,0.0,1,1,,,0
P414be319a7,0.021,-0.061,-0.03,0.079,0.105,2.2,2.945,0.496,-0.502,35.0,1,31.3,16.677,16.6,5,1,4.34,0.994,4
P2524393d71,-0.114,-0.175,0.098,0.122,0.145,-4.2,5.002,2.119,-0.148,35.0,1,31.4,17.541,-3.9,5,1,-0.87,0.649,4
Pb14f594f0a,0.064,0.115,0.079,0.116,-0.029,0.6,5.112,1.209,0.585,36.0,1,29.9,20.348,15.5,5,1,4.86,1.866,4
P71399e9935,-1.106,-0.008,0.017,0.021,0.199,0.8,1.714,-0.013,-0.267,29.0,1,33.0,12.0,13.8,4,1,4.57,1.38,3
Pf02a0c42ed,,,,,,,,,,36.0,1,27.8,18.259,0.0,1,1,,,0
P3ede0fa0b1,,,,,,,,,,37.0,1,32.2,17.776,0.0,1,1,,,0
P0aa581f174,-0.472,-0.619,0.223,,0.385,20.7,11.062,3.167,0.052,24.0,1,28.7,17.812,22.6,4,1,6.45,2.297,3
Pd3d2fde686,-0.636,1.015,-0.01,-0.006,0.001,3.1,1.286,0.382,0.003,32.0,0,32.9,17.836,11.4,5,1,2.65,0.815,4
P1f0712d029,0.11,-0.448,0.002,-0.12,-0.147,13.8,0.244,-1.708,-0.351,27.0,0,33.6,10.607,3.8,4,1,0.6,-1.13,3
P43b2e2aa2f,0.421,-0.29,0.003,0.066,0.131,4.5,2.534,-0.164,0.536,35.0,1,31.3,16.907,10.8,3,1,5.4,3.361,2
P32d7e7e1eb,1.041,-0.153,-0.011,0.192,-0.039,2.7,-1.485,-2.379,0.767,31.0,0,29.0,17.131,9.3,3,1,4.65,2.992,2
Pa79b34cca8,-0.984,-0.811,-0.022,0.06,-0.025,0.6,-8.979,-3.773,-1.143,34.0,0,32.8,19.866,3.2,4,1,1.12,0.103,4
Pf326870436,0.636,0.0,-0.045,-0.002,-0.042,0.32,-1.38,0.357,0.159,62.0,0,21.66,12.722,4.61,11,0,0.6,-0.283,10
P87ada0d006,,,,,,,,,,25.0,1,20.8,14.538,0.0,1,1,,,0
Pf9200340d9,-0.388,0.164,-0.003,-0.003,0.031,2.6,1.837,1.532,0.115,27.0,1,35.2,21.273,29.7,4,1,10.71,4.541,4
P3a6abfac78,-0.78,-0.356,0.079,0.044,-0.095,-12.3,2.698,0.378,-0.424,35.0,1,22.7,21.727,14.5,5,1,3.73,3.407,4
P1d6fd5f29a,-0.487,-0.137,-0.039,-0.064,0.053,3.6,1.028,-0.989,0.123,36.0,1,35.2,16.977,2.0,3,1,1.0,1.874,2
P7c29e11a29,1.427,-0.207,-0.027,-0.084,0.137,6.1,2.263,-0.623,0.33,32.0,1,34.1,14.991,13.8,3,1,6.9,1.998,2
P944090784f,1.794,-0.452,-0.013,0.019,0.005,5.9,3.67,1.029,1.254,32.0,1,36.3,15.868,20.3,4,1,6.06,3.096,3
P4a79c6caeb,0.241,0.423,0.003,0.185,0.057,1.9,4.486,1.726,-0.068,35.0,1,29.3,18.676,1.9,2,1,1.9,4.486,1
Pfa73181e89,-0.281,-0.147,0.058,0.101,0.166,-0.5,-0.705,-1.719,0.174,37.0,0,22.9,10.218,12.5,4,1,3.25,-0.147,4
Pc09cd8c6d0,0.624,0.203,0.051,0.009,-0.012,-0.2,2.2,-0.867,0.208,31.0,1,35.7,16.941,13.9,3,1,6.95,2.113,2
Pb1d497dd3b,0.817,-0.646,-0.019,-0.009,0.163,2.8,2.589,-1.116,0.127,34.0,0,32.6,17.448,8.0,5,1,1.42,1.257,4
P7699b7f669,,,,,,,,,,28.0,1,31.5,14.743,0.0,1,1,,,0
P6f43cf2ee3,,,,,,,,,,36.0,1,29.6,20.311,0.0,1,1,,,0
Pa067c50f94,,,,,,,,,,33.0,1,25.8,11.86,0.0,1,1,,,0
Peb3b7288c1,-1.143,0.375,0.069,-0.037,-0.037,-1.9,-2.935,-1.279,0.202,37.0,0,28.8,17.0,22.3,5,1,4.04,1.438,4
P1723d857f7,0.834,2.667,-0.132,,-0.042,7.6,3.417,1.629,0.179,36.0,0,18.6,12.581,11.7,4,1,2.73,0.088,3
Peb77360d78,-0.285,0.146,-0.035,0.042,-0.06,2.3,8.012,0.387,-0.371,40.0,1,32.1,19.85,11.8,3,1,5.9,4.25,2
Pdab3fd555f,1.182,0.117,0.05,0.015,-0.068,-1.3,-6.387,-1.289,-0.377,25.0,0,33.2,21.578,7.5,4,1,2.62,-1.139,3
P6c19d2b0fb,0.044,-0.177,-0.032,-0.056,-0.064,4.0,1.581,0.067,0.156,25.0,1,29.8,18.604,3.3,4,1,0.93,1.6,3
P52c65c114a,,,,,,,,,,35.0,1,30.3,19.01,0.0,1,1,,,0
Pe275ca2256,0.057,0.114,0.03,-0.119,-0.046,3.5,0.571,-0.171,0.3,37.0,0,31.5,24.229,11.0,4,1,3.28,2.046,3
P64f9a357ca,-0.0,-0.445,0.029,0.078,0.024,5.0,1.313,-1.058,0.051,36.0,1,33.3,22.811,28.3,4,1,9.87,2.496,3
P0b55371179,0.718,0.014,0.012,-0.019,-0.008,-2.5,-0.451,-0.726,-0.367,39.0,0,34.5,14.922,4.2,4,1,1.56,1.286,3
Pbea2d75e26,0.745,-0.035,0.023,0.225,-0.056,9.5,3.31,-0.426,0.203,37.0,1,30.2,23.483,25.6,3,1,12.8,1.568,2
P831df49905,-0.196,-0.144,-0.077,0.025,-0.029,8.9,1.095,0.968,-0.088,36.0,1,34.6,17.064,16.8,4,1,5.4,2.931,3
Pd1401169e8,0.041,0.107,0.025,-0.01,0.049,0.7,2.313,0.776,-0.261,31.0,1,33.0,16.691,2.3,4,1,0.99,1.822,3
P90b2305671,,,,,,,,,,25.0,1,25.9,17.375,0.0,1,1,,,0
P9ac54b5d6d,,,,,,,,,,35.0,1,29.7,20.242,0.0,1,1,,,0
Pb7d583a85a,,,,,,,,,,31.0,1,30.4,18.711,0.0,1,1,,,0
Pc1c99fe2be,,,,,,,,,,34.0,1,33.5,17.301,0.0,1,1,,,0
P2f95e0c256,0.103,-0.111,0.021,0.056,0.148,0.1,6.312,-1.001,0.327,35.0,1,32.9,17.617,0.1,2,1,0.1,6.312,2
Pbb5225b691,-0.26,0.153,-0.013,-0.004,0.054,4.4,0.775,-1.504,-0.212,33.0,1,32.2,22.919,10.5,4,1,2.95,3.37,3
P5a591d3e24,,,,,,,,,,39.0,1,21.1,17.573,0.0,1,1,,,0
P1597c7370a,0.98,-0.019,0.046,0.06,0.118,4.7,2.085,-1.071,0.352,34.0,1,32.1,13.121,21.5,4,1,7.0,2.483,3
Pe1b87bba68,-0.54,0.555,0.092,0.0,0.05,-0.1,3.338,-0.946,0.221,33.0,1,32.9,21.666,5.7,4,1,2.07,1.633,3
Pdd3e192436,-0.728,0.195,0.03,0.049,0.054,0.5,3.686,0.646,-0.318,34.0,1,36.2,17.602,1.9,4,1,0.57,1.079,3
P3997afa4f2,,,,,,,,,,4.0,1,15.0,4.8,0.0,1,0,,,0
P9ce3123e64,0.472,-0.601,0.121,,-0.133,-0.8,4.628,2.65,0.472,38.0,1,8.3,12.145,-0.8,2,1,-0.8,4.628,1
P75990d7854,0.556,-0.208,-0.001,-0.074,-0.043,4.6,-1.087,-0.04,0.23,35.0,0,33.7,13.139,20.3,4,1,6.31,2.145,3
P26d0fde68c,-1.49,0.124,0.116,0.194,0.033,-8.7,2.11,-0.745,0.341,31.0,0,14.5,12.662,-11.6,3,1,-5.8,-2.29,2
Pdc083a80a9,1.684,-0.096,0.007,-0.027,0.071,4.0,3.555,0.073,-0.144,32.0,1,36.7,18.638,16.2,3,1,8.1,2.47,3
P1f3e01b488,,,,,,,,,,37.0,1,28.4,14.324,0.0,1,1,,,0
Pbe11f21cfa,-0.314,-0.086,-0.004,-0.049,-0.173,-2.4,-1.293,-1.871,0.164,31.0,0,33.6,10.607,12.2,4,1,3.96,-0.523,3
P8209ad6040,-0.23,0.311,0.011,-0.016,0.104,6.8,4.486,-1.356,0.027,37.0,1,21.6,22.0,6.8,2,1,6.8,4.486,1
Pd856e50561,,,,,,,,,,36.0,1,15.8,15.038,0.0,1,1,,,0
P4a7a8900d7,,,,,,,,,,38.0,1,35.9,17.348,0.0,1,1,,,0
Pc19f23edb3,0.02,-0.394,0.054,0.094,0.0,-0.5,3.754,0.2,0.01,32.0,1,35.0,21.703,19.9,5,1,5.17,2.419,4
P2a6c79e3dc,1.2,-0.02,-0.021,0.044,-0.035,3.0,1.101,0.971,0.089,32.0,1,34.4,19.674,23.6,4,1,7.45,3.495,3
P22caf129cd,1.563,-0.52,0.006,0.006,0.137,18.4,6.638,1.004,-0.04,32.0,1,35.8,17.397,18.4,2,1,18.4,6.638,1
Pfe47889811,-0.867,-1.022,-0.02,-0.415,-0.148,-5.24,-3.319,-0.241,-0.105,18.0,0,17.4,12.621,-10.2,6,0,-1.823,-0.513,5
P0dca4f55c4,,,,,,,,,,15.0,1,16.8,14.143,0.0,1,0,,,0
P272ac40c3c,,,,,,,,,,29.0,1,22.5,14.72,0.0,1,1,,,0
P7f1d080745,0.339,-0.007,0.034,-0.061,-0.034,0.4,3.13,0.338,-0.127,35.0,1,35.9,19.253,13.2,3,1,6.6,3.917,2
Pce366ff1b3,-0.005,0.48,-0.083,-0.301,-0.028,6.41,-1.339,-0.3,-0.412,16.525,0,26.54,14.314,19.34,4,0,4.806,1.398,3
Pf0f9e6d8f5,-0.24,-0.889,-0.11,,0.162,3.1,-1.997,1.796,-0.392,34.0,0,26.8,14.104,14.0,4,1,4.6,2.383,3
Pa260a40e68,,,,,,,,,,37.0,1,34.2,15.579,0.0,1,1,,,0
P4ff854eadf,-1.371,-1.638,0.006,0.019,0.045,2.8,-1.145,-1.915,-0.351,32.0,0,29.2,12.082,4.4,3,1,2.2,0.96,2
P5f3e1d9a7e,0.755,0.0,0.019,0.004,-0.031,-0.2,1.134,0.642,0.419,35.0,0,34.7,17.948,6.6,4,1,2.09,2.302,3
P12d1ca8d35,1.803,0.067,0.007,0.002,-0.027,5.1,4.713,-0.608,-0.101,36.0,1,35.6,17.697,5.1,2,1,5.1,4.713,1
Pa617e8f0a5,0.86,-0.918,0.012,,-0.003,-6.9,-0.746,-1.081,-0.121,19.0,0,25.0,13.248,-5.2,4,1,-1.43,0.954,3
P9c6ee0d9a6,-0.968,-0.198,-0.031,-0.01,0.024,10.3,6.753,-0.191,0.238,32.0,1,38.3,19.739,28.9,3,1,14.45,5.082,3
P92b5b7a56d,-2.883,-0.228,0.043,0.029,0.042,1.2,3.845,0.53,-0.823,31.0,1,33.4,16.814,12.6,3,1,6.3,0.705,4
P37457bff4f,,,,,,,,,,34.0,1,31.5,18.4,0.0,1,1,,,0
P57cf716ba7,0.376,-0.382,-0.028,-0.051,-0.006,-5.2,-3.771,-0.526,-0.173,31.0,0,21.0,14.229,4.4,4,1,1.65,1.378,3
P7f3328bd09,1.41,0.0,0.042,0.052,-0.093,-0.1,4.408,-0.518,-0.423,30.0,1,33.7,13.78,25.0,4,1,8.23,2.093,3
Pdb78b3595b,1.165,-0.596,-0.078,0.273,0.092,9.6,1.3,2.901,-0.389,34.0,1,30.5,20.42,9.0,3,1,4.5,3.763,2
Paf55ace901,-3.352,,-0.615,,-0.206,9.2,3.469,,-2.565,10.0,1,13.0,15.785,9.2,2,0,9.2,3.469,1
Pfd3b474513,0.182,-0.122,0.024,0.017,0.036,4.1,4.006,-0.333,-0.22,35.0,1,36.8,18.098,16.6,5,1,3.07,1.315,4
P08bc96e9be,0.111,0.556,0.043,,0.097,7.3,-5.842,1.646,-0.056,31.0,0,27.7,17.805,14.8,4,1,4.12,1.537,3
Pc3e0235987,,,,,,,,,,33.0,1,33.9,17.416,0.0,1,1,,,0
P6b4a74f110,2.052,0.402,0.102,0.133,0.076,23.4,4.635,1.029,0.018,33.0,1,34.0,14.824,23.4,2,1,23.4,4.635,1
P9406d39f17,1.382,0.135,0.095,0.048,0.043,-2.9,-1.31,-1.812,0.461,32.0,0,29.1,15.34,2.9,4,1,0.87,0.517,3
Pfafab37502,0.808,-0.231,-0.018,0.25,0.081,2.5,4.468,3.714,0.395,35.0,1,22.9,16.821,16.8,4,1,5.61,2.646,3
P34557a899a,-14.018,-1.986,-0.207,-0.179,-0.251,4.7,-6.455,-12.941,-3.641,30.0,0,21.8,11.229,4.7,2,0,4.7,-6.455,1
P19ae0a39ff,,,,,,,,,,32.0,1,17.5,11.314,0.0,1,1,,,0
Pcb86ff794b,0.23,0.636,-0.017,,-0.097,3.0,-2.672,-0.867,-0.059,32.0,0,24.9,15.904,7.3,4,1,1.75,0.596,3
Pcc98298533,,,,,,,,,,36.0,1,27.5,16.233,0.0,1,1,,,0
P35654567c0,,,,,,,,,,33.0,1,24.1,13.444,0.0,1,1,,,0
P9d178fdf5d,0.798,0.074,-0.039,-0.077,0.037,3.0,2.954,0.938,0.035,29.0,1,35.1,23.59,5.5,4,1,1.8,2.53,3
P3a3a5bbbef,,,,,,,,,,29.0,1,25.3,17.075,0.0,1,1,,,0
Pa12a517258,-0.974,-0.187,0.03,0.05,0.095,5.5,3.34,1.811,-0.294,35.0,1,30.1,23.681,3.4,3,1,1.7,3.616,2
Pe0f4e51abf,0.155,0.996,-0.07,,0.076,-0.6,-0.332,-2.056,-0.34,35.0,0,29.7,13.212,17.0,5,1,4.16,0.698,4
Pa2709c7876,-0.219,-0.509,-0.041,0.055,-0.064,2.3,0.073,-0.69,0.085,31.0,1,32.6,14.687,21.7,4,1,6.81,1.794,3
P2e8c779b09,1.404,-0.274,0.117,-0.061,0.04,10.7,,0.507,0.182,31.0,,34.3,,22.8,4,1,7.12,,3
P8961a7643a,-0.142,-1.49,-0.009,0.1,-0.263,5.8,-4.292,-0.142,-0.071,38.0,0,20.3,8.867,5.2,5,1,1.34,0.338,4
P13a0e44cab,-1.915,-0.383,-0.486,,-0.667,-6.4,-12.255,-6.128,-1.532,1.0,0,3.0,0.0,-24.9,8,0,-3.94,-0.996,7
P27d264f43c,,,,,,,,,,36.0,1,27.0,11.067,0.0,1,1,,,0
P1464c171bc,-0.235,-0.231,0.078,0.017,0.024,7.8,0.242,0.027,-0.172,35.0,1,34.9,1.238,7.8,2,1,7.8,0.242,1
P6ddd309f80,-1.033,1.421,0.145,0.333,-0.312,3.2,3.273,4.522,0.474,30.0,1,7.6,9.0,3.2,2,0,3.2,3.273,1
P7ba2fa977b,2.03,0.792,-0.008,0.017,-0.056,2.5,1.132,-0.272,-0.308,6.0,0,33.0,19.309,2.6,4,1,1.67,-0.534,3
Pb07d6373bb,0.332,-0.357,-0.055,0.04,0.213,7.2,4.429,-0.59,0.8,19.0,1,28.1,16.142,6.6,5,1,0.71,0.616,4
P1cf3ac09b1,-1.564,-0.107,-0.012,0.034,0.012,-0.8,0.274,-0.472,0.246,30.0,1,32.7,20.477,12.0,4,1,4.14,3.054,3
P2e38feab3a,,,,,,,,,,37.0,1,2.0,113.4,0.0,1,1,,,0
Pcc9fe4d64c,0.249,-0.435,-0.193,0.167,0.09,-3.0,1.081,0.027,-0.364,31.0,0,13.3,9.474,6.1,4,1,2.19,0.318,3
Pd7fcef8bed,0.311,-0.063,0.058,0.0,0.12,-1.9,1.432,-0.445,-0.048,24.0,1,29.7,16.242,14.3,4,1,4.79,2.452,3
Pc4eb6bb8ac,-1.041,0.699,0.011,,-0.006,-2.8,1.58,-0.474,0.009,30.0,1,28.5,18.947,4.8,4,1,1.75,0.747,3
P4467431c36,,,,,,,,,,33.0,1,29.9,23.117,0.0,1,1,,,0
Pdb3bcb3fc8,-0.195,0.369,-0.034,0.104,0.052,13.2,3.439,-0.947,0.833,34.0,1,32.3,17.387,13.2,2,1,13.2,3.439,1
P7570f82c10,-0.655,0.075,0.049,0.006,0.079,-4.4,-1.434,2.495,0.802,33.0,0,23.0,16.435,2.4,4,1,0.86,1.307,4
P80ec619552,0.519,-0.072,-0.058,-0.161,0.029,2.8,4.093,0.344,0.223,31.0,1,30.5,18.649,2.8,2,1,2.8,4.093,1
Pb5ebcb5d6c,-0.358,-0.12,0.017,0.014,-0.027,-0.2,1.858,-0.691,0.499,38.0,1,29.2,21.082,-0.2,2,1,-0.2,1.858,1
P3e493925a2,,,,,,,,,,12.0,1,31.6,20.506,0.0,1,0,,,0
Pda7b1a3831,-0.621,-0.034,0.017,0.035,-0.18,-8.5,-4.713,-1.208,0.526,11.0,0,24.6,15.951,-4.0,4,1,-0.93,0.118,3
P030ee18cdd,-0.739,0.397,0.032,0.097,-0.141,-7.6,-1.466,-2.88,-0.464,28.0,0,20.6,13.981,-0.3,4,1,-0.17,0.334,3
P64a44986ea,0.585,0.304,0.092,-0.011,0.116,5.9,3.258,0.921,-0.028,37.0,1,29.7,12.485,17.2,4,1,5.67,1.325,3
P20a99f84fd,0.451,0.092,-0.021,-0.007,0.016,0.5,-1.542,0.812,-0.025,35.0,0,29.9,18.662,20.8,4,1,6.92,3.544,3
Pb3ce9ad2a9,0.726,0.156,-0.0,-0.049,0.007,4.8,1.085,0.499,0.536,20.0,1,35.4,17.085,4.8,2,1,4.8,1.085,1
Pf62abcdcde,,,,,,,,,,37.0,1,30.8,18.234,0.0,1,1,,,0
Pab87e9a8b8,1.076,-0.322,0.051,0.075,0.032,-1.4,0.068,0.044,0.296,17.0,1,31.1,17.016,3.7,3,1,1.85,1.939,2
P4e35bd6add,,,,,,,,,,30.0,1,22.5,12.96,0.0,1,1,,,0
Pfd5185bdf5,-1.919,0.59,-0.011,0.016,-0.075,-4.5,-8.553,-1.845,0.849,37.0,0,27.8,15.41,24.4,5,1,5.45,1.2,4
P11ed05516e,0.022,-0.108,0.008,0.025,-0.153,5.39,-0.18,-1.171,0.733,63.0,0,15.0,13.791,-6.01,3,0,-3.004,-3.385,2
P9345155d6a,1.36,1.263,0.115,0.0,0.11,8.1,6.829,0.358,0.093,37.0,1,25.4,17.858,17.1,3,1,8.55,3.941,2
P855a9cc2ba,1.547,0.288,-0.015,-0.082,-0.002,0.2,2.361,1.228,0.478,17.0,1,36.9,16.683,29.4,4,1,10.06,2.863,3
P27a3420564,0.549,0.207,-0.008,-0.031,0.046,5.6,7.043,0.988,0.18,32.0,1,36.3,21.818,22.3,4,1,8.5,3.612,3
P2dd4d0a4f4,0.675,0.185,0.018,0.03,0.096,4.0,2.319,2.835,-0.023,35.0,1,33.6,17.036,16.7,4,1,5.01,2.639,3
P26d2a90c5b,0.252,-0.125,0.083,0.046,0.044,5.0,4.101,-0.767,-0.597,32.0,1,34.4,15.488,5.0,2,1,5.0,4.101,1
P83cf60968a,-0.502,-0.823,-0.026,0.075,0.119,3.09,5.883,-0.115,-0.141,49.0,1,19.59,15.047,18.09,3,0,9.045,7.523,2
P964dd1e5f4,,,,,,,,,,31.0,1,21.7,7.631,0.0,1,1,,,0
Pd70c9ef8df,-0.019,0.241,0.053,-0.004,0.059,18.1,0.735,1.328,0.068,30.0,1,28.8,15.875,18.1,2,1,18.1,0.735,1
Ped501e46cc,0.812,0.446,-0.054,0.254,0.083,8.3,4.308,-1.382,0.48,31.0,1,28.0,17.1,8.3,2,1,8.3,4.308,1
P1a135db58f,,,,,,,,,,33.0,1,27.5,13.876,0.0,1,1,,,0
P0326e23b0d,-0.837,1.621,0.057,0.138,-0.028,2.3,1.241,1.95,-0.551,28.0,1,30.4,20.842,-1.0,3,1,-0.5,2.052,2
Pc2ef5dcf11,1.112,-0.028,-0.023,-0.021,0.014,3.1,2.076,-1.039,0.405,32.0,1,36.1,18.548,26.9,4,1,7.9,3.225,3
Pde91f9542b,3.079,-0.296,0.083,0.071,0.085,10.5,8.999,1.471,0.146,35.0,1,34.8,15.517,10.5,2,1,10.5,8.999,1
Pb172e7dcfc,,,,,,,,,,44.0,1,17.6,7.364,0.0,1,0,,,0
