pid,tv_adjoe,tv_adrtg,tv_age_exact,tv_ast_pct,tv_ast_tov,tv_birth_month,tv_bpm,tv_bpm_is_peak,tv_d_adjoe,tv_d_adrtg,tv_d_ast_pct,tv_d_bpm,tv_d_efg,tv_d_ftr,tv_d_min_per,tv_d_ortg,tv_d_ts,tv_d_usg,tv_dbpm,tv_dgbpm,tv_dporpag,tv_drb,tv_drtg,tv_dunk_share,tv_dunks_pg,tv_efg,tv_first_bpm,tv_ftr,tv_gap,tv_gbpm,tv_gp,tv_home_intl,tv_home_state,tv_mid_pct,tv_mid_share,tv_min_per,tv_mp,tv_obpm,tv_ogbpm,tv_orb,tv_ortg,tv_pfr,tv_porpag,tv_pts,tv_rec_rank,tv_rim_pct,tv_rim_share,tv_role,tv_seasons,tv_slope_bpm,tv_stops,tv_three_share,tv_to_pct,tv_ts,tv_usg,tv_yr
Pa12a517258,136.338,90.8946,21.25,14.0,0.8333333,3,8.20155,1,12.357,3.255,-3.3,1.796,2.8,-3.1,16.3,5.8,3.69,1.7,3.30101,2.43675,4.02117,21.8,93.8266,0.086,0.629,58.0,4.17012,37.0,0,8.84229,35.0,1,,0.4152,0.356,75.6,30.2286,4.90054,6.40554,10.6,116.1,3.7,5.15106,19.8286,89.0,0.6942,0.578,7,3,2.016,250.849,0.067,15.3,61.36,28.4,3
P473649a3ff,129.618,96.6648,20.01,24.0,2.2272501,6,10.5482,,,,,,,,,,,,3.39787,4.38352,3.36714,13.3,101.822,0.1,0.152,67.9,,24.7,0,10.8536,33.0,0,KY,0.4576,0.224,71.5,28.9394,7.1503,6.47009,1.5,127.6,2.6,4.07505,12.4545,91.8,0.65,0.228,2,1,,222.342,0.548,20.0,69.93,18.7,1
P2a77fa93f7,125.856,91.2535,19.65,18.4,1.94119994,11,7.07534,,,,,,,,,,,,2.82458,2.40108,3.67615,12.0,98.0491,0.174,0.676,50.7,,37.9,0,5.54802,34.0,0,GA,0.3485,0.228,57.3,26.9412,4.25075,3.14694,7.8,116.9,3.6,3.48507,11.0882,98.2,0.6309,0.514,4,1,,155.996,0.259,15.0,55.08,22.4,1
Pb0cd5d409b,144.538,83.3692,20.34,13.4,1.89287496,2,14.6038,1,15.498,5.432,5.9,1.905,-1.2,-3.1,16.7,15.0,0.37,0.0,8.1249,5.74599,3.69273,23.4,88.4618,0.232,1.371,64.3,12.6992,47.8,0,14.1096,35.0,0,CT,0.4576,0.203,49.3,22.5429,6.47889,8.36363,13.8,130.9,3.6,4.37753,13.0,90.2,0.7009,0.77,8,2,1.905,191.3,0.027,8.7,63.72,24.6,2
P74240d498b,134.795,102.823,19.47,30.1,1.95309997,1,4.54889,,,,,,,,,,,,-1.50582,-0.0191755,2.21318,11.8,108.34,0.035,0.125,56.4,,27.1,0,5.64106,32.0,0,NC,0.4327,0.287,55.7,23.25,6.05472,5.66024,1.2,116.1,4.5,3.68559,15.1875,97.0,0.5526,0.315,2,1,,133.042,0.398,15.6,59.48,29.9,1
P1ccfa6c1ee,160.039,88.8878,22.12,14.6,0.87775709,5,13.6776,1,7.239,1.838,1.2,0.876,1.7,30.5,2.5,2.9,2.0,0.8,4.74643,3.11531,4.58136,25.5,95.9233,0.438,2.897,62.4,4.62085,80.9,0,15.5423,39.0,0,ON,0.4432,0.489,79.2,31.9744,8.93112,12.427,18.1,128.8,2.4,7.85335,25.2051,14.6,0.7956,0.507,8,4,2.862,274.419,0.004,12.7,65.88,33.4,4
Pa245962e52,115.264,99.9214,19.6,10.4,0.79165,11,2.56195,,,,,,,,,,,,1.26126,0.966343,2.94572,9.2,105.2,0.22,0.625,59.5,,39.7,0,2.94792,24.0,0,AZ,0.371,0.32,45.2,28.125,1.3007,1.98158,3.3,109.4,2.8,2.56449,11.9167,98.8,0.7363,0.469,5,1,,111.488,0.211,20.5,62.02,20.1,1
Pada60a9da7,116.713,89.7908,20.18,6.8,0.66670989,4,5.19474,,,,,,,,,,,,4.4184,3.26394,2.15852,21.7,93.7523,0.529,0.771,49.7,,35.5,1,6.42209,35.0,0,AR,0.4262,0.328,38.3,15.8286,0.77634,3.15815,7.3,107.1,2.5,1.61357,6.6286,98.2,0.6286,0.376,7,1,,125.775,0.296,13.4,53.37,21.8,1
Pa3f4257d20,127.247,95.2525,20.35,10.7,1.43473161,2,6.98539,,,,,,,,,,,,1.74795,2.04632,3.87131,15.3,99.9159,0.022,0.056,57.7,,23.0,0,7.58647,36.0,0,CA,0.4375,0.211,79.0,31.5833,5.23744,5.54015,3.0,122.0,2.0,4.23808,14.2778,97.6,0.5955,0.235,4,1,,199.37,0.554,12.2,61.14,19.7,1
P7a95b991f4,133.652,91.2986,23.19,13.4,1.06562801,4,5.96503,1,15.199,-16.88,2.1,4.718,-2.0,9.6,-10.9,4.1,-0.75,3.0,1.60412,2.13839,4.17591,14.3,98.728,0.164,0.806,53.8,-2.01122,35.4,0,9.90133,36.0,0,CO,0.3603,0.236,76.6,30.6389,4.36092,7.76294,2.8,114.5,2.3,4.79228,21.6111,,0.5894,0.359,4,3,3.988,196.381,0.406,10.6,57.72,29.8,4
P13f5a8ca49,124.835,98.6489,23.12,13.4,1.3442951,5,6.26736,1,3.282,4.55,3.8,2.06,1.3,0.9,-0.1,8.1,2.11,-2.4,1.94857,1.63801,3.72573,13.7,102.792,0.126,0.471,57.3,2.46626,25.8,0,6.24061,34.0,1,,0.4955,0.278,77.3,34.0,4.31879,4.6026,3.6,118.0,2.4,4.23114,16.0,,0.6142,0.318,5,4,1.245,212.796,0.405,14.5,60.59,21.2,4
P9f04775c7a,126.277,100.508,19.81,8.2,1.06381705,9,5.03865,,,,,,,,,,,,0.130998,0.379528,3.32076,12.3,106.355,0.082,0.118,47.6,,48.9,0,4.41278,34.0,0,TX,0.3434,0.265,79.6,32.3143,4.90765,4.03325,5.5,115.5,2.6,4.16363,14.5143,98.4,0.541,0.163,4,1,,177.627,0.572,11.2,54.35,22.1,1
Pf120e8dc11,112.892,91.9045,21.57,9.1,0.77358602,12,5.79844,1,31.337,4.338,-1.8,1.854,16.5,-2.1,65.5,22.7,15.38,0.1,3.07363,2.57821,3.71363,17.9,96.8202,0.134,0.29,56.5,3.94406,17.9,1,5.75018,31.0,0,TX,0.3514,0.281,69.5,28.9032,2.72481,3.17198,6.8,110.0,2.7,2.55315,10.6774,93.4,0.7073,0.312,5,2,1.854,190.165,0.407,18.6,58.0,18.6,2
P523c7506e7,131.923,96.1109,20.12,3.5,0.33336241,5,5.87166,,,,,,,,,,,,2.58853,1.70931,2.69666,16.3,102.411,0.406,1.788,61.3,,60.4,0,5.83293,33.0,1,,0.3509,0.257,54.7,22.9706,3.28313,4.12361,14.4,120.3,4.2,3.39148,10.7353,92.6,0.703,0.743,8,1,,144.934,0.0,13.9,62.14,21.9,1
P4bbcd3bc18,140.895,92.3178,21.86,19.0,1.16219237,8,9.78863,1,13.838,-0.27,6.9,2.563,-1.3,11.9,-4.3,3.5,0.51,4.2,4.90893,3.62503,4.28432,23.7,95.3316,0.392,2.152,58.4,8.4012,72.4,0,11.4511,33.0,0,AZ,0.3543,0.318,80.7,32.3939,4.8797,7.82611,6.8,119.1,2.5,5.85874,20.3636,91.0,0.7407,0.474,7,3,0.694,241.899,0.208,13.7,62.65,31.2,3
Pf4a65045a1,107.329,101.459,20.54,16.3,1.39582788,12,2.99737,,,,,,,,,,,,1.42665,1.8873,2.31453,12.1,105.793,0.079,0.097,56.6,,14.2,0,2.84157,31.0,1,,0.2273,0.116,55.5,23.0,1.57072,0.954272,2.2,107.2,3.1,1.49061,7.6129,49.2,0.6053,0.2,5,1,,129.714,0.684,21.9,58.18,17.6,1
P1a8fd8dc98,126.429,100.831,22.66,31.3,1.72337831,10,6.43839,1,14.893,6.243,7.3,1.667,1.3,-6.5,6.4,9.8,0.87,3.5,2.71498,2.28261,3.85338,31.0,99.328,0.025,0.172,52.0,4.45183,45.4,0,7.56318,29.0,0,SC,0.4109,0.302,93.3,36.9677,3.72341,5.28057,2.9,113.3,2.4,4.90372,20.7742,,0.6142,0.461,4,4,0.654,232.256,0.237,16.1,58.56,31.2,3
P0d7bcc4d57,110.191,84.0638,21.47,6.0,0.92859747,1,9.01166,1,16.008,-2.14,1.7,3.219,-0.8,1.5,37.6,8.5,-0.17,4.7,9.04983,5.2444,4.38067,20.8,88.4688,0.29,1.059,56.5,5.7928,37.0,0,6.39289,34.0,0,NY,0.4286,0.202,67.9,27.4412,-0.0381732,1.14849,9.6,111.6,3.0,2.03567,8.1176,75.0,0.6794,0.63,7,2,3.219,214.429,0.168,11.6,56.42,17.0,2
P429241cb33,120.881,101.8,19.72,31.1,1.29214584,10,2.48676,,,,,,,,,,,,-0.0903565,0.513136,2.91936,8.7,107.117,0.039,0.222,53.3,,49.7,0,3.4657,27.0,0,GA,0.4,0.255,60.0,29.7778,2.57712,2.95256,2.5,102.9,3.2,3.27732,16.2963,100.0,0.6169,0.49,2,1,,136.88,0.255,21.1,56.69,30.2,1
Pafffac98b2,134.485,90.2781,22.66,24.3,2.04998008,10,11.774,1,29.168,-3.865,11.3,6.616,4.9,-14.9,16.1,24.0,8.6,3.6,6.10117,3.99284,4.07521,29.6,91.0163,0.405,2.606,62.5,5.15833,32.2,0,10.4897,33.0,0,FL,0.3133,0.262,72.9,28.9412,5.6728,6.49686,14.3,128.0,3.6,4.64255,14.2353,,0.7414,0.732,8,2,6.616,231.908,0.006,14.7,63.89,24.5,3
P2bc6f2a3aa,131.178,89.1508,20.64,18.4,1.31580699,11,10.5266,1,11.57,2.892,7.4,5.206,7.0,-1.2,3.3,9.9,4.19,-1.2,5.57521,4.11506,4.37231,22.6,93.5155,0.119,0.694,55.1,5.32082,38.4,0,10.0926,36.0,0,NY,0.3814,0.223,76.0,30.4167,4.95137,5.97752,8.6,114.5,4.0,4.4964,16.4167,99.4,0.6372,0.52,7,2,5.206,245.772,0.257,14.9,57.45,27.7,2
P35654567c0,119.806,93.9904,19.55,7.1,1.17855036,12,6.51626,,,,,,,,,,,,2.45022,2.17242,3.07456,16.3,100.348,0.218,0.344,57.7,,40.3,0,5.44897,32.0,1,,0.25,0.119,58.7,24.0909,4.06605,3.27655,6.6,117.5,3.5,2.62444,9.0303,86.4,0.8,0.274,6,1,,150.76,0.607,12.1,61.38,17.0,1
Pdf5a3388b3,97.7935,99.6225,21.31,6.7,0.81251932,3,1.81643,,,,,,,,,,,,2.05297,1.12509,2.09496,19.4,103.122,0.246,0.394,50.0,,23.3,1,0.512135,33.0,1,,0.1176,0.113,51.0,20.5455,-0.236542,-0.612952,6.2,102.6,3.8,0.747409,5.3333,65.2,0.5439,0.38,6,1,,134.044,0.507,17.9,52.81,15.1,1
P470eca3f49,127.614,108.071,22.0,28.7,1.55406197,6,2.1234,0,1.111,3.305,-1.0,-1.039,-0.5,-1.7,-11.7,-3.9,0.23,4.9,-1.2731,0.158345,2.51045,13.0,105.503,0.013,0.074,53.1,0.282327,48.0,0,4.74174,27.0,1,,0.442,0.372,74.9,31.5172,3.3965,4.58339,0.9,113.4,3.3,4.3546,20.0,,0.5948,0.412,2,3,0.921,157.254,0.216,15.6,60.04,31.1,3
P0f6f43de8d,128.454,98.6374,20.84,7.9,1.82601612,8,5.16742,,,,,,,,,,,,0.308891,1.13625,3.21646,13.1,103.091,0.095,0.118,54.5,,29.8,0,6.31363,34.0,0,CA,0.4128,0.342,70.5,29.2353,4.85853,5.17738,5.0,125.4,2.5,4.01586,12.5,,0.5714,0.132,5,1,,153.575,0.527,7.4,58.36,18.9,3
P9fc884bebd,127.202,93.8784,21.95,16.1,1.64062321,7,8.40112,0,0.891,-1.266,-3.0,-1.127,-8.4,16.7,2.2,-6.6,-5.95,3.7,4.84499,2.9699,4.12431,15.3,100.311,0.399,1.722,57.6,2.98708,42.9,0,6.88597,36.0,0,AZ,0.5188,0.471,78.8,32.5,3.55613,3.91607,9.4,117.2,2.7,4.34092,13.4167,76.0,0.6348,0.524,8,4,1.99,226.218,0.006,14.4,59.0,21.9,4
P84e9dcbb3e,118.331,92.1143,21.25,11.5,0.5,3,7.87245,0,0.966,7.073,5.9,-1.35,-9.0,4.1,15.5,-10.5,-4.41,8.7,6.91334,4.25435,3.56182,18.3,95.8413,0.32,1.406,58.5,9.22211,57.3,0,5.78155,32.0,1,,0.375,0.411,66.7,26.5455,0.959104,1.52719,8.7,106.3,5.5,2.7554,12.3939,97.0,0.7415,0.581,8,2,-1.35,188.861,0.008,22.3,61.67,25.6,2
P367a636ba4,138.417,96.7279,21.88,27.1,2.2073368,8,8.96887,1,21.403,2.641,1.3,4.962,11.0,3.5,20.9,21.3,10.76,-1.9,2.06564,2.64158,4.0791,16.4,101.245,0.069,0.297,55.2,-0.711696,36.3,0,9.18433,37.0,0,CA,0.4094,0.248,86.8,35.0811,6.90323,6.54275,2.8,122.6,2.8,6.00627,19.6757,82.6,0.5517,0.396,2,3,4.84,254.709,0.355,13.9,60.63,26.4,3
Pbdde11b624,128.65,83.6034,21.92,40.4,3.10670943,7,10.8534,1,14.326,-4.684,10.8,5.846,-2.1,3.8,-4.5,3.1,-0.88,5.7,4.88884,5.71422,5.01093,10.5,88.2439,0.038,0.081,45.8,1.18306,24.0,0,11.5656,37.0,0,TX,0.3777,0.434,76.9,31.0541,5.96458,5.85138,3.3,113.1,2.5,4.27493,12.9189,59.8,0.5943,0.245,1,4,2.907,225.602,0.321,15.4,49.54,26.4,4
Pcf591b3097,111.309,103.742,18.92,13.8,1.94737295,7,1.97026,,,,,,,,,,,,-0.352504,-0.126906,2.79981,12.8,108.686,0.15,0.182,51.8,,21.9,0,1.98427,33.0,0,IL,0.4022,0.296,73.0,30.1818,2.32276,2.11118,1.0,110.3,2.2,2.37186,11.3636,73.4,0.475,0.129,4,1,,151.743,0.576,12.3,54.62,18.2,1
P3bedf956bf,113.437,100.386,21.58,26.4,1.61336726,11,4.40473,1,7.071,2.765,6.0,0.987,2.1,2.7,-7.9,2.1,1.09,3.3,1.17199,0.730289,2.78436,17.5,103.075,0.084,0.212,46.7,3.41742,33.6,1,4.22938,33.0,0,TX,0.375,0.316,69.5,27.8182,3.23273,3.49909,7.9,100.8,2.7,2.52968,10.4545,97.0,0.5474,0.312,6,2,0.987,166.588,0.372,19.4,48.94,25.4,2
P7572949d92,128.775,92.9118,23.91,10.9,0.61795587,7,6.07283,1,2.752,-2.521,-3.4,0.782,0.4,10.1,3.6,0.2,2.75,1.4,4.11018,2.28509,4.27698,32.8,92.2048,0.175,1.333,61.1,-5.81161,59.4,0,7.88235,33.0,0,OH,0.4474,0.201,81.8,32.4286,1.96265,5.59725,11.8,118.4,3.5,4.56473,18.6286,,0.6733,0.662,7,5,2.498,262.588,0.137,17.3,64.52,28.1,4
P414be319a7,129.309,94.444,23.72,13.4,1.87501818,10,9.59463,0,2.972,-0.236,0.6,-0.935,-3.0,-7.4,6.4,-0.1,-0.79,2.9,3.52157,3.29357,3.98634,16.5,97.5125,0.184,0.882,60.2,9.31094,36.0,0,9.18087,34.0,0,WA,0.3937,0.375,79.5,31.4,6.07306,5.88731,8.7,125.5,3.0,4.49379,14.5143,90.6,0.7607,0.481,5,5,0.064,229.411,0.145,12.0,61.47,20.9,4
Pf7cf72315c,96.8105,99.8886,19.72,19.3,1.96296278,10,0.460397,,,,,,,,,,,,0.964712,1.31921,2.02952,15.1,105.53,0.185,0.16,43.8,,30.4,0,-0.333807,25.0,0,CA,0.36,0.223,36.3,19.44,-0.504314,-1.65302,1.7,96.4,3.5,0.544544,4.84,95.8,0.5926,0.241,3,1,,88.6988,0.536,19.4,47.21,16.5,1
Pebbeab0c5c,91.7587,102.943,22.67,10.5,0.6,10,-5.87632,0,-8.612,-0.89,-2.1,-4.23,-9.5,32.2,-1.5,-8.3,-6.78,1.8,-2.25969,-1.65243,2.59973,11.4,104.195,0.0,0.0,38.6,3.01843,59.1,1,-1.53712,2.0,0,AZ,0.1429,0.318,3.9,28.5,-3.61663,0.115313,3.8,85.0,0.0,0.447826,12.5,94.6,0.5,0.273,5,3,-4.447,8.15075,0.409,17.9,44.37,28.3,3
Pe275ca2256,140.363,98.1094,23.79,19.3,1.23957456,9,7.9391,0,5.912,8.499,1.7,1.602,2.0,5.1,9.6,3.9,0.92,0.9,1.76682,1.13143,3.43775,17.7,103.884,0.079,0.583,61.6,7.13241,49.0,1,8.74945,36.0,0,TX,0.4615,0.339,79.6,31.5405,6.17228,7.61802,9.6,119.7,2.9,5.86925,21.2432,91.6,0.7311,0.612,7,4,-0.192,217.542,0.048,15.1,62.55,30.5,4
Pc19f23edb3,129.406,100.766,23.89,7.7,0.72133038,8,4.11933,0,17.04,3.439,-1.5,3.707,7.2,7.6,4.4,18.4,6.85,-1.9,0.454903,0.404805,3.56066,16.7,105.655,0.276,1.031,54.3,0.455602,44.7,0,5.64778,32.0,0,IN,0.4462,0.397,86.1,35.0938,3.66443,5.24298,4.9,115.1,2.6,4.87677,21.0625,95.4,0.6414,0.31,5,5,0.207,204.95,0.293,11.6,59.41,26.1,4
Pa93866e530,123.54,95.4058,21.15,23.9,1.91864406,5,5.30935,0,4.545,2.538,8.9,-0.655,-2.8,-10.7,11.0,-3.7,-3.94,6.0,2.20847,1.95046,4.42925,14.6,100.854,0.047,0.143,50.6,1.67128,20.8,0,4.69377,35.0,0,OK,0.4619,0.404,90.7,37.2,3.10088,2.74331,1.8,108.7,1.9,4.40311,17.5714,85.2,0.5748,0.244,3,3,1.819,238.385,0.352,14.8,53.82,26.5,3
P2382218b2e,132.549,101.779,23.52,5.1,0.63640701,12,5.65815,0,15.993,10.491,-3.4,-1.21,12.5,4.4,-23.4,21.2,11.68,0.5,1.0285,0.791955,2.649,14.7,104.841,0.219,0.905,65.7,6.86852,33.0,0,5.63547,21.0,0,NY,0.4857,0.19,43.4,26.6667,4.62965,4.84351,9.6,132.7,4.7,4.04483,14.0476,,0.7708,0.522,6,2,-1.21,106.42,0.288,11.2,67.83,19.4,4
P66484e16cb,132.458,99.1536,23.12,8.2,1.47066082,5,8.71618,0,4.178,2.437,0.8,-1.096,0.6,-6.9,10.4,5.2,0.47,-0.5,1.99718,1.62842,3.4233,15.1,104.922,0.244,0.5,58.5,7.08012,25.9,0,8.65387,34.0,0,WV,0.3077,0.17,78.5,31.8,6.71899,7.02546,7.7,130.1,1.8,4.78052,12.1714,81.8,0.6795,0.256,5,4,0.8,187.054,0.574,10.4,61.6,16.8,4
P218d8c92b9,130.908,94.2314,22.34,10.8,0.7612165,2,6.78183,1,3.698,1.512,1.1,1.309,-4.0,1.9,12.5,-0.9,-3.39,1.0,3.0194,2.28551,3.62175,18.0,100.938,0.151,0.778,54.1,-0.144226,33.1,0,7.36973,36.0,0,SC,0.4326,0.287,71.8,28.9167,3.76244,5.08422,6.6,111.8,4.3,4.21823,18.3056,89.6,0.6828,0.378,7,4,2.134,215.758,0.335,12.6,57.87,30.2,4
Pb1d497dd3b,128.882,98.6577,24.02,14.7,1.68626674,6,5.95032,1,15.228,7.364,3.4,1.362,-0.9,19.3,12.8,15.0,3.02,1.1,1.43465,1.13098,3.56353,14.3,102.482,0.077,0.353,52.6,-0.197498,40.4,0,6.40397,34.0,0,ON,0.3509,0.293,80.4,32.6471,4.51567,5.27299,7.6,121.1,1.9,4.49985,15.7941,71.0,0.6082,0.499,4,5,1.285,191.347,0.208,11.9,57.92,21.8,4
P72ec1785e5,127.373,98.8173,23.65,38.8,2.88238545,11,5.4547,1,-1.724,-6.956,0.7,1.654,2.3,1.5,15.7,3.0,2.02,-2.0,0.721418,1.23452,3.85797,8.9,104.197,0.0,0.0,53.8,1.62314,25.3,0,6.62435,34.0,0,TX,0.466,0.487,87.5,34.75,4.73328,5.38982,1.7,114.9,1.7,4.71279,16.0,19.6,0.5584,0.182,1,5,0.869,189.955,0.331,15.6,57.51,26.0,4
P79c8ced5ce,141.075,95.1786,24.96,10.4,0.61904174,7,10.5303,1,39.114,8.997,2.4,6.828,6.1,31.3,21.1,22.5,9.3,10.3,5.43873,3.38109,2.6873,20.6,98.6974,0.267,1.038,54.3,0.543149,70.1,1,11.6292,26.0,0,IA,0.4505,0.373,40.1,22.9615,5.09154,8.24812,12.2,117.3,4.3,4.24926,15.0,,0.6238,0.414,8,5,1.915,136.475,0.213,13.3,59.96,31.6,4
Pca5928b452,112.807,90.9242,23.9,29.7,2.06097043,8,4.53055,1,8.055,0.349,1.1,1.473,1.5,7.1,1.7,9.3,2.61,-1.5,2.27397,2.58122,4.6232,13.3,96.5383,0.063,0.241,48.0,1.85968,39.3,1,4.84262,29.0,0,TN,0.2911,0.269,72.1,34.931,2.25658,2.2614,2.1,102.8,1.8,3.08687,12.5862,77.2,0.5827,0.432,2,4,0.895,198.2,0.299,21.0,52.13,21.8,4
P51e90d8f38,114.715,104.224,23.3,49.1,2.81735205,3,0.878973,0,7.369,9.879,6.2,-2.309,-1.7,3.5,4.6,5.9,-2.26,-0.1,-1.24796,-0.0287116,3.05663,8.9,104.924,0.0,0.0,46.6,-1.52665,39.9,1,2.58228,31.0,0,MO,0.3925,0.368,85.3,35.0625,2.12693,2.61099,1.1,105.8,2.5,3.35954,11.2188,54.8,0.5182,0.471,1,4,1.039,186.595,0.162,24.2,51.57,24.2,3
P92095a9676,118.216,101.965,24.2,6.7,1.02493653,4,4.25551,0,16.79,1.337,-1.2,2.153,3.3,1.1,11.6,13.5,3.97,0.9,0.500763,0.125297,3.23607,16.5,100.146,0.212,0.697,55.6,3.12986,27.6,1,4.49762,33.0,0,CA,0.3506,0.226,85.5,33.5429,3.75475,4.37232,6.9,118.9,2.2,3.67761,14.1143,85.4,0.661,0.347,6,4,0.046,205.955,0.426,10.2,59.53,19.5,4
Pdbf2a4e286,117.786,103.799,20.53,6.9,1.11104526,12,3.19723,,,,,,,,,,,,-0.599027,-0.301,1.97935,10.4,109.046,0.308,0.625,55.7,,22.5,0,1.56936,32.0,0,PA,0.4545,0.252,51.5,21.4688,3.79626,1.87036,6.4,117.2,4.1,2.1591,8.7812,99.6,0.641,0.358,5,1,,118.83,0.39,11.9,58.23,18.0,1
Pa306b38c4f,122.532,91.7556,23.01,10.8,1.17851629,6,8.60258,1,8.1,1.313,4.8,3.623,4.1,-5.2,12.5,6.0,4.27,0.9,4.12122,3.04237,3.65967,14.8,97.1797,0.396,1.361,59.3,-0.431039,37.5,0,7.10113,36.0,0,CA,0.4138,0.204,67.9,27.6389,4.48137,4.05876,8.0,119.6,3.0,3.20103,11.5,37.8,0.6791,0.47,5,5,1.882,202.129,0.326,16.7,61.64,18.3,4
P816913601a,134.382,90.1983,22.69,11.2,0.6730834,10,10.2352,1,5.721,1.409,1.6,2.104,8.1,9.4,-8.8,7.0,6.56,-1.3,6.14111,4.48474,4.35136,24.5,96.6838,0.294,2.045,69.5,6.38062,50.5,0,11.6558,22.0,1,,0.3833,0.273,47.5,31.4091,4.09407,7.17102,10.3,120.1,2.7,4.93618,17.0,97.4,0.8125,0.727,8,5,0.957,167.429,0.0,18.2,68.57,24.2,4
P26b4659b22,127.222,96.1543,25.03,10.8,1.09434854,6,5.93307,0,1.713,5.484,-1.5,-1.386,2.1,-7.5,0.7,3.6,0.51,-2.4,2.3572,1.75857,3.50044,17.8,101.857,0.37,1.417,57.1,2.65659,25.8,0,7.57099,36.0,0,UT,0.4317,0.301,71.3,29.6111,3.57587,5.81242,5.4,114.5,2.6,3.92995,17.0278,79.8,0.7013,0.333,7,5,0.898,206.455,0.366,11.3,59.11,24.7,4
Pd3d2fde686,116.794,94.2739,22.65,16.2,0.93829016,11,8.04202,1,1.284,-4.422,-3.5,3.482,0.0,9.8,13.1,2.6,0.56,0.0,5.3157,3.96223,4.2636,14.1,92.778,0.098,0.345,53.2,4.58558,45.5,0,8.35477,29.0,0,TX,0.3939,0.394,84.6,32.8438,2.72632,4.39254,6.3,108.7,3.0,3.31401,16.3438,,0.6161,0.334,4,5,0.6,219.937,0.272,19.1,57.28,25.5,4
Pd4ca66045e,133.991,102.83,23.32,24.7,3.76753657,3,5.3104,1,12.049,-1.556,-3.1,3.671,-1.6,22.0,3.7,18.0,2.63,-8.0,-0.380213,0.86352,3.16683,10.1,110.516,0.018,0.0,49.3,-4.61401,53.4,0,5.75756,33.0,0,CA,0.4371,0.47,75.5,33.5152,5.69061,4.89404,2.2,127.4,2.4,5.18344,15.5152,,0.4545,0.31,2,5,1.851,168.901,0.22,10.3,57.37,20.5,4
P0e202d21b8,126.832,101.222,24.27,11.0,0.65115528,3,6.7679,0,4.514,6.786,1.8,-1.001,1.9,24.4,-30.3,-7.0,-2.76,4.7,3.2786,1.43151,2.86747,19.6,106.676,0.306,2.174,61.3,1.80406,70.5,0,5.40291,23.0,1,,0.4545,0.152,50.5,28.3043,3.4893,3.97139,13.2,110.8,4.3,3.73694,15.0435,61.0,0.6556,0.829,8,5,2.004,135.412,0.018,14.5,59.72,26.5,4
Pd3ead775c1,127.494,95.3002,23.96,9.8,0.80598652,7,5.32258,1,-1.128,-12.764,-4.8,2.559,-4.8,-4.4,1.0,-1.0,-3.14,-5.1,2.62931,2.13235,3.865,19.0,99.3003,0.264,1.429,57.7,2.76322,55.8,0,6.66829,35.0,0,WA,0.4667,0.347,78.9,31.8,2.69327,4.53594,8.5,117.7,2.6,4.26389,15.3429,,0.6698,0.613,8,2,2.559,204.105,0.04,15.3,61.35,23.6,4
P2524393d71,127.176,100.788,23.13,8.3,0.83330092,5,4.62602,1,31.237,-4.331,-2.7,6.413,12.6,15.3,-1.7,31.7,15.12,0.1,-0.0464305,0.0717345,3.20252,14.0,106.355,0.141,0.2,58.3,-0.36234,24.7,0,5.67021,35.0,0,MN,0.4505,0.288,75.3,31.3143,4.67245,5.59847,4.4,120.6,2.6,4.14982,15.3429,,0.5938,0.166,5,5,0.947,169.296,0.545,13.8,62.42,21.1,4
Pdff50197cb,131.347,99.774,23.76,14.4,0.93825347,9,6.42337,,,,,,,,,,,,1.62504,1.18719,3.73063,21.1,97.3126,0.117,0.645,60.4,,32.7,0,8.07695,31.0,0,FL,0.4959,0.273,87.3,33.8,4.79833,6.88976,9.7,122.7,2.7,5.1801,20.9429,,0.7602,0.385,6,1,,221.047,0.342,15.3,63.95,28.1,4
Pbdf853cdec,131.326,96.7812,23.08,13.2,1.35848088,5,6.07633,1,18.12,-11.288,0.0,7.765,4.1,6.0,-4.5,14.8,4.38,-3.1,0.61498,1.55568,3.78022,16.9,103.755,0.028,0.088,53.9,-2.7825,39.3,0,7.94959,34.0,0,GA,0.3737,0.212,80.6,32.2353,5.46135,6.39391,1.7,117.1,2.7,4.78185,19.1471,14.6,0.5093,0.232,4,5,1.882,211.925,0.556,11.0,58.87,24.6,4
Pe8e75a6d90,130.963,94.4729,23.72,30.0,1.55171398,10,6.86225,1,7.05,1.39,8.2,1.087,-0.3,5.8,6.4,4.2,1.86,1.4,1.8038,2.684,4.37656,12.9,99.6652,0.019,0.062,46.0,3.40555,44.6,0,9.69454,32.0,0,MD,0.3742,0.331,84.7,35.3438,5.05844,7.01054,3.2,110.9,1.4,5.13823,20.375,54.0,0.5223,0.318,2,5,1.167,194.544,0.351,15.0,54.56,30.7,4
P233044615c,122.521,92.3067,23.92,9.7,0.49154061,7,2.50033,0,-4.594,3.251,-6.3,-3.542,-0.7,-2.8,-21.9,-2.4,-0.73,-2.7,1.29796,0.47524,3.72691,19.3,100.927,0.105,0.87,56.5,-4.29944,70.9,0,3.31002,23.0,0,MS,0.2813,0.143,46.2,28.2174,1.20237,2.83478,13.2,106.3,3.6,3.30565,14.9565,,0.6126,0.857,8,5,1.605,119.059,0.0,19.1,57.71,27.6,4
