pid,tv_adjoe,tv_adrtg,tv_age_exact,tv_ast_pct,tv_ast_tov,tv_birth_month,tv_bpm,tv_bpm_is_peak,tv_d_adjoe,tv_d_adrtg,tv_d_ast_pct,tv_d_bpm,tv_d_efg,tv_d_ftr,tv_d_min_per,tv_d_ortg,tv_d_ts,tv_d_usg,tv_dbpm,tv_dgbpm,tv_dporpag,tv_drb,tv_drtg,tv_dunk_share,tv_dunks_pg,tv_efg,tv_first_bpm,tv_ftr,tv_gap,tv_gbpm,tv_gp,tv_home_intl,tv_home_state,tv_mid_pct,tv_mid_share,tv_min_per,tv_mp,tv_obpm,tv_ogbpm,tv_orb,tv_ortg,tv_pfr,tv_porpag,tv_pts,tv_rec_rank,tv_rim_pct,tv_rim_share,tv_role,tv_seasons,tv_slope_bpm,tv_stops,tv_three_share,tv_to_pct,tv_ts,tv_usg,tv_yr
P6e7d02b021,133.075,96.0481,19.65,31.4,3.07867505,10,11.0013,,,,,,,,,,,,2.84207,3.43837,4.10463,14.3,99.8459,0.333,1.028,66.8,,28.6,0,10.9892,36.0,0,CA,0.5172,0.085,87.6,35.0556,8.15926,7.55081,3.2,129.4,2.1,5.5084,14.5556,99.6,0.7833,0.35,2,1,,275.837,0.566,18.9,67.26,20.1,1
P8a2034c01d,123.835,89.3282,19.3,12.4,0.81577449,3,6.40897,,,,,,,,,,,,3.27433,2.62949,4.67702,19.7,96.6201,0.167,0.621,50.7,,38.1,0,6.65619,29.0,0,MO,0.377,0.334,65.3,33.3103,3.13464,4.0267,4.9,108.9,3.6,4.16612,16.8276,99.4,0.627,0.345,5,1,,209.644,0.321,17.7,56.61,25.4,1
Pe56ae9c7aa,125.311,89.19,20.36,18.2,1.07216571,2,9.00184,,,,,,,,,,,,4.6022,3.55472,4.28933,17.4,95.418,0.353,1.629,55.2,,40.3,0,8.5413,35.0,0,MI,0.3691,0.347,74.0,30.7714,4.39964,4.98658,8.7,108.2,3.9,3.96381,16.3429,100.0,0.6895,0.443,5,1,,249.205,0.21,18.4,55.95,27.3,1
P6f43cf2ee3,127.366,90.683,19.5,28.6,1.89651191,12,7.08711,,,,,,,,,,,,2.72117,3.27528,4.01087,12.2,96.0513,0.103,0.556,49.7,,47.1,0,7.12455,36.0,0,TX,0.375,0.393,69.8,29.5556,4.36594,3.84927,2.1,110.7,3.4,4.05865,16.6944,99.0,0.6453,0.453,2,1,,219.063,0.154,15.8,54.81,27.6,1
Pe3864f9800,124.263,85.8594,19.72,7.5,0.77080003,10,8.87615,,,,,,,,,,,,5.31472,3.7778,3.99213,25.0,92.6767,0.364,1.062,56.8,,46.1,0,9.11403,32.0,0,FL,0.4333,0.234,59.9,26.1875,3.56143,5.33623,7.7,118.8,3.3,3.31417,11.9688,98.6,0.6822,0.418,6,1,,213.687,0.348,15.7,61.37,20.0,1
Pf62abcdcde,137.906,94.7503,20.08,5.6,0.8000185,5,7.74815,,,,,,,,,,,,0.824101,0.913317,3.74637,17.5,99.0583,0.24,0.541,58.4,,43.6,0,8.55077,37.0,1,,0.4513,0.301,77.0,30.8108,6.92405,7.63745,10.0,130.1,2.6,5.35788,15.5676,93.0,0.65,0.266,6,1,,203.764,0.434,9.8,63.45,21.5,1
Pbe6ed6fd51,126.057,102.802,19.57,34.2,1.82405924,11,6.34615,,,,,,,,,,,,0.570446,0.741281,3.23498,11.5,107.928,0.137,0.688,52.0,,47.6,0,5.96061,32.0,0,NC,0.3084,0.254,86.4,34.8125,5.77571,5.21933,2.7,109.5,2.4,4.58657,18.125,98.8,0.6398,0.382,2,1,,219.89,0.363,19.0,56.31,28.2,1
Pe6fe5c747b,130.931,77.2172,19.59,4.4,0.26668833,11,9.48817,,,,,,,,,,,,6.90668,5.73825,3.14345,23.2,79.0742,0.189,0.513,67.6,,71.5,0,9.95481,39.0,0,NV,0.5085,0.285,43.1,17.2308,2.58149,4.21656,12.2,120.6,6.3,2.57937,10.0,94.2,0.748,0.614,8,1,,185.367,0.101,20.2,70.32,24.8,1
P4a000d48b0,129.891,94.239,19.38,13.3,1.14475,2,6.08628,,,,,,,,,,,,0.943344,1.8408,3.94126,7.2,99.9136,0.252,0.632,54.3,,32.3,0,7.87455,38.0,0,AR,0.4011,0.334,79.9,32.0526,5.14294,6.03376,1.1,115.7,2.4,4.66707,19.8421,98.0,0.6486,0.198,3,1,,210.41,0.468,13.3,58.59,25.1,1
P71b16faf7a,139.829,96.2818,20.99,13.6,1.54239316,6,7.96278,1,13.234,-2.931,3.0,2.846,7.6,9.0,22.5,6.6,7.29,2.9,0.638673,1.39325,4.12945,12.1,103.155,0.034,0.081,57.9,5.11637,38.6,0,9.34435,37.0,0,OH,0.4747,0.407,88.8,35.5135,7.32411,7.95111,3.9,127.3,2.5,6.41263,19.5135,96.0,0.6322,0.179,4,2,2.846,215.166,0.414,11.2,62.91,23.0,2
Pdb3bcb3fc8,125.451,86.3654,20.79,16.0,1.66067641,9,9.99712,1,7.344,-0.629,0.2,4.458,0.9,-5.7,32.4,0.7,0.65,2.5,3.84859,4.78443,4.83082,12.9,93.2413,0.112,0.265,49.8,5.53915,24.3,0,10.0689,34.0,0,CT,0.3663,0.228,80.1,32.2941,6.14853,5.28447,3.7,114.4,3.2,4.18939,15.5588,94.4,0.5517,0.262,3,2,4.458,232.285,0.51,12.7,53.4,23.3,2
P24e5e8b7dc,132.305,94.1241,22.24,16.0,1.63768116,3,8.18661,1,6.708,-4.042,-0.3,1.03,2.2,-0.7,9.3,0.2,2.71,3.5,1.4369,1.55801,3.96998,10.8,101.543,0.1,0.333,53.0,6.8402,22.4,0,8.83356,39.0,0,TX,0.4148,0.3,80.2,32.0,6.74971,7.27554,4.9,119.2,1.7,4.95467,18.275,98.4,0.6385,0.222,5,3,0.673,215.962,0.478,12.3,55.46,23.9,3
P2c3a1eb46b,123.306,90.4754,20.02,8.6,0.68331093,6,8.6194,,,,,,,,,,,,5.63941,3.92984,3.47887,18.9,95.9166,0.347,1.971,69.2,,29.0,0,7.53997,34.0,0,NE,0.3506,0.268,63.8,25.2857,2.97999,3.61013,7.7,117.1,4.4,3.14253,12.9429,83.2,0.8163,0.683,7,1,,203.996,0.049,17.7,67.45,21.1,1
P459acdec33,125.402,96.352,21.34,8.5,1.19044604,2,8.33384,1,13.13,2.371,0.6,5.821,6.7,-1.1,65.6,20.2,7.0,-6.5,3.66792,2.11384,3.49238,16.3,102.055,0.437,1.0,60.5,-4.87934,19.7,0,6.99049,38.0,0,CA,0.4722,0.354,75.2,30.3947,4.66591,4.87666,6.7,122.3,2.5,3.92803,11.0263,75.6,0.8276,0.285,6,3,6.607,202.916,0.361,12.7,62.82,18.1,2
Pcc7ddb9ab9,134.246,96.3895,20.15,13.2,1.63465037,4,8.03448,,,,,,,,,,,,2.23731,1.58568,3.47051,19.7,100.313,0.304,1.6,65.2,,27.8,0,7.53933,35.0,0,CA,0.4748,0.365,72.8,29.9429,5.79717,5.95365,9.1,128.2,3.4,4.82672,16.2571,96.6,0.7772,0.483,7,1,,225.006,0.152,12.4,65.96,21.5,1
P49d50fc2b5,145.679,97.2106,19.75,4.5,0.27871248,9,6.69252,1,26.148,-2.433,1.0,6.016,7.5,-5.0,30.8,14.5,6.84,5.7,0.99704,0.267341,3.00796,25.7,103.87,0.278,1.788,62.2,0.676331,58.5,0,9.1892,33.0,0,FL,0.443,0.399,66.5,26.6061,5.69548,8.92185,16.4,124.8,4.5,5.34436,19.1515,63.2,0.7534,0.598,8,2,6.016,198.91,0.003,13.2,65.76,29.2,2
P3e0fd9667f,119.34,87.2926,19.17,5.6,0.50007219,4,4.90353,,,,,,,,,,,,2.93109,2.24634,1.69591,21.6,95.4631,0.378,0.577,57.7,,30.8,0,3.08423,26.0,0,NC,0.3548,0.408,20.2,11.5,1.97243,0.837891,16.5,112.6,7.8,1.25895,3.9231,99.8,0.7556,0.592,8,1,,67.7104,0.0,18.0,57.05,19.2,1
P0af0ac79ae,111.601,91.481,19.17,5.5,0.3095266,4,3.33538,,,,,,,,,,,,3.53513,2.0664,4.27413,18.8,99.0269,0.348,1.364,56.6,,47.2,0,4.08688,33.0,0,TX,0.4765,0.54,80.4,32.1515,-0.19975,2.02048,11.0,101.9,2.6,2.65636,13.3939,96.8,0.7101,0.438,8,1,,209.689,0.022,20.1,57.14,22.9,1
P1e22570fac,118.679,95.2148,19.93,11.0,0.88461538,7,8.67578,1,5.092,2.7,4.4,0.768,-1.0,3.1,-4.3,1.4,0.44,2.9,4.04717,3.08224,2.96814,16.1,98.5464,0.46,1.688,61.5,7.9074,39.3,0,7.80894,16.0,0,MO,0.3571,0.115,28.9,25.125,4.62861,4.72671,8.5,115.6,3.3,2.65146,11.0625,41.4,0.7778,0.516,5,2,0.768,88.5137,0.369,18.0,61.12,20.5,2
P63f00af37c,120.521,96.8051,21.2,10.8,1.18642312,4,7.50563,0,3.705,6.843,3.2,-0.923,-2.4,1.2,14.5,0.4,-0.93,1.8,3.2759,1.71852,4.10059,19.2,101.689,0.283,0.735,54.8,8.42877,36.3,0,5.92301,34.0,0,NY,0.3438,0.3,89.6,36.0882,4.22973,4.20449,7.7,118.4,2.7,4.0687,13.1765,85.8,0.697,0.309,6,2,-0.923,244.374,0.391,15.7,59.72,18.0,2
P204a101867,130.402,86.8764,20.18,18.7,0.89832113,4,8.33723,1,26.281,-1.493,5.5,6.038,7.4,16.6,18.7,16.8,8.76,4.6,4.69303,3.00327,4.79474,32.7,91.6952,0.137,0.543,57.2,2.29875,49.9,0,8.42621,35.0,0,IN,0.3862,0.45,80.5,32.5429,3.6442,5.42294,10.7,112.9,3.4,4.76079,18.4571,96.4,0.7603,0.348,7,2,6.038,269.176,0.202,20.9,62.03,28.5,2
P032d23c9d9,125.093,96.7777,21.91,15.0,1.14518909,7,5.30474,1,10.957,-0.796,2.8,3.043,-0.7,0.3,10.0,9.6,0.52,2.1,1.31196,0.375361,3.53972,22.7,98.7643,0.085,0.481,53.9,2.64162,36.3,0,5.44127,27.0,0,MI,0.3564,0.304,69.6,30.8276,3.99278,5.06591,11.2,112.8,2.1,3.99945,16.4138,62.8,0.6928,0.461,7,3,1.332,163.806,0.235,14.7,56.34,26.7,3
P2e6be7d23b,132.838,89.9745,19.45,7.4,0.92004869,1,8.24036,,,,,,,,,,,,3.02392,1.79041,1.9985,19.0,96.9021,0.23,0.514,56.4,,57.6,0,6.81358,37.0,0,FL,0.3099,0.415,34.3,14.6053,5.21644,5.02316,18.2,123.3,5.0,2.26099,7.0789,95.2,0.75,0.585,8,1,,112.527,0.0,11.5,58.21,21.4,1
Pa79b34cca8,133.723,99.8978,22.97,28.3,1.8271071,7,9.52701,,,,,,,,,,,,2.46604,2.93893,3.3849,10.7,103.201,0.049,0.212,58.1,,43.5,0,11.6766,33.0,0,CO,0.4435,0.288,81.6,32.8235,7.06097,8.73764,3.5,121.1,2.7,5.20087,18.0882,,0.6761,0.356,2,1,,207.998,0.356,16.6,62.67,25.9,4
P1ea9c7c88d,139.493,88.6681,22.3,18.8,1.49295204,3,10.4034,1,10.078,0.53,6.4,1.473,1.5,6.1,4.7,4.6,1.66,3.6,3.13016,3.27945,4.73281,17.5,93.5948,0.131,0.556,59.0,6.82288,36.7,0,10.8277,36.0,0,DC,0.4,0.259,82.9,33.1667,7.27323,7.54825,5.9,122.3,2.7,5.95021,18.6944,84.4,0.7125,0.346,4,4,0.942,241.733,0.395,13.4,61.89,27.1,4
P38e6db5ca1,124.248,97.6471,19.13,12.6,1.24487547,5,4.00385,,,,,,,,,,,,-0.491951,0.692198,2.77612,8.2,105.15,0.044,0.111,56.4,,36.3,0,3.95352,36.0,0,UT,0.3548,0.221,60.5,24.8889,4.4958,3.26132,3.1,116.4,3.8,3.14853,10.9444,97.6,0.6667,0.32,3,1,,132.144,0.459,15.4,59.8,20.4,1
P27a35575e9,120.443,93.0097,22.03,14.4,1.19401082,6,7.13052,1,1.565,-2.959,6.3,1.312,-1.4,-8.5,16.2,-1.6,-1.89,2.9,2.7607,2.71336,4.48881,13.1,99.4324,0.124,0.273,53.9,-1.2471,29.0,0,7.47945,33.0,0,NJ,0.3333,0.22,87.9,35.303,4.36982,4.76609,2.9,113.8,1.8,3.98478,14.8788,77.6,0.618,0.241,4,4,2.404,203.014,0.539,16.6,58.0,21.3,4
P5351e63d76,142.438,95.9264,23.22,26.1,2.17438978,4,8.35623,1,20.165,4.323,2.7,0.365,8.2,-3.3,6.3,11.3,7.44,4.6,0.636371,2.09129,4.20296,10.4,102.695,0.005,0.028,57.3,2.04876,48.4,0,10.0307,36.0,0,VA,0.4094,0.258,89.4,36.1389,7.71986,7.93943,2.0,125.2,2.2,6.78213,20.9167,76.6,0.5602,0.388,2,4,1.99,224.991,0.354,14.4,62.23,25.5,4
Pf781dda14b,115.739,87.2278,20.38,10.9,0.71642071,2,4.88552,0,-9.683,-2.596,4.3,-2.58,-11.9,1.1,2.4,-14.3,-9.41,3.8,4.16443,2.84746,4.76393,25.7,90.5229,0.165,0.677,49.7,7.46516,59.9,0,5.26498,31.0,0,CA,0.3585,0.51,73.3,32.6452,0.721092,2.41752,10.7,106.2,3.8,3.12801,14.0,98.8,0.6466,0.426,7,2,-2.58,218.707,0.064,16.5,54.14,24.2,2
P964dd1e5f4,96.4176,96.3799,21.47,7.8,1.26922616,1,4.59285,,,,,,,,,,,,4.21148,2.99013,2.50275,17.5,102.571,0.098,0.129,45.1,,36.6,1,2.64567,31.0,0,NV,0.3696,0.374,51.9,21.6774,0.381373,-0.344465,5.8,103.5,3.8,0.634053,4.6452,93.6,0.6098,0.333,6,1,,143.616,0.293,17.3,49.87,12.4,2
P551a484de7,123.366,84.7346,22.46,11.5,0.93333677,1,11.8465,1,15.364,-2.022,0.3,3.835,6.5,7.6,31.0,15.9,8.41,0.5,7.73174,4.84825,4.5356,21.8,88.8529,0.309,1.316,64.0,10.0051,41.6,0,9.79722,38.0,0,CA,0.48,0.282,72.5,28.8205,4.11481,4.94896,12.4,119.9,2.4,3.58105,10.9487,80.2,0.736,0.669,8,3,0.921,276.109,0.049,20.6,65.53,19.2,3
P16938f3fa9,144.487,100.508,20.91,44.2,2.26666667,7,8.51855,1,22.641,3.017,2.3,2.46,-4.2,-2.2,21.8,6.7,-4.23,6.8,0.188086,0.547587,2.96969,10.8,107.648,0.0,0.0,47.5,6.05808,38.6,0,8.49042,31.0,0,TX,0.4176,0.391,70.8,29.1875,8.33047,7.94283,2.8,116.1,3.1,5.74972,19.1562,94.8,0.4869,0.41,1,2,2.46,169.652,0.2,15.9,53.31,33.3,2
P86ef73625c,122.565,95.7108,21.81,11.6,0.85916397,8,2.88435,1,6.305,-2.373,1.2,1.995,2.7,-6.7,0.3,5.6,2.25,0.1,-0.19451,0.475958,3.40588,11.9,102.343,0.173,0.629,51.0,0.889506,28.2,0,4.70565,35.0,0,FL,0.4192,0.342,72.0,28.8,3.07886,4.22969,4.0,108.4,2.2,3.47514,17.2286,96.8,0.6267,0.307,4,2,1.995,177.268,0.35,14.1,54.37,27.4,2
P1804943702,124.749,96.1373,21.34,10.9,1.13557646,2,4.47016,1,6.084,-2.42,-0.7,0.605,4.3,-7.2,4.5,7.3,3.82,-0.1,-0.272438,0.774865,3.52254,9.6,100.81,0.043,0.132,57.4,3.86563,34.5,0,5.51274,38.0,0,CA,0.3247,0.194,75.4,29.9744,4.7426,4.73788,3.3,117.7,2.0,3.86828,14.641,94.6,0.6325,0.295,4,2,0.605,180.935,0.511,13.9,60.49,21.5,2
P74d19df6a2,119.868,96.1409,19.89,9.8,0.64103569,7,5.90648,0,-12.948,0.775,1.7,-0.577,-13.3,-7.2,12.3,-13.7,-10.34,0.2,3.09651,2.08209,3.20564,17.2,100.983,0.264,1.088,56.0,6.48377,51.9,0,5.31463,34.0,0,NY,0.3457,0.284,68.6,28.0588,2.80997,3.23254,9.7,112.0,4.4,3.05574,12.5588,96.2,0.6736,0.505,7,2,-0.577,191.596,0.211,20.9,60.09,22.3,2
Pc32fe4a167,132.464,92.6251,21.42,23.0,1.3194788,1,6.43595,1,4.555,-4.866,3.6,0.251,3.9,-1.5,-25.4,0.0,2.34,4.2,0.986617,2.07884,3.27661,9.9,97.4912,0.078,0.294,55.4,2.33283,29.6,0,7.8027,34.0,0,ON,0.4058,0.338,56.9,25.3143,5.44934,5.72386,4.7,113.3,4.4,3.93837,16.1143,88.4,0.6589,0.316,4,3,2.052,158.623,0.346,15.8,58.2,30.1,3
P22340c4458,124.3,89.5811,22.36,17.9,1.54408363,2,8.52023,1,4.039,-5.193,1.5,1.741,-13.9,-3.5,12.8,-2.8,-13.31,3.9,3.7068,3.60497,4.55664,16.9,91.236,0.097,0.2,54.6,4.09038,31.3,0,7.99692,35.0,0,IL,0.4215,0.346,81.6,32.6571,4.81343,4.39195,6.0,117.6,3.2,4.13715,13.4286,78.4,0.5269,0.266,4,4,1.276,237.84,0.389,17.3,58.28,21.6,4
Pd808e1b5f8,108.482,92.5661,18.68,2.3,0.25,10,1.1997,,,,,,,,,,,,2.32642,1.7738,1.67923,19.9,97.6021,0.483,0.793,56.4,,42.6,0,-0.411748,29.0,0,CA,0.3953,0.426,26.2,13.0,-1.12672,-2.18555,13.3,106.1,7.6,0.933363,4.7241,91.0,0.6897,0.574,8,1,,89.4142,0.0,18.4,56.41,18.7,1
P10187f6389,140.083,83.1032,22.6,19.4,1.13157895,11,13.4543,1,27.932,-11.472,-2.8,8.329,6.8,16.3,-11.0,12.3,8.7,7.0,5.82788,5.58054,5.22895,16.2,88.3804,0.072,0.281,51.0,2.73465,59.0,0,15.8457,32.0,0,SC,0.3551,0.314,71.9,32.9062,7.6264,10.2651,8.0,118.2,2.7,5.85655,20.7188,94.0,0.5752,0.349,4,4,3.325,244.238,0.337,14.2,58.98,29.2,4
Pa76a1ce248,137.605,94.804,21.99,32.0,5.1666663,6,9.69761,1,7.679,-4.937,3.1,2.543,-1.3,-1.0,-7.3,2.1,-0.54,3.9,1.69135,2.33039,4.21557,11.3,101.974,0.016,0.057,52.3,5.1189,23.9,0,9.40779,35.0,0,MI,0.4227,0.417,86.8,35.3429,8.00625,7.07741,3.7,124.2,1.6,6.00193,16.4286,83.6,0.625,0.275,2,4,1.225,225.734,0.308,8.1,55.53,23.8,4
P2acab9acdb,122.215,97.8163,21.48,30.3,1.81034798,12,6.50277,1,6.951,4.557,5.1,1.362,6.1,4.6,-13.4,5.9,5.33,1.3,2.67602,3.00702,3.65556,13.5,103.093,0.144,0.667,50.7,-4.56156,64.5,0,7.57058,21.0,0,MI,0.34,0.253,45.6,33.1429,3.82675,4.56356,1.8,110.2,2.9,3.93552,14.9524,79.0,0.6154,0.525,2,3,5.532,131.808,0.222,19.6,56.97,24.8,2
P2a1ab2724b,110.4,90.5648,24.43,17.8,1.55382354,1,7.71621,1,0.854,-1.398,-7.6,1.802,1.4,5.0,8.0,3.2,2.25,-1.5,4.77917,4.51596,4.08349,13.7,95.0827,0.047,0.118,52.1,5.91378,49.2,0,6.31207,34.0,0,NC,0.3947,0.322,68.9,30.0,2.93704,1.79611,1.5,108.5,3.3,2.35352,9.7647,,0.5294,0.36,3,2,1.802,213.348,0.318,20.7,57.03,18.4,4
P9d178fdf5d,130.854,97.443,22.19,15.0,0.90140097,4,4.91498,0,-0.138,5.853,6.7,-2.047,-7.5,4.8,-5.7,-9.3,-5.09,6.6,0.403531,0.495656,3.90984,23.2,96.3548,0.076,0.25,52.7,1.41398,42.8,0,7.68973,28.0,0,IL,0.4094,0.39,76.3,35.1379,4.51145,7.19408,8.0,117.8,2.6,5.20489,22.9655,50.0,0.6639,0.271,6,4,1.156,203.71,0.339,13.5,59.63,29.5,4
Pa0580e3001,112.91,92.3539,22.97,7.7,0.55996541,7,3.32035,0,-3.711,-3.562,0.8,-2.458,-3.4,0.3,-1.7,-11.5,-2.36,5.0,1.34079,1.70705,4.11416,13.2,96.9727,0.29,0.667,54.2,0.23983,17.3,0,5.04692,27.0,0,CA,0.4,0.221,62.5,31.963,1.97956,3.33988,3.5,107.0,2.4,2.7604,14.3333,96.0,0.6812,0.218,4,4,1.274,144.179,0.562,16.1,56.23,21.6,4
P5f230da818,125.313,99.2012,23.76,9.7,0.92728148,9,4.67033,0,-6.294,3.668,-1.0,-1.796,-4.4,-5.3,0.7,-5.9,-5.27,-1.0,1.0149,0.619648,3.63066,15.5,105.976,0.238,1.242,52.6,0.615445,38.1,0,5.48069,33.0,0,GA,0.3827,0.367,85.5,34.3333,3.65543,4.86104,5.9,113.0,1.9,4.45327,17.697,76.8,0.7243,0.42,5,4,1.443,197.517,0.213,11.5,56.07,24.8,4
P58604dcdcf,120.674,91.6436,22.52,16.8,1.58730244,12,5.21649,0,3.613,-2.923,-1.4,0.518,7.3,-0.5,-9.9,5.5,2.22,-2.0,2.09939,1.74379,4.23594,16.5,97.2899,0.161,0.649,48.5,3.99955,58.4,0,5.54096,37.0,0,OH,0.3478,0.411,80.0,32.4324,3.11709,3.79717,8.0,109.1,2.2,3.65128,13.973,72.8,0.6335,0.411,5,4,-0.17,206.663,0.179,13.0,51.37,24.9,4
P80ec619552,119.312,94.4123,23.84,7.6,0.65959154,8,4.45994,0,-5.371,5.723,3.3,-2.851,-11.6,20.9,10.4,-15.1,-8.73,6.4,2.35701,1.50248,3.82066,26.5,95.9301,0.31,1.31,53.2,7.31072,45.7,1,4.79167,29.0,0,GA,0.4352,0.319,75.0,31.2759,2.10292,3.28919,8.3,111.1,4.1,3.37772,16.1034,,0.7674,0.381,6,2,-2.851,211.965,0.301,11.9,56.59,24.7,3
P982f4d9f47,126.566,91.6067,23.24,24.1,2.77049178,3,8.08556,1,7.601,-2.284,2.0,3.438,5.4,-10.8,4.4,3.4,3.71,1.7,1.86722,2.94022,4.24772,8.7,97.0836,0.0,0.0,54.7,2.24865,29.6,1,7.87532,40.0,0,PA,0.3826,0.31,79.9,32.05,6.21835,4.93509,1.5,119.9,1.9,4.28458,12.45,88.8,0.7143,0.17,2,4,1.807,221.166,0.52,14.1,58.83,20.1,4
Pfafab37502,133.008,86.5654,23.88,10.8,1.21055531,8,9.73451,1,11.39,-2.266,3.4,1.424,-1.5,-3.3,7.4,4.7,-0.05,4.2,4.42377,2.61516,3.42281,24.1,88.9659,0.26,1.029,56.4,5.58371,38.3,1,8.27571,35.0,0,MI,0.3545,0.417,56.9,22.9143,5.31075,5.66055,15.6,124.2,3.7,3.55963,10.6857,82.4,0.7329,0.553,8,4,1.167,189.397,0.03,12.9,59.94,22.0,4
P8e9f5cd10b,119.302,93.2487,25.72,39.1,2.16802035,10,7.76519,0,-6.03,-1.436,2.0,-1.872,-1.2,-3.1,10.2,-4.7,-2.85,0.9,4.07246,3.03258,4.31155,18.1,95.5153,0.14,0.694,47.1,3.95789,50.7,1,7.39421,36.0,0,UT,0.3484,0.506,84.7,34.0,3.69273,4.36163,7.1,107.5,2.4,3.68955,15.4167,69.0,0.6425,0.41,2,4,1.467,284.323,0.085,19.6,51.3,28.0,4
Pe1b87bba68,132.078,91.4399,23.39,10.3,1.14289937,1,10.0616,1,10.091,0.765,-5.9,0.869,9.7,6.5,1.1,14.2,8.86,-1.6,5.42551,3.10519,4.48737,21.3,90.6615,0.151,1.323,62.9,6.92177,41.5,1,10.7846,31.0,0,NJ,0.3967,0.294,84.0,33.7419,4.63606,7.6794,14.8,127.9,2.7,5.14942,20.0968,,0.7251,0.706,8,4,1.143,248.534,0.0,9.4,63.16,25.2,4
Pa67da64cf8,117.696,94.9742,23.71,27.3,1.97010214,10,5.64315,0,8.872,7.33,-1.6,-1.244,1.6,7.7,2.2,5.9,1.98,0.0,2.6302,2.85581,3.88794,15.6,97.0372,0.1,0.688,48.5,0.0461101,54.8,1,5.68686,32.0,0,MO,0.2917,0.262,80.2,32.3125,3.01294,2.83105,3.6,105.5,2.7,3.31271,15.0938,,0.6,0.627,3,4,2.026,222.769,0.112,14.1,52.22,26.4,4
P4370ef2bf5,112.496,88.1384,23.31,31.1,2.12639288,2,8.87644,1,6.527,-1.982,-3.7,2.56,4.6,-10.8,-6.9,10.5,4.56,-3.5,5.04133,5.5631,4.12526,9.5,92.8983,0.178,0.432,56.6,4.31641,29.4,1,8.02553,37.0,0,TX,0.2955,0.199,71.1,28.8378,3.83511,2.46243,4.1,111.6,3.4,2.42643,8.1351,83.2,0.6931,0.457,1,4,1.33,230.328,0.344,26.8,59.75,17.5,4
Pdb78b3595b,131.768,89.6471,22.14,16.7,0.78998365,5,7.56485,1,4.873,-7.197,8.0,1.175,-8.0,-6.4,22.7,-4.0,-5.15,6.7,3.45496,2.03488,4.29722,22.9,96.1425,0.225,1.303,52.7,3.13005,42.3,0,7.3409,33.0,0,TX,0.4118,0.443,74.9,30.5,4.10989,5.30602,14.9,110.0,4.0,4.7074,17.3235,74.8,0.652,0.483,8,3,2.217,200.076,0.073,19.2,56.28,30.3,3
P0d567b6867,110.863,85.3106,20.66,23.0,1.29487242,10,5.88112,1,23.616,-8.038,1.0,7.832,4.2,-1.4,21.8,17.3,4.27,1.3,4.0139,3.9839,4.36725,15.5,90.1059,0.087,0.257,44.5,-1.95093,28.0,0,6.01012,35.0,0,SC,0.3317,0.452,68.8,28.6944,1.86722,2.02622,4.1,96.2,3.8,2.26524,13.9167,95.2,0.6696,0.25,4,2,7.832,219.909,0.298,15.9,46.62,28.0,2
Pea59b43adb,122.447,87.7658,22.29,4.8,0.58977198,3,8.02623,1,5.943,-3.994,0.8,3.482,1.7,2.9,7.8,0.3,1.09,1.7,4.11609,3.29369,3.8166,18.5,92.6266,0.372,0.778,54.7,2.49548,33.8,0,7.58298,36.0,0,VA,0.3558,0.347,65.4,26.4444,3.91014,4.28929,7.3,115.9,3.4,3.1473,11.1111,96.6,0.7209,0.287,6,3,2.765,198.996,0.367,12.2,57.64,19.1,3
Pfde95d41d3,119.69,92.842,21.94,8.5,0.93334377,7,7.67385,0,11.975,6.927,-1.6,-1.952,1.7,6.3,20.7,5.2,4.81,3.4,4.85676,3.24475,4.0189,16.6,98.2551,0.373,0.829,48.0,0.832891,39.2,0,7.01744,35.0,0,TX,0.3304,0.314,78.4,31.4571,2.81708,3.77269,5.9,109.9,2.9,3.46955,13.2286,27.4,0.6627,0.232,7,4,2.45,223.462,0.454,11.2,54.66,21.9,4
P4396f0664b,127.401,91.2566,22.91,10.9,0.85941498,7,7.23751,1,-4.067,-1.717,4.6,0.14,-4.2,-10.0,11.0,-5.0,-3.46,0.2,3.75404,3.24132,3.08642,16.7,98.2231,0.336,1.211,57.2,1.17421,47.2,0,6.15682,38.0,0,NC,0.4126,0.495,56.2,23.2564,3.48347,2.9155,8.5,118.2,5.4,3.17253,11.8205,97.0,0.726,0.505,8,4,2.234,175.016,0.0,18.3,61.82,21.5,4
