pid,tcf_season_final,tcf_conf_gp,tcf_conf_gp_share,tcf_usg,tcf_d_usg,tcf_ortg,tcf_d_ortg,tcf_adjoe,tcf_d_adjoe,tcf_drtg,tcf_d_drtg,tcf_adrtg,tcf_d_adrtg,tcf_bpm,tcf_d_bpm,tcf_obpm,tcf_d_obpm,tcf_dbpm,tcf_d_dbpm,tcf_ts,tcf_d_ts,tcf_efg,tcf_d_efg,tcf_ast_per,tcf_d_ast_per,tcf_tov_per,tcf_d_tov_per,tcf_orb_per,tcf_d_orb_per,tcf_drb_per,tcf_d_drb_per,tcf_stl_per,tcf_d_stl_per,tcf_blk_per,tcf_d_blk_per,tcf_ftr,tcf_d_ftr,tcf_tp3_pct,tcf_d_tp3_pct,tcf_tpar,tcf_d_tpar,tcf_tpa100,tcf_d_tpa100,tcf_porpag,tcf_d_porpag,tcf_minper,tcf_d_minper,tcf_pts_pg,tcf_d_pts_pg,tcf_reb_pg,tcf_d_reb_pg,tcf_ast_pg,tcf_d_ast_pg
Peb1d9a0135,2009,16,0.432432,18.9,1,116.4,8.7,116.154,8.464,87.5041,-0.9161,84.7814,-0.3613,8.84257,1.88837,3.75862,1.08847,5.08395,0.7999,56.82,3.46,50,1.9,21.1,-2.4,18.1,-3.5,3.9,0.4,11.7,-0.2,2.9,0.5,1.8,0.4,54.1,7.7,0.344,0.09,0.240602,-0.00338475,3.43031,0.19336,3.79215,1.1254,88.3,2.8,11.875,1.6318,4.8125,0.0017,4.0625,-0.424
Peb3b7288c1,2026,20,0.540541,21.6,-0.4,109.2,-7.6,118.382,-8.906,99.1137,0.3308,93.5266,0.3423,4.73974,-1.8413,1.77111,-1.89314,2.96863,0.05184,49.32,-6.49,43.3,-8.1,9.9,-2.8,8.4,-2.9,7,-0.3,18.1,1.7,2.2,0.1,1.1,0.2,48.1,-0.4,0.256,-0.107,0.1875,-0.0604564,3.73892,-1.089,2.68767,-0.79095,74.4,2.6,12.6,-1.0216,6.7,0.4838,1.6,-0.3459
Peb77360d78,2018,18,0.45,22.4,0.4,126.5,-3.6,139.078,-1.673,105.008,7.615,96.6215,5.4588,10.9239,-1.0797,7.56833,-0.43354,3.35557,-0.64616,64.68,-0.85,61.3,-1,10.8,0.2,11.2,0.3,5,-0.2,12.4,-1.3,2.3,-0.4,2.6,-0.9,25.7,-2.5,0.402,-0.033,0.495575,-0.00758267,10.3754,-0.2583,5.93782,0.08075,83.4,3.7,18.2222,0.5722,5.0556,-0.2444,2.1667,0.2417
Peb88f22502,2010,18,0.514286,20.9,-0.2,107.3,-8.8,113.566,-7.973,95.2937,5.3928,86.8423,2.4517,8.27546,-1.43196,3.36635,-1.29116,4.90912,-0.14078,52.06,-7.93,45.9,-10.5,11.3,0.2,17.2,-0.3,7.2,-0.4,18.3,0,2.3,-0.4,5.5,-0.2,38.2,3,0.283,-0.132,0.276498,-0.022046,5.13931,-0.44843,3.55867,-0.78769,92.1,4.7,14.8333,-1.6524,8.7778,0.2349,2.3333,0.1047
Peb9997d32a,2025,18,0.545455,18.6,0.9,118.3,-5.7,127.153,0.96,107.512,10.0371,95.6524,3.6358,12.4281,-0.0662,5.09855,0.01397,7.32958,-0.08016,60.05,-2.15,53.7,-2.6,11,-1.3,16.3,1.2,8.8,0,13.7,-1.3,5.2,-0.1,6.3,-0.1,61,-0.5,0.3,0.065,0.243902,-0.00794941,3.36808,0.12529,2.45276,0.16521,47.3,2,7.0556,0.4798,3.5556,-0.1414,1.1111,-0.1616
Pebbd613418,2013,16,0.470588,25.3,0.3,117.4,1.2,127.672,1.873,96.4252,-4.4188,93.8075,-4.1026,7.05569,1.11012,6.27688,0.41506,0.778814,0.695065,54.68,-0.75,48.4,-1.2,33.5,-0.8,16.9,-2.1,1.7,-0.4,10.8,1.6,2.3,0.6,0.6,0.3,37.8,2,0.352,-0.022,0.544041,0.0111947,11.507,0.6575,5.16196,0.0155,87.7,-3.7,15.5625,-0.114,3.5625,0.1507,6,-0.4118
Pebbeab0c5c,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pebc69ca1f1,2009,17,0.485714,20.3,-0.2,110.4,0.4,117.691,2.129,90.6463,-0.0727,83.3494,-1.9706,7.12533,0.16114,3.45708,0.36417,3.66824,-0.20304,53.15,-0.25,49.4,-1.7,7.9,-1.4,13.8,-0.7,9.5,-1,19.8,0.4,1.2,0.3,2.4,-0.6,49.4,-1.4,,,0,-0.00276243,0,-0.0477677,3.94523,0.39257,82.6,0.6,13.5882,-0.1261,10,0,1.4118,-0.2739
Pec2bc35d4f,2010,8,0.380952,25.4,-4.2,93.9,-7.8,107.008,-10.419,112.729,2.864,102.544,-2.609,0.31135,-1.54071,1.62211,-1.56838,-1.31076,0.02767,54.03,-2.7,47.3,-2.7,23,-5.2,25.3,1.7,1.7,-0.7,11.2,1.6,1.4,-0.4,0,-0.2,64.4,11.9,0.31,0.001,0.39726,-0.00356617,6.66193,-1.82777,2.33626,-1.13241,39.8,-13.8,12.875,-3.4583,3.5,0.2143,3.375,-0.7202
Pec93c68939,2022,19,0.612903,25,-0.2,94.4,-3.7,106.939,-2.596,112.029,6.344,105.289,3.61,1.80156,-0.0035,1.07459,-0.02322,0.726966,0.019722,43.64,-2.94,36.7,-3.6,10.9,-0.8,13.5,-1.7,10.1,0,15.9,-1.7,3,0.1,1.8,-0.2,43.8,-1,0.242,-0.068,0.1375,-0.0163462,2.93561,-0.32848,2.50204,-0.1971,83.7,3.1,13.3158,-0.4261,7.7368,-0.4245,1.6842,-0.1223
Pec96a14b85,2015,17,0.435897,29.2,1.1,130.5,4.3,155.698,7.585,95.0409,3.541,89.4935,3.6779,14.8192,1.2497,10.1584,1.5694,4.66076,-0.31978,65.14,2.36,61.6,2.6,21.9,3.5,11,-0.5,5.8,-0.2,25.8,0.1,1.4,-0.3,3.6,-0.9,48.3,7.3,0.4,-0.016,0.189573,-0.0173938,4.76631,-0.41259,8.07132,1.03154,80.4,-1,19.8824,1.1132,8.1765,-0.0286,3,0.359
Pecca0a47dd,2013,18,0.580645,20.2,1.2,96.9,0.4,103.136,2.888,90.8316,2.3151,85.1238,0.7399,6.61864,-0.54162,-1.26088,-0.565153,7.87952,0.02353,53.9,1.46,52.3,2.3,5.9,0.1,22,-0.2,10.3,-1.4,24.8,0.6,2.7,-0.2,10.5,0.5,25.2,-1.5,0,0,0.018018,0.000972563,0.296461,0.038331,1.34031,0.19824,54,0.8,7.4444,0.7347,6.8889,-0.0788,0.6111,-0.0018
Ped12721a79,2020,18,0.580645,24.9,0.7,114.7,6.1,120.069,6.732,105.72,2.065,105.496,0.988,1.52176,-0.09481,3.35966,0.11898,-1.8379,-0.21379,61.51,4.64,57,4.3,12.1,-0.4,14.2,-0.2,2.2,-0.3,18.2,2,0.5,-0.3,0.4,0.1,26.1,0.8,0.375,0.025,0.612613,-0.00972781,14.1902,0.1381,3.72898,0.68899,77.4,-0.8,17.0556,1.692,5.3333,0.3939,1.8333,-0.0455
Ped12aa913a,2019,16,0.533333,28.1,-0.2,125.7,5.8,132.862,4.143,101.787,-1.688,102.213,-1.283,9.86355,1.04526,6.72826,0.31247,3.13528,0.73278,63.57,1.31,59,-0.1,30.5,0.5,13.6,-3,5.1,-2.2,20.5,0,3.8,0.5,3.7,0.7,44,0.7,0.36,0.011,0.347222,0.0206399,7.34694,0.61179,5.47796,0.5083,86.9,0.1,20.75,1.2955,7.8125,-0.733,5.875,0.4508
Ped46c6be82,2015,17,0.485714,21.4,-2,107,2.7,115.561,-0.027,93.0898,2.7296,87.1996,2.8592,9.96584,1.24862,2.64269,0.35094,7.32315,0.89769,57.21,3.92,58.1,4.6,11.2,-1,19.4,2.3,11.9,0,24.8,1.3,2.5,0,7.9,1.6,31.6,1,,,0,0,0,0,3.05775,0.18859,74,8.3,12,0.1429,9.7647,0.679,1.6471,-0.0386
Ped4ca8f8d6,2015,18,0.5,21.5,-0.5,110,1.3,121.285,1.611,89.3762,-2.2448,83.528,-2.1799,8.39737,1.28191,4.14183,0.41531,4.25554,0.8666,53.61,-1.84,50.3,-0.9,9,0.9,11,-4.4,6,-0.4,19.3,0.1,3.6,0.3,2.5,0.7,38.6,-5.8,0.321,-0.037,0.386207,0.00314238,7.81494,0.32448,2.7657,0.42014,58.8,6.5,10.2222,0.9722,5.7778,0.8056,1,0.2222
Ped501e46cc,2020,18,0.580645,22.4,0.4,116.2,-2.9,125.84,-1.348,108.907,7.582,103.253,5.4917,4.2063,-1.5978,3.22098,-1.13081,0.985318,-0.466992,57.77,-4.73,51.3,-6.2,8.2,0.3,14.1,-3.1,8.6,-1.5,14,-1.6,1,-0.6,4.8,0,67.5,10.7,0.4,-0.021,0.0649351,-0.00842401,1.12617,-0.11439,3.91946,-0.09992,69.7,0.5,13.0556,-0.2025,5.9444,-0.6362,1.2222,0.0287
Ped6b9a1a7c,2019,18,0.5625,16.5,-0.4,138.2,4.4,143.294,6.555,100.376,5.5727,92.9411,4.2842,10.452,-0.0439,3.70916,0.10446,6.74286,-0.1483,76.16,2.26,72.8,0,2.9,0.3,14.3,0.4,8.1,-0.7,18.2,2,1.3,-0.2,9.6,-1,67.4,8.2,,,0,0,0,0,4.9279,0.96694,63.6,13.6,10.2778,0.2778,5.4444,0.4444,0.3333,0.0521
Ped95bfcd7e,2010,16,0.516129,34.1,-0.4,109.4,0.5,135.977,1.317,88.6181,0.8149,83.5403,-0.4034,13.6414,2.294,7.34648,1.65212,6.2949,0.64189,58.1,-0.05,53.9,-0.1,41.2,3.7,20,-1.7,5,-2.4,23.5,0,3.5,0.5,2.8,-0.1,40.9,1.1,0.333,-0.031,0.103448,-0.0169018,2.64215,-0.38662,6.2233,0.20243,79.3,4.9,20.125,-0.2621,8.25,-0.9113,5.9375,-0.0302
Peda2227014,2015,18,0.461538,21.3,0.2,113.5,0.7,122.235,2.202,90.0064,2.7628,86.5475,3.6432,8.72255,1.27717,5.50605,0.62667,3.2165,0.65051,53.63,2.19,48.2,0.8,7.3,-3.8,9.7,-0.6,2.4,0.5,9.6,0.4,3.2,0.5,0.4,-0.2,35.1,7.8,0.309,-0.007,0.549708,0.0443022,12.1119,0.4919,3.22582,0.33326,66.7,2.9,11.8889,0.8633,2.7222,0.1581,0.9444,-0.4659
Pedf3dd90d4,2024,20,0.588235,28.8,0.3,117.7,1.7,125.065,0.417,111.513,4.852,113.604,5.271,2.22414,-0.74835,3.31547,-0.06085,-1.09133,-0.687506,55.17,-1.14,50.5,-1.8,18.1,0.6,8.7,-3,7.1,-0.6,15.1,0.8,1.6,-0.5,2.5,-0.5,45.1,2,0.255,-0.071,0.166667,-0.00567802,4.37717,0.00781,4.29558,0.12579,84.8,3.9,20.5,0.8714,6.5,0.0143,2.95,0.2357
Pee1a8f2e9d,2014,16,0.5,21.7,-0.7,104.7,-0.2,109.558,-1.542,91.9906,-2.6024,90.3071,-1.6193,5.5305,0.44875,-0.854419,-0.708106,6.38492,1.15686,53.56,-0.05,50.9,0.2,8.5,1,13.9,-1.2,6.9,-2,21.1,0,0.8,0.1,10.1,1.3,33.3,-3.2,0.176,-0.038,0.104938,-0.0612338,2.05515,-1.26168,2.35032,-0.14381,71,-3.3,12.5625,-0.6875,8.0625,-0.5937,1.3125,0.2187
Pee7c22ed91,2012,15,0.46875,19.5,-0.1,129.1,6.9,133.187,7.644,104.259,2.87,100.072,1.219,8.43115,1.06258,6.89915,0.64049,1.53199,0.42208,67.83,5.46,64,5.3,6.4,-3,17.9,1.1,11.4,1.3,16.8,1.1,1.5,0,2.6,0.4,32.9,5.2,0.411,0.014,0.616438,-0.00058292,11.1702,-0.094,5.24075,1.19953,74.7,3.8,15.2667,2.8292,7.8667,1.4917,0.9333,-0.3792
Peecc71d248,2019,16,0.432432,23.4,-0.6,140.1,5.8,149.423,4.563,79.8181,-4.0789,78.4964,-2.7194,15.8898,-0.708,7.83133,0.04649,8.05847,-0.75448,69.99,0.1,68.8,-0.5,11.4,-0.7,9,-3.7,13.2,-0.7,22,2.3,1.7,-0.6,10.6,-0.2,37.6,-4.4,0.25,-0.017,0.0509554,0.0108485,1.05056,0.244358,5.93986,0.34655,69.1,-1.1,16.1875,-0.7584,8.625,0.0574,1.75,-0.1149
Peef8948765,2018,16,0.457143,23.7,-0.4,118.5,1.9,132.958,3.689,103.247,6.2306,97.6409,4.6284,7.13116,-0.40707,5.90433,0.41258,1.22683,-0.81965,58.06,-0.68,53.9,-0.5,19.6,2.5,11.9,-3.7,5.9,-2.5,17.7,-0.9,0.8,-0.2,1,-1,32.2,0.5,0.375,-0.023,0.355556,0.0169312,7.24768,0.46197,5.26911,0.73801,74.7,0.2,15.0625,0.4625,6.5625,-0.8375,3.375,0.4893
Pef380f9642,2018,18,0.666667,18.5,-0.8,100.5,-11.7,105.323,-10.777,107.655,-0.466,100.531,-1.341,0.846802,-1.31673,1.41674,-1.25055,-0.569938,-0.066171,55.38,-4.36,52.1,-5,6.6,-1.2,17.3,1.4,2.4,-1.9,12.2,0.3,2.3,-0.1,0,-0.5,36.2,-2.6,0.308,-0.042,0.553191,0.0089738,8.74195,-0.35714,1.1642,-0.67861,47.9,9.5,6.7778,-0.9259,2.3889,-0.2037,0.6667,-0.1481
Pef77516e2b,2009,16,0.432432,29.8,2.6,110.2,-0.4,132.422,5.796,96.0796,1.8245,87.9235,-0.5411,8.92093,2.36515,6.04398,1.74241,2.87695,0.62274,55.95,1.71,52.3,2.9,22.2,4.2,16.3,0.9,4.7,0,15.9,1.5,3,0.6,1.6,-0.8,36.9,-2.8,0.321,-0.015,0.232365,-0.025563,6.18488,-0.18798,5.31385,1.05535,81.1,7,19.8125,3.326,5.75,0.8041,3,0.5405
Pef94ae3f83,2013,18,0.486486,20.2,-0.8,116.9,3.2,121.87,2.68,85.8051,2.7596,81.4279,2.748,11.1638,0.0923,2.98819,1.29096,8.17562,-1.19869,63.92,1.85,60.5,2.2,5.3,-0.9,17.4,-0.4,9.3,0.5,21.1,0.2,1.8,0.4,10.6,-3.1,76.2,15.8,1,0,0.00699301,0.00384835,0.10346,0.0521815,3.97751,0.39613,78.2,2.2,13.8333,0.1036,8.8889,0.3754,0.7778,-0.1681
Pef9b8757a6,2011,18,0.529412,18.2,0.7,106.8,2,109.115,4.345,96.824,1.1335,91.2045,0.4553,1.11455,-0.12716,-0.740771,-0.040055,1.85533,-0.0871,54.51,-0.51,53.8,-1.4,0.8,-0.3,13.8,-2.7,12,0.2,23.1,1.3,0.8,0.1,3.6,-0.2,55.4,9,,,0,0,0,0,2.542,0.43791,80.1,-1.8,9.9444,0.1503,9.2778,0.0719,0.1111,-0.0654
Pefa2378416,2019,20,0.540541,20.6,0.6,102.8,-5.6,113.337,-2.24,98.0759,5.4768,91.9333,3.733,6.36908,-0.94138,3.14917,-0.70107,3.21992,-0.2403,54.41,-2.91,50.9,-2.9,11,-2,13.7,-0.4,0.7,-0.1,7.2,-2.2,1.9,-0.1,0.7,0,23,-1.4,0.327,-0.042,0.520737,-0.0293982,9.95025,-0.26675,3.13403,-0.08844,87.3,4.7,13.1,0.3432,2.4,-0.573,1.9,-0.2622
Pefe5f00afd,2013,16,0.484848,23.9,0.4,117.1,-2.8,122.338,-2.877,96.8584,3.9109,97.5877,4.0941,5.99009,-1.86459,3.90189,-1.68663,2.0882,-0.17796,59.28,-2.76,54.2,-2.3,15.6,-0.1,15.2,-0.6,5.6,0.3,23.3,0.3,1.5,-0.5,3.3,0.7,37.3,-0.7,0.433,0.016,0.548023,-0.0157168,11.4015,-0.0969,4.17512,-0.27149,81.1,0.9,15.4375,-0.2292,7.5,0.2273,2.5,0.2273
Pf02a0c42ed,2026,15,0.416667,23.3,-1.1,115.6,-0.6,129.51,0.146,101.338,1.8639,94.3397,1.9664,8.69552,0.6986,4.46442,0.35113,4.2311,0.34746,55.78,0.07,55.2,1.5,17.3,0.6,12.3,-1,8,-1.1,11.1,-1.4,1.4,0.1,3.1,0.6,34.2,-8.5,0.455,0.105,0.0709677,0.0181973,1.50318,0.38532,3.54224,-0.01,57.3,-6.6,13.4,-0.7111,5.0667,-0.5722,2.6,0.0167
Pf069f7ce7d,2026,18,0.529412,23.5,0.2,110.4,-3.5,122.715,-0.826,116.29,5.311,107.329,2.857,2.6973,0.23709,2.386,-0.29454,0.311301,0.531627,56.84,0.12,54.9,0.4,12.2,1.1,16.3,2.7,2.6,0,13.3,-0.4,1.7,0,2,0.3,18.1,-2.5,0.413,0.043,0.427984,-0.0210809,9.97689,-0.89661,3.53355,-0.03311,83.9,1.5,16.6667,-0.9509,4.7222,-0.1896,2.2778,0.1896
Pf07b0c62fd,2023,18,0.5625,25.8,0.6,95.9,1.2,109.872,5.045,108.002,4.665,99.9687,2.2892,-0.0104841,0.337712,0.664294,0.856701,-0.674778,-0.518989,50.02,0.83,47,0.7,19.9,-0.3,18,-1.4,1.4,-0.2,10.9,-1.1,1.2,-0.2,0.5,-0.3,17.8,-1.1,0.355,0.022,0.251012,-0.0244221,5.88419,-0.21679,2.70482,0.69386,77.5,2.2,14.8889,1.3889,3.8333,-0.2917,3.4444,-0.2118
Pf091cf9935,2022,16,0.571429,20.5,-0.5,104.2,0.9,109.493,1.446,104.574,9.3464,98.7031,7.5263,3.97277,-0.99049,1.26799,0.16002,2.70478,-1.15051,52.98,-0.44,51.3,-0.1,7.4,-0.7,13.5,-2.3,7,-0.8,26.1,-1.7,2.3,-0.7,2.2,-0.8,24.1,-3.1,0.365,0.06,0.448276,0.0632993,8.46489,1.3132,1.9492,0.05178,46.3,-6.3,8.5625,-0.6161,6.5625,-1.0446,0.8125,-0.1161
Pf0bc046ece,2017,18,0.514286,20.3,-1.2,114.4,4.5,122.93,6.797,106.684,3.516,96.5331,0.0505,5.19624,0.81038,4.82626,0.86384,0.369982,-0.05346,53.5,0.88,53.3,1.3,29.4,0.6,13.9,-3.3,2.1,-0.5,8.7,-1.3,1.9,0,0.6,0.2,41.3,1.8,0.328,0.005,0.406667,-0.0122523,6.62392,-0.39967,3.47503,0.75227,71.3,2.1,10.6667,0.0953,2.7222,-0.4778,4.8333,0.0333
Pf0c15e8037,2010,18,0.514286,21,-0.5,114.1,-1.3,122.249,-2.294,98.3452,-0.6797,94.8092,0.2519,7.79311,-0.20604,5.47082,-0.7069,2.32228,0.50085,53.5,-0.97,48.5,-2.5,11.5,0.2,11.4,0.1,4.5,-0.6,14.4,1.1,2.9,0.2,0.5,0.2,25.8,5.4,0.329,-0.008,0.371179,-0.00518858,7.84373,-0.50768,4.51745,-0.11915,89.1,3.1,15.2778,-0.3222,5.6111,0.1825,2.1111,0.0825
Pf0ef0714b6,2023,16,0.5,22.7,2.4,103.6,-8.5,114.423,-3.063,105.321,6.0714,100.092,5.3078,4.85291,-2.80655,2.54017,-2.00034,2.31274,-0.8062,48.59,-5.72,44.4,-7.2,26.4,2,19.8,0.5,2.4,-0.9,9.4,-0.9,2.6,-1.1,2.6,1,18.9,-3.5,0.239,-0.107,0.39645,-0.0106016,8.37143,0.95429,2.87795,-0.4621,67.8,-7.1,11.1875,-0.5313,3,-0.7188,4.1875,-0.0625
Pf0f9e6d8f5,2019,18,0.529412,16,-1.2,127.6,2.8,128.559,2.464,97.9002,1.0027,90.4591,-1.1637,6.6162,-0.03262,2.87997,0.3853,3.73622,-0.41793,66.04,1.29,65,3.2,3.9,-0.2,11.6,-1.9,10.1,-1.2,25.6,1,1,0,4.6,-1.5,50.4,-7,1,0,0.00884956,0.00421993,0.115923,0.0533905,3.90617,0.32311,68.5,1.7,10.2778,-0.1928,8.8889,0.1242,0.5,-0.0294
Pf0fd005549,2021,17,0.586207,29.3,0.1,114.8,0.2,137.561,1.495,109.813,1.646,103.891,0.488,2.7779,0.02091,5.8662,0.43669,-3.0883,-0.41579,55.51,0.26,47.2,-0.2,7.7,-0.6,8.9,-0.5,1.9,-0.1,10.1,1.9,1.3,-0.1,0.2,-0.5,47.6,3.6,0.286,-0.039,0.413194,-0.00480556,11.4756,-0.2109,5.96701,-0.00188,82.2,-2.4,23.0588,0.0243,3.8235,0.4442,1.2941,-0.1542
Pf10c6bc653,2021,17,0.68,24.4,1,107.2,2.3,121.147,4.403,100.888,0.213,94.1596,-0.0595,5.10407,0.64323,2.49058,0.51418,2.61349,0.12905,57.02,1.06,50,0,12.5,1.2,20.2,0,10.1,0.8,13.3,-0.3,1.4,0.5,4.8,-0.1,48.2,2.2,0.5,0.038,0.160584,0.0292708,3.01241,0.60288,3.00348,0.33354,60.3,-0.8,11.2941,0.4941,5.2941,0.0941,1.4118,0.1318
Pf120e8dc11,2024,20,0.645161,30,0,107.1,-0.3,127.529,1.905,106.486,-0.489,100.042,-2.255,4.96491,0.45368,3.72177,0.51109,1.24315,-0.05739,55.5,-0.24,51.7,-0.1,22.8,-0.7,15.4,-1.9,4.9,-0.3,16.9,0,2.2,0.2,1.5,0,27.3,-2.5,0.372,0.012,0.273016,-0.0183887,7.22551,-0.29483,4.51886,0.20676,83.6,2.3,19.75,0.1694,6.65,-0.1242,3.2,-0.2516
Pf1323eea4d,2013,17,0.5,13.5,-1.2,112.6,-1.7,107.871,-2.622,98.6661,5.393,94.1332,4.747,7.27123,0.29308,3.35594,0.41992,3.91529,-0.12684,49.77,-3.74,48.7,-2.6,6.1,0.4,9.8,-3,7.7,0.1,13.4,-3,0.9,-0.7,6.2,0.4,6.4,-7.9,0.409,0.004,0.564103,0.0511156,8.323,0.48873,1.45334,-0.10249,43.7,0.6,4.7059,-0.4706,3.2941,-0.2941,0.5882,0.0588
Pf135ac542c,2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pf14243ec5e,2008,16,0.533333,28.2,0.6,110.2,0.9,131.362,4.914,101.782,6.0101,94.2956,3.7374,5.73589,-0.87879,4.54678,-0.29574,1.18911,-0.58305,54.64,-0.24,52.1,1.2,15.3,0.6,17.7,-1.4,8.7,-1.1,16.9,1.3,1.3,-0.3,1.2,-0.9,28,-6.6,0.313,0.009,0.313084,0.0191209,8.59446,1.12288,4.38008,0.47156,68.9,4.6,16.5625,0.498,6.125,-0.1976,1.9375,0.0343
Pf1615243ab,2013,8,0.727273,25.6,1.6,103.6,-1,116.669,2.552,102.679,8.3249,95.945,6.9105,4.95588,-0.61883,2.68422,-0.89904,2.27166,0.2802,55.51,0.59,47.6,2.1,30.9,-2.8,22.9,0.3,1.9,-0.1,14.4,1.7,3,-0.2,0,0,70.6,0.6,0.333,0.037,0.247059,0.00160428,4.24326,0.29781,3.87424,0.30242,40.3,10,15.75,1.1136,5.25,0.25,5.25,-0.2955
Pf18fe42b62,2017,18,0.473684,18.6,-0.6,122.5,4.1,129.263,5.594,95.5921,0.6289,90.7346,1.1648,8.25004,0.6543,3.72307,0.36175,4.52697,0.29255,67.99,5.63,66.7,6.8,2.6,-2.1,16.2,0.7,9.3,-1.9,17.1,-0.1,1.4,0.2,5.2,0.3,90.7,7.6,0,0,0.00775194,0.00423081,0.097263,0.0505872,4.42244,0.68345,76.8,1.7,13.9444,0.9444,7.3889,-0.6111,0.4444,-0.3977
Pf1b3205a09,2019,18,0.5625,24.3,-0.4,137.6,11,139.98,7.296,94.6252,-0.1409,97.8882,2.6992,9.4734,0.59876,7.78563,0.97396,1.68777,-0.3752,75.2,7.17,71.9,7,13.2,-0.2,12.6,-1,6.3,-0.5,29.8,2.6,1.9,-0.5,1.4,-0.3,38.2,7.7,0.481,0.056,0.562232,0.0475591,12.1753,0.7796,5.92252,0.66711,81.2,-2.5,23,1.7273,10.9444,0.1262,2.3889,-0.1566
Pf1dc83702a,2018,3,0.214286,8,-7.5,125.7,36.5,115.727,30.6632,96.3443,-3.014,90.8892,-7.9682,3.3889,3.61178,-0.342756,1.34436,3.73166,2.26742,60,14.2,60,15.2,0,-3.6,0,-18,0,-4.3,11.6,0.6,2.2,-0.6,7,5.2,0,-3.4,0.5,0.167,0.8,0.17931,8.97035,-1.11855,0.837307,0.907848,3.7,-4.2,2,0.0714,1,-0.0714,0,-0.1429
Pf1e6555cfc,2008,16,0.432432,21.4,-0.2,112.3,-0.4,122.273,1.012,93.1821,0.9034,87.0085,0.9102,9.62284,1.00155,5.71721,0.49064,3.90564,0.51092,54.85,-0.78,51.1,-1.8,14.2,1.8,17.4,0.8,5.9,-0.5,14.7,1.6,1.8,0.2,2.2,-1,25,4.2,0.437,0.019,0.494318,0.0322155,10.094,0.27339,3.93274,0.22513,77.2,6.2,13.5,0.1579,5.875,0.7434,2.5,0.3684
Pf20205fffb,2016,18,0.580645,19.6,-0.7,110.5,-2.1,112.08,-2.865,97.4996,1.0833,96.1525,1.5513,6.67022,-0.55117,3.72688,-0.47821,2.94333,-0.07297,56.24,-1.69,51.9,-2.7,22.5,-0.5,16.1,-0.2,3.1,-0.3,14,1.3,3.5,-0.3,1.3,0.1,33.7,3,0.343,-0.009,0.561497,0.0423233,9.20665,0.22648,2.7831,-0.34471,83,-0.4,13.5556,-0.9605,5.6111,0.4176,3.8333,-0.0377
Pf209014384,2013,16,0.516129,24,-0.4,120.4,4,126.702,1.263,96.3978,-5.3502,97.4811,-3.5449,6.96992,0.69282,5.7291,-0.1073,1.24082,0.800123,59.69,3.12,56.6,4.2,21.7,-1.8,12.7,-0.1,4.5,0.5,14.5,1.2,3.2,0.2,2.3,0.6,49.3,2.6,0.308,-0.009,0.253659,-0.0441623,4.95918,-1.14035,5.33172,0.13075,92.7,-0.5,18.875,0.4556,5.8125,0.6512,4.375,-0.0766
Pf213d802cd,2023,17,0.566667,18.3,0.6,99.8,-6.4,100.92,-6.11,100.869,0.358,94.7021,-0.9613,2.73595,-1.18505,0.190598,-0.665279,2.54536,-0.51976,49.53,-5.17,43.9,-5.2,9.1,-1.2,17,-0.9,5.1,0.8,17.1,-0.6,0.7,0,3.1,-0.6,29.5,-8,0.327,0.007,0.395683,-0.035351,6.35823,0.003,1.39996,-0.63259,62.6,-4.8,9.2353,-0.7314,5.8235,-0.1765,1.4118,-0.2549
Pf21d262b1c,2015,18,0.461538,22.7,-0.4,104.6,-4,114.485,-3.83,88.2654,6.6415,84.8733,7.3092,4.36019,-3.53191,0.591553,-1.9225,3.76864,-1.60941,50.92,-4.34,42.3,-8.3,6.6,-2.3,16.7,-1.2,12.4,-1,20.5,1.4,0.6,-0.8,4.4,-1.7,73.1,-19.2,,,0,0,0,0,1.53592,-0.19558,40.8,0.5,5.9444,-0.4146,4.5,-0.0897,0.5556,-0.188
Pf22b67943e,2013,18,0.529412,23.4,-0.4,107,2.7,120.985,3.596,101.775,0.757,96.1141,-0.597,3.88737,0.53415,3.55744,0.37179,0.329928,0.162365,55.5,1.33,51.9,1.5,14,1.2,17.9,-0.7,2.5,0.2,11.2,1.9,1.6,-0.4,0,0,33.3,1.8,0.26,-0.043,0.366667,0.0391232,8.09574,0.71863,4.08921,0.45849,82.4,3.3,15,0.2353,3.8333,0.598,1.9444,0.1209
Pf25d15a954,2025,18,0.5,14.4,-0.5,125.3,-3.6,126.617,-1.511,116.291,5.064,103.84,1.955,6.57888,0.51386,5.37265,-0.12252,1.20623,0.63638,59.97,-3.59,57.3,-4.5,8,0,5.9,-0.3,1.4,0.3,9.8,-1.1,1.5,0.6,1.2,-0.1,15.3,4.1,0.4,-0.035,0.7,0.0162939,11.0764,-0.578,3.71549,-0.00642,72.7,2.8,10.7222,-0.9167,2.9444,-0.25,1.3889,0.0556
