pid,tcf_season_final,tcf_conf_gp,tcf_conf_gp_share,tcf_usg,tcf_d_usg,tcf_ortg,tcf_d_ortg,tcf_adjoe,tcf_d_adjoe,tcf_drtg,tcf_d_drtg,tcf_adrtg,tcf_d_adrtg,tcf_bpm,tcf_d_bpm,tcf_obpm,tcf_d_obpm,tcf_dbpm,tcf_d_dbpm,tcf_ts,tcf_d_ts,tcf_efg,tcf_d_efg,tcf_ast_per,tcf_d_ast_per,tcf_tov_per,tcf_d_tov_per,tcf_orb_per,tcf_d_orb_per,tcf_drb_per,tcf_d_drb_per,tcf_stl_per,tcf_d_stl_per,tcf_blk_per,tcf_d_blk_per,tcf_ftr,tcf_d_ftr,tcf_tp3_pct,tcf_d_tp3_pct,tcf_tpar,tcf_d_tpar,tcf_tpa100,tcf_d_tpa100,tcf_porpag,tcf_d_porpag,tcf_minper,tcf_d_minper,tcf_pts_pg,tcf_d_pts_pg,tcf_reb_pg,tcf_d_reb_pg,tcf_ast_pg,tcf_d_ast_pg
Pe275ca2256,2023,16,0.444444,30.6,0.1,119.6,-0.1,138,-2.363,107.322,3.438,102.857,4.7476,5.52789,-2.41121,4.64744,-1.52484,0.880443,-0.886377,60.97,-1.58,59.3,-2.3,17,-2.3,13.8,-1.3,9.4,-0.2,16.8,-0.9,0.9,-0.1,2.7,-0.6,50,1,0.091,-0.076,0.05,0.00180723,1.21913,0.05655,5.46265,-0.4066,77.5,-2.1,20.75,-0.4932,6.8125,-0.728,3.0625,-0.1537
Pe28113186c,2021,17,0.586207,29.3,0.1,114.8,0.2,137.561,1.495,109.813,1.646,103.891,0.488,2.7779,0.02091,5.8662,0.43669,-3.0883,-0.41579,55.51,0.26,47.2,-0.2,7.7,-0.6,8.9,-0.5,1.9,-0.1,10.1,1.9,1.3,-0.1,0.2,-0.5,47.6,3.6,0.286,-0.039,0.413194,-0.00480556,11.4756,-0.2109,5.96701,-0.00188,82.2,-2.4,23.0588,0.0243,3.8235,0.4442,1.2941,-0.1542
Pe2d0a4cddd,2009,16,0.432432,32.4,-0.6,102,0.2,119.143,-2.569,84.1692,2.0265,81.5503,2.4525,7.52804,-2.51026,2.36951,-1.49988,5.15853,-1.01035,51.81,-1.11,48.4,-0.5,26.5,-3.5,20.2,-1.6,4.9,-0.1,16.3,1,3.2,-1,2.3,-0.5,41.3,2.9,0.292,0.018,0.225352,-0.0201924,6.03379,-0.66087,3.5475,-0.11028,75.3,3.1,16.5,-0.5811,5.5625,0.2111,3.625,-0.2399
Pe2eac4ddf4,2016,18,0.580645,21.4,-0.5,107.6,-5.1,116.31,-2.302,89.948,5.7143,81.8029,2.5626,11.2441,0.3796,2.04373,0.1146,9.20042,0.26502,62.08,0.08,61.7,-0.3,15.3,2.4,25.4,2.1,11.3,-2.4,27.6,1.8,1.6,-0.3,9.1,-0.5,24.1,-1.2,,,0,-0.00452489,0,-0.0783544,2.69813,0.08027,68.5,7,10.2222,0.319,9.0556,0.5717,1.9444,0.2992
Pe2f97b33d4,2022,18,0.642857,31.6,0.9,113.3,-1.4,137.065,0.402,95.8337,2.7846,87.9542,1.3581,3.60943,-1.12991,2.16436,-0.56197,1.44507,-0.56793,59.41,-1.86,57.7,-1.6,6.3,-0.4,13.1,-1.5,13.3,0.4,27.1,1.5,1.4,-0.2,2.7,-0.3,48.8,-4.5,,,0,0,0,0,5.26554,-0.13729,66.2,1.7,20,-0.8929,10.5,-0.0714,0.7222,-0.0635
Pe356195976,2023,18,0.5,16.4,0.6,97.2,-6.3,97.8573,-5.1727,102.283,5.2554,95.9648,4.0393,3.05001,-1.14107,0.839082,-0.686088,2.21093,-0.45497,46,-5.34,43,-4.9,5.6,-1.1,14.5,-0.6,7.4,1.6,15.3,2.4,2,-0.6,1.7,-0.3,24,-6.4,0.233,-0.045,0.355372,0.0235747,5.39816,0.74048,0.938271,-0.394169,63.6,2.8,6.8889,-0.1944,5.1111,1.1944,0.7778,-0.1389
Pe3864f9800,2017,18,0.5625,20.2,0.2,122.1,3.3,131.049,6.786,95.9198,3.2431,86.7928,0.9334,9.81976,0.94361,4.09757,0.53614,5.7222,0.40748,61.47,0.1,55.7,-1.1,7.8,0.3,13.3,-2.4,7.7,0,25,0,2.3,-0.1,6.9,0.7,50,3.9,0.356,0.008,0.321429,-0.0262277,5.4781,-0.34571,3.8193,0.50513,63.6,3.7,11.8333,-0.1355,7.3333,-0.5105,1.1111,-0.0451
Pe39c876df8,2009,18,0.514286,29.1,1.3,110.3,0.9,131.678,6.996,101.598,3.7148,93.9812,1.3252,9.41684,1.27645,6.78709,1.2262,2.62975,0.05025,55.74,-0.06,52.8,0.6,25.7,1.3,14.7,-2.6,2.4,-0.2,12.3,-0.4,3.6,0.3,2,0.1,36.2,1.9,0.406,0.008,0.433225,0.0287304,11.193,1.1036,6.09432,1.31318,94.5,7.2,22.2778,2.4778,4.6667,0.1238,4.5556,0.6413
Pe3c0fc5a9e,2022,14,0.466667,17.7,-2.3,105.5,-3.3,113.645,-1.129,94.4482,5.4092,88.0006,2.785,8.67916,-0.26867,3.72746,-0.25945,4.9517,-0.00921,53.74,-0.84,52.3,-0.8,8.9,-3.4,17.6,-0.5,7.5,-1.4,18.2,-2.4,2.8,-0.1,3,-0.2,45.5,2.8,0.25,-0.046,0.363636,-0.0202499,5.2437,-1.00943,2.519,-0.02183,50.1,-4.9,8.2143,-1.019,5.6429,-0.7238,1.2143,-0.5524
Pe3d286e6c8,2018,18,0.486486,17.8,-0.1,124,-1.3,128.845,0.449,100.612,3.8794,94.9156,2.3564,9.22178,0.22997,6.7561,-0.11509,2.46568,0.34506,65.94,1.83,64.9,2.7,22.3,0.1,16,0.8,0.2,-0.4,16,2.3,2.3,0,0.7,-0.1,12.3,-5.5,0.495,0.029,0.681818,0.0380682,11.0477,0.6437,4.58154,0.17609,80.4,2.2,11.9444,-0.0826,4.4444,0.3903,3.8889,-0.057
Pe40a7b9665,2016,18,0.514286,26.9,0.6,126.4,6.1,136.997,4.749,100.297,1.9522,99.184,3.7011,6.65323,0.5732,6.0394,0.92805,0.613824,-0.354859,66.08,4.33,62.3,4.3,8.9,-0.4,12.8,-0.8,6.5,0.7,12.9,-1.1,0.6,0,2.1,-0.2,33.1,5,0.457,0.019,0.40856,0.0128488,10.3279,0.2664,5.62795,0.45186,82.6,-1.5,21.8333,1.319,5.8333,-0.3667,1.3889,-0.1254
Pe46a376580,2023,20,0.588235,18.6,-0.6,127.3,3.3,127.242,3.302,96.2539,0.3642,91.7463,-1.2212,6.24319,-0.33807,4.90461,0.11625,1.33858,-0.45432,66.67,3.52,63.2,3.7,6.6,-1.7,9.3,0.2,3.3,-1.4,26.7,0.6,1.2,-0.4,0.2,-0.2,33,2.1,0.412,0.007,0.617925,0.0468939,10.7623,0.5114,4.90799,0.51567,88.4,2.2,16.35,1.0559,9.85,0.3206,1.2,-0.2706
Pe54f989cc8,2022,20,0.625,22.8,0,114,2.1,124.684,5.976,103.535,2.913,95.4952,-0.1402,4.96091,-0.37243,4.20958,0.34224,0.751333,-0.714667,59.39,2.42,54.8,1.8,10,-1.6,12.9,0.2,3.8,-0.6,14.5,-1.2,1.5,-0.4,1.9,-0.3,30.7,-0.8,0.422,0.024,0.452282,0.0104217,9.73407,0.21969,4.66711,0.76558,85.6,1.2,16.4,0.5562,5.3,-0.575,1.6,-0.3062
Pe56ae9c7aa,2017,18,0.514286,28,0.7,105.5,-2.7,125.628,0.317,100.258,4.84,91.5072,2.3172,8.78383,-0.21801,4.39907,-0.00057,4.38476,-0.21744,55.45,-0.5,54.3,-0.9,19.6,1.4,20.1,1.7,8.7,0,17.3,-0.1,3,-0.1,2.6,-0.9,44.8,4.5,0.435,0.057,0.206278,-0.00351218,4.54778,-0.1043,4.11501,0.1512,78.4,4.4,16.6667,0.3238,7.5556,0.1842,3.0556,0.0842
Pe581c6d22f,2018,8,0.421053,23.2,1.1,95.7,-4.8,106.458,0.513,103.149,6.5377,96.766,2.1823,5.96423,-0.12395,0.532664,-1.43952,5.43156,1.31555,48.38,-0.43,43.2,-2.5,17.8,-3.5,20.6,2.7,5.6,1,19.3,-0.7,2.8,0.5,4.6,2.1,42,4.8,0.25,-0.017,0.296296,-0.0228526,5.21603,-0.29591,2.14258,0.0491,37.4,-12.2,11.75,0.3816,6.75,-0.3553,3.25,-0.75
Pe6009787c4,2020,18,0.6,17.4,0.5,122.9,-0.7,129.382,4.307,87.2226,2.4986,82.8413,1.2527,10.3634,-0.4055,4.1881,0.19927,6.17527,-0.60482,57.17,-1.12,54.3,-0.7,2,-1.3,9.4,-1.9,16.6,0.4,19.1,-1.3,2.1,-0.2,9.3,0.4,45,-1,,,0,0,0,0,4.42653,0.52245,72.4,1.6,9.9444,0.3777,9.0556,-0.0111,0.2778,-0.1889
