pid,tcfs_bpm,tcfs_stl_per,tcfs_obpm,tcfs_d_ts,tcfs_minper,tcfs_ast_per,tcfs_ortg,tcfs_d_usg
Peb9997d32a,12.4281,5.2,5.09855,-2.15,47.3,11.0,118.3,0.9
Pebbd613418,7.05569,2.3,6.27688,-0.75,87.7,33.5,117.4,0.3
Pebbeab0c5c,,,,,,,,
Pebc69ca1f1,7.12533,1.2,3.45708,-0.25,82.6,7.9,110.4,-0.2
Pec2bc35d4f,0.31135,1.4,1.62211,-2.7,39.8,23.0,93.9,-4.2
Pec93c68939,1.80156,3.0,1.07459,-2.94,83.7,10.9,94.4,-0.2
Pec96a14b85,14.8192,1.4,10.1584,2.36,80.4,21.9,130.5,1.1
Pecca0a47dd,6.61864,2.7,-1.26088,1.46,54.0,5.9,96.9,1.2
Ped12721a79,1.52176,0.5,3.35966,4.64,77.4,12.1,114.7,0.7
Ped12aa913a,9.86355,3.8,6.72826,1.31,86.9,30.5,125.7,-0.2
Ped46c6be82,9.96584,2.5,2.64269,3.92,74.0,11.2,107.0,-2.0
Ped4ca8f8d6,8.39737,3.6,4.14183,-1.84,58.8,9.0,110.0,-0.5
Ped501e46cc,4.2063,1.0,3.22098,-4.73,69.7,8.2,116.2,0.4
Ped6b9a1a7c,10.452,1.3,3.70916,2.26,63.6,2.9,138.2,-0.4
Ped95bfcd7e,13.6414,3.5,7.34648,-0.05,79.3,41.2,109.4,-0.4
Peda2227014,8.72255,3.2,5.50605,2.19,66.7,7.3,113.5,0.2
Pedf3dd90d4,2.22414,1.6,3.31547,-1.14,84.8,18.1,117.7,0.3
Pee1a8f2e9d,5.5305,0.8,-0.854419,-0.05,71.0,8.5,104.7,-0.7
Pee7c22ed91,8.43115,1.5,6.89915,5.46,74.7,6.4,129.1,-0.1
Peecc71d248,15.8898,1.7,7.83133,0.1,69.1,11.4,140.1,-0.6
Peef8948765,7.13116,0.8,5.90433,-0.68,74.7,19.6,118.5,-0.4
Pef380f9642,0.846802,2.3,1.41674,-4.36,47.9,6.6,100.5,-0.8
Pef77516e2b,8.92093,3.0,6.04398,1.71,81.1,22.2,110.2,2.6
Pef94ae3f83,11.1638,1.8,2.98819,1.85,78.2,5.3,116.9,-0.8
Pef9b8757a6,1.11455,0.8,-0.740771,-0.51,80.1,0.8,106.8,0.7
Pefa2378416,6.36908,1.9,3.14917,-2.91,87.3,11.0,102.8,0.6
Pefe5f00afd,5.99009,1.5,3.90189,-2.76,81.1,15.6,117.1,0.4
Pf02a0c42ed,8.69552,1.4,4.46442,0.07,57.3,17.3,115.6,-1.1
Pf069f7ce7d,2.6973,1.7,2.386,0.12,83.9,12.2,110.4,0.2
Pf07b0c62fd,-0.0104841,1.2,0.664294,0.83,77.5,19.9,95.9,0.6
Pf091cf9935,3.97277,2.3,1.26799,-0.44,46.3,7.4,104.2,-0.5
Pf0bc046ece,5.19624,1.9,4.82626,0.88,71.3,29.4,114.4,-1.2
Pf0c15e8037,7.79311,2.9,5.47082,-0.97,89.1,11.5,114.1,-0.5
Pf0ef0714b6,4.85291,2.6,2.54017,-5.72,67.8,26.4,103.6,2.4
Pf0f9e6d8f5,6.6162,1.0,2.87997,1.29,68.5,3.9,127.6,-1.2
Pf0fd005549,2.7779,1.3,5.8662,0.26,82.2,7.7,114.8,0.1
Pf10c6bc653,5.10407,1.4,2.49058,1.06,60.3,12.5,107.2,1.0
Pf120e8dc11,4.96491,2.2,3.72177,-0.24,83.6,22.8,107.1,0.0
Pf1323eea4d,7.27123,0.9,3.35594,-3.74,43.7,6.1,112.6,-1.2
Pf135ac542c,,,,,,,,
Pf14243ec5e,5.73589,1.3,4.54678,-0.24,68.9,15.3,110.2,0.6
Pf1615243ab,4.95588,3.0,2.68422,0.59,40.3,30.9,103.6,1.6
Pf18fe42b62,8.25004,1.4,3.72307,5.63,76.8,2.6,122.5,-0.6
Pf1b3205a09,9.4734,1.9,7.78563,7.17,81.2,13.2,137.6,-0.4
Pf1dc83702a,3.3889,2.2,-0.342756,14.2,3.7,0.0,125.7,-7.5
Pf1e6555cfc,9.62284,1.8,5.71721,-0.78,77.2,14.2,112.3,-0.2
Pf20205fffb,6.67022,3.5,3.72688,-1.69,83.0,22.5,110.5,-0.7
Pf209014384,6.96992,3.2,5.7291,3.12,92.7,21.7,120.4,-0.4
Pf213d802cd,2.73595,0.7,0.190598,-5.17,62.6,9.1,99.8,0.6
Pf21d262b1c,4.36019,0.6,0.591553,-4.34,40.8,6.6,104.6,-0.4
Pf22b67943e,3.88737,1.6,3.55744,1.33,82.4,14.0,107.0,-0.4
Pf25d15a954,6.57888,1.5,5.37265,-3.59,72.7,8.0,125.3,-0.5
Pf2b31fcc76,7.02137,1.4,1.72557,0.85,65.9,5.2,110.1,0.1
Pf2c709b50b,4.45303,2.0,5.186,0.68,83.3,21.3,114.7,-0.3
Pf2fe8710f7,13.8351,3.0,6.56729,0.38,72.2,15.0,132.8,-0.3
Pf31133cc3c,0.728239,2.5,0.954875,0.53,70.5,19.3,102.6,0.2
Pf3241f5074,1.97229,1.0,4.74094,1.96,63.8,9.3,117.0,-1.1
Pf3464e2f59,-1.23807,2.6,2.30889,-1.01,86.9,12.5,109.9,-0.1
Pf372901c0b,-29.7013,0.0,-21.9833,,0.2,0.0,,0.9
Pf37ef86b30,3.28917,2.1,3.44282,-2.02,75.0,30.2,102.8,-0.1
Pf38454d2db,9.80944,3.6,6.62056,2.73,72.1,14.8,119.0,0.8
Pf38ea886b7,3.41457,1.8,1.34508,0.89,89.7,16.3,107.4,-0.6
Pf3b62cae3c,7.152,3.1,5.45106,-2.05,65.0,23.0,109.8,-1.2
Pf3d3c05896,5.44242,1.0,2.55285,-3.22,77.1,26.8,100.9,1.7
Pf450c7fe3d,4.46881,1.9,3.23769,-2.14,98.8,24.8,100.4,-0.2
Pf46613d969,8.30657,2.2,9.10306,-1.22,92.2,29.7,119.1,1.1
Pf4a65045a1,4.84378,2.4,2.58201,1.21,62.9,17.7,106.4,0.6
Pf4e651b50c,8.33965,2.0,3.30653,4.77,50.9,6.9,112.3,0.8
Pf507011aa5,5.21762,1.2,6.24036,-4.42,75.5,29.4,122.4,-1.0
Pf54b3f87be,-1.11979,3.1,0.936513,5.78,47.3,14.4,105.1,0.8
Pf54bd6bbc8,6.80932,1.1,4.57981,-1.57,71.7,25.1,109.5,-0.4
Pf59a3a471e,0.341021,1.6,-0.378914,1.86,77.3,9.2,106.8,-0.6
Pf5a8190f4f,5.20299,2.2,3.48586,-1.59,79.9,27.8,112.6,-1.3
Pf5fb4e36b6,10.2924,1.8,8.31072,4.38,86.9,18.0,120.5,0.8
Pf6213e9937,1.01625,2.7,-0.512217,-4.82,39.9,9.4,89.9,-1.0
Pf62abcdcde,5.87185,0.8,5.45527,-1.0,73.2,3.8,125.9,0.2
Pf634b73f97,5.69566,0.6,4.43461,-0.79,89.5,17.0,114.7,0.2
Pf6658be174,5.31897,1.5,4.13942,-2.73,76.7,10.6,113.7,-0.1
Pf6db5ed983,9.49063,4.8,7.39925,2.34,70.9,37.8,115.5,0.7
Pf755f2c0c0,4.59604,3.3,2.80653,3.18,60.5,11.5,106.4,-1.1
Pf75780948d,2.42201,3.1,1.99218,-0.93,72.4,32.5,106.7,1.2
Pf75af7bb1f,8.343,2.6,6.96314,0.56,88.9,13.7,120.1,-0.7
Pf781dda14b,6.44802,1.4,1.67066,0.52,83.0,11.3,108.6,-0.2
Pf7c7a85a9a,5.38573,1.6,4.93467,-0.55,81.8,12.1,111.0,0.5
Pf7cebccf2c,6.66177,2.3,3.54388,-4.47,65.8,11.9,107.8,-1.6
Pf7cf72315c,0.391175,2.1,-0.457015,-1.02,48.8,22.1,96.7,0.4
Pf7f191defd,12.6826,3.3,7.29391,3.51,88.4,17.6,123.4,1.4
Pf825457ab4,4.47838,1.3,3.17625,0.22,86.4,11.2,102.7,-0.2
Pf849910cdc,5.58996,1.7,1.42933,2.1,79.0,13.1,106.9,0.9
Pf85863f4bd,2.2394,2.1,-1.46134,0.44,40.9,13.8,92.8,2.6
Pf8707c5a5f,0.898436,2.1,1.66148,2.25,84.6,11.3,101.7,-0.8
Pf8b83ac1f0,8.61787,2.0,5.33214,5.3,82.4,35.5,108.2,-0.4
Pf9200340d9,0.727802,2.1,0.443577,2.08,64.4,4.8,107.1,-1.9
Pf92c037d4b,7.82134,4.0,5.81833,0.68,95.1,37.4,108.8,0.2
Pf93789f1b5,6.82045,1.8,4.86188,-2.42,81.0,37.1,110.3,0.1
Pf9546cce6b,3.5005,2.3,2.95626,-1.03,80.7,7.1,114.9,-0.4
Pf99c720027,5.98002,2.3,3.35961,0.3,61.7,13.0,111.5,-2.0
Pf9e0178b31,6.97534,2.7,7.5696,1.32,87.2,26.0,124.8,-0.5
Pf9ebd1b271,9.71416,1.7,8.823,3.14,89.1,10.2,126.9,-0.1
Pfa2560441b,4.34388,1.6,3.22822,0.89,23.0,5.1,110.0,-1.1
Pfa4c05beee,6.0896,1.6,3.09516,0.21,57.9,4.5,115.8,0.3
Pfa73181e89,3.73352,1.7,2.39035,-7.18,55.6,7.5,111.8,-0.5
Pfa75ae8d76,1.8811,1.7,1.95052,-0.13,94.8,33.9,95.9,0.0
Pfa7a6f2536,6.33851,1.2,4.4736,-3.14,85.0,20.0,107.2,1.8
Pfa7ab0de3c,8.21852,2.4,5.01132,-1.68,84.4,24.5,111.2,-0.1
Pfa8477edf9,3.62954,1.4,3.29746,4.29,90.7,10.7,116.2,0.6
Pfa9e39fc67,4.88051,0.9,2.06351,-3.68,73.5,8.8,107.6,-1.1
Pfaef4e4fa0,1.77647,1.7,1.25669,-1.78,60.6,19.5,100.7,0.4
Pfafab37502,11.5042,2.2,6.64026,0.35,59.9,11.2,126.3,2.2
Pfb1f867cde,6.39086,2.8,2.14211,-3.18,84.7,17.7,98.6,0.4
Pfbbf8d1dd2,3.02673,1.7,5.50668,-2.65,81.8,12.7,104.7,0.1
Pfc3cc92a5c,3.7916,2.1,2.22826,0.22,75.8,21.4,102.4,0.8
Pfc4c07b799,4.78287,2.2,4.11796,-2.42,71.1,9.1,112.6,0.8
Pfc563b417e,5.20471,2.5,5.05581,-2.21,77.3,30.7,111.7,1.0
Pfc813e5d63,6.95932,0.5,3.96475,-3.34,87.5,11.1,110.4,0.5
Pfc89c2e5d3,-1.07533,0.8,0.396708,2.45,71.7,17.7,106.6,0.7
Pfc8df2f375,8.52992,1.1,2.29206,0.17,83.6,24.9,114.5,0.3
Pfcb4575061,0.645076,1.5,-1.00558,2.55,66.9,3.9,106.2,-1.2
Pfce02776de,5.36289,2.8,3.20964,-1.95,75.8,19.2,106.1,-0.6
Pfd12de1732,7.06954,1.3,6.42516,-0.19,91.7,38.7,121.4,0.9
Pfd3b474513,8.10336,1.9,5.30796,-0.22,92.5,18.2,113.3,-0.4
Pfd5185bdf5,5.91772,2.5,2.94511,0.79,77.4,6.8,110.4,-0.5
Pfd690eb68d,3.53436,1.6,1.87516,-2.56,87.8,23.2,91.9,0.2
Pfd95ad31d4,6.25984,1.8,2.89934,-1.19,82.2,7.3,108.1,-0.5
Pfd99951c4d,8.80915,1.4,4.30919,3.46,64.3,14.3,121.8,0.6
Pfdcf13c664,6.51643,2.4,3.99172,-1.93,82.5,9.5,109.6,0.1
Pfdd109f0e1,3.23222,2.7,4.76622,4.24,56.5,21.5,114.2,-1.8
Pfde95d41d3,9.75424,1.2,4.57752,5.52,83.2,7.7,120.1,-1.9
Pfe357344e4,10.402,2.8,9.0406,0.35,57.2,12.4,118.2,0.4
Pfe47889811,0.329235,0.8,4.46526,0.98,53.3,17.3,98.7,0.7
Pfe4fcea486,7.70204,2.7,5.83937,-0.16,92.4,50.2,117.0,0.2
Pfe62281f0a,7.25473,2.9,5.67376,0.97,75.7,8.5,120.8,-0.1
Pfe669c03c3,-1.02869,2.5,0.267324,-4.1,80.0,12.8,86.2,0.2
Pff631d1742,3.07571,1.8,2.64208,-4.39,56.5,26.8,102.6,-0.4
Pff7518dc75,8.78135,2.0,4.00051,1.29,75.4,6.2,117.6,-0.1
Pff77feae98,8.79499,2.7,4.2893,-1.92,70.0,12.7,109.9,-0.2
Pff95561f44,8.05805,2.4,4.24658,-0.56,88.8,14.6,112.9,0.0
Pffe825f9b7,2.81947,1.7,-0.1312,-8.7,68.5,11.2,98.9,-0.3
Pfff8cbaa74,4.67995,1.9,2.36335,-2.34,79.1,6.5,113.3,0.1
